tissue	ensembl	gene_symbol	clust
MAM	ENSG00000162444	RBP7	65
MAM	ENSG00000106484	MEST	65
MAM	ENSG00000005249	PRKAR2B	65
MAM	ENSG00000151365	THRSP	65
MAM	ENSG00000168004	HRASLS5	65
MAM	ENSG00000166123	GPT2	65
MAM	ENSG00000138207	RBP4	65
MAM	ENSG00000167434	CA4	65
MAM	ENSG00000124429	POF1B	65
MAM	ENSG00000175445	LPL	65
MAM	ENSG00000182118	FAM89A	65
MAM	ENSG00000248464	FGF10-AS1	65
MAM	ENSG00000008323	PLEKHG6	65
MAM	ENSG00000123689	G0S2	65
MAM	ENSG00000158571	PFKFB1	65
MAM	ENSG00000095203	EPB41L4B	65
MAM	ENSG00000174899	PQLC2L	65
MAM	ENSG00000009950	MLXIPL	65
MAM	ENSG00000112559	MDFI	65
MAM	ENSG00000176194	CIDEA	65
MAM	ENSG00000062282	DGAT2	65
MAM	ENSG00000230333	AC004538.3	65
MAM	ENSG00000043591	ADRB1	65
MAM	ENSG00000134962	KLB	65
MAM	ENSG00000120049	KCNIP2	65
MAM	ENSG00000163083	INHBB	65
MAM	ENSG00000141576	RNF157	65
MAM	ENSG00000056998	GYG2	65
MAM	ENSG00000135917	SLC19A3	65
MAM	ENSG00000164687	FABP5	65
MAM	ENSG00000147676	MAL2	65
MAM	ENSG00000099954	CECR2	65
MAM	ENSG00000132170	PPARG	65
MAM	ENSG00000165269	AQP7	65
MAM	ENSG00000187288	CIDEC	65
MAM	ENSG00000135144	DTX1	65
MAM	ENSG00000205038	PKHD1L1	65
MAM	ENSG00000108960	MMD	65
MAM	ENSG00000075213	SEMA3A	65
MAM	ENSG00000160862	AZGP1	65
MAM	ENSG00000137077	CCL21	65
MAM	ENSG00000181234	TMEM132C	65
MAM	ENSG00000042445	RETSAT	65
MAM	ENSG00000165478	HEPACAM	65
MAM	ENSG00000170323	FABP4	65
MAM	ENSG00000161649	CD300LG	65
MAM	ENSG00000181092	ADIPOQ	65
MAM	ENSG00000132854	KANK4	65
MAM	ENSG00000072201	LNX1	65
MAM	ENSG00000174749	C4orf32	65
MAM	ENSG00000160307	S100B	65
MAM	ENSG00000245848	CEBPA	65
MAM	ENSG00000157064	NMNAT2	65
MAM	ENSG00000160180	TFF3	65
MAM	ENSG00000226482	ADIPOQ-AS1	65
MAM	ENSG00000117707	PROX1	65
MAM	ENSG00000099194	SCD	65
MAM	ENSG00000148848	ADAM12	65
MAM	ENSG00000273079	GRIN2B	65
MAM	ENSG00000140873	ADAMTS18	65
MAM	ENSG00000188517	COL25A1	65
MAM	ENSG00000008394	MGST1	65
MAM	ENSG00000105784	RUNDC3B	65
MAM	ENSG00000135678	CPM	65
MAM	ENSG00000053438	NNAT	65
MAM	ENSG00000145911	N4BP3	65
MAM	ENSG00000146374	RSPO3	65
MAM	ENSG00000115425	PECR	65
MAM	ENSG00000151726	ACSL1	65
MAM	ENSG00000119927	GPAM	65
MAM	ENSG00000133317	LGALS12	65
MAM	ENSG00000137713	PPP2R1B	65
MAM	ENSG00000000005	TNMD	65
MAM	ENSG00000172901	LVRN	65
MAM	ENSG00000174697	LEP	65
MAM	ENSG00000134548	SPX	65
MAM	ENSG00000167676	PLIN4	65
MAM	ENSG00000124253	PCK1	65
MAM	ENSG00000229108	MEOX2-AS1	65
MAM	ENSG00000221963	APOL6	65
MAM	ENSG00000167588	GPD1	65
MAM	ENSG00000214456	PLIN5	65
MAM	ENSG00000091513	TF	65
MAM	ENSG00000218336	TENM3	65
MAM	ENSG00000173432	SAA1	65
MAM	ENSG00000079435	LIPE	65
MAM	ENSG00000166819	PLIN1	65
MAM	ENSG00000135218	CD36	65
MAM	ENSG00000172137	CALB2	65
MAM	ENSG00000124743	KLHL31	65
MAM	ENSG00000104313	EYA1	65
MAM	ENSG00000007314	SCN4A	65
MAM	ENSG00000108551	RASD1	65
MAM	ENSG00000183549	ACSM5	65
MAM	ENSG00000185818	NAT8L	65
MAM	ENSG00000227591	RP1-28O10.1	65
MAM	ENSG00000164638	SLC29A4	65
MAM	ENSG00000153002	CPB1	65
MAM	ENSG00000140284	SLC27A2	65
MAM	ENSG00000186188	FFAR4	65
MAM	ENSG00000133477	FAM83F	65
MAM	ENSG00000133636	NTS	65
MAM	ENSG00000277737	FP325317.1	65
MAM	ENSG00000274080	CTA-315H11.2	65
MAM	ENSG00000139144	PIK3C2G	65
MAM	ENSG00000131771	PPP1R1B	65
MAM	ENSG00000130876	SLC7A10	65
MAM	ENSG00000149124	GLYAT	65
MAM	ENSG00000174145	NWD2	65
MAM	ENSG00000253434	RP11-1101K5.1	65
MAM	ENSG00000159387	IRX6	65
MAM	ENSG00000237636	ANKRD26P3	65
MAM	ENSG00000173253	DMRT2	65
SF	ENSG00000248869	RP11-138I17.1	65
