tissue	ensembl	gene_symbol	clust
MAM	ENSG00000213203	GIMAP1	113
MAM	ENSG00000136114	THSD1	113
MAM	ENSG00000197291	RAMP2-AS1	113
MAM	ENSG00000135363	LMO2	113
MAM	ENSG00000107736	CDH23	113
MAM	ENSG00000179776	CDH5	113
MAM	ENSG00000162654	GBP4	113
MAM	ENSG00000161940	BCL6B	113
MAM	ENSG00000137460	FHDC1	113
MAM	ENSG00000179914	ITLN1	113
MAM	ENSG00000104689	TNFRSF10A	113
MAM	ENSG00000171488	LRRC8C	113
MAM	ENSG00000120318	ARAP3	113
MAM	ENSG00000123104	ITPR2	113
MAM	ENSG00000117595	IRF6	113
MAM	ENSG00000159640	ACE	113
MAM	ENSG00000150630	VEGFC	113
MAM	ENSG00000154783	FGD5	113
MAM	ENSG00000139567	ACVRL1	113
MAM	ENSG00000114378	HYAL1	113
MAM	ENSG00000171056	SOX7	113
MAM	ENSG00000108602	ALDH3A1	113
MAM	ENSG00000118946	PCDH17	113
MAM	ENSG00000168309	FAM107A	113
MAM	ENSG00000074660	SCARF1	113
MAM	ENSG00000120949	TNFRSF8	113
MAM	ENSG00000100065	CARD10	113
MAM	ENSG00000117461	PIK3R3	113
MAM	ENSG00000091490	SEL1L3	113
MAM	ENSG00000171115	GIMAP8	113
MAM	ENSG00000163239	TDRD10	113
MAM	ENSG00000157510	AFAP1L1	113
MAM	ENSG00000137726	FXYD6	113
MAM	ENSG00000102010	BMX	113
MAM	ENSG00000160447	PKN3	113
MAM	ENSG00000095303	PTGS1	113
MAM	ENSG00000148488	ST8SIA6	113
MAM	ENSG00000251322	SHANK3	113
MAM	ENSG00000152804	HHEX	113
MAM	ENSG00000103034	NDRG4	113
MAM	ENSG00000205336	ADGRG1	113
MAM	ENSG00000272636	DOC2B	113
MAM	ENSG00000153233	PTPRR	113
MAM	ENSG00000172889	EGFL7	113
MAM	ENSG00000003400	CASP10	113
MAM	ENSG00000139874	SSTR1	113
MAM	ENSG00000176435	CLEC14A	113
MAM	ENSG00000075275	CELSR1	113
MAM	ENSG00000174640	SLCO2A1	113
MAM	ENSG00000179104	TMTC2	113
MAM	ENSG00000165949	IFI27	113
MAM	ENSG00000174175	SELP	113
MAM	ENSG00000204592	HLA-E	113
MAM	ENSG00000164736	SOX17	113
MAM	ENSG00000128567	PODXL	113
MAM	ENSG00000066735	KIF26A	113
MAM	ENSG00000188559	RALGAPA2	113
MAM	ENSG00000105976	MET	113
MAM	ENSG00000108950	FAM20A	113
MAM	ENSG00000197245	FAM110D	113
MAM	ENSG00000131477	RAMP2	113
MAM	ENSG00000138061	CYP1B1	113
MAM	ENSG00000066056	TIE1	113
MAM	ENSG00000003147	ICA1	113
MAM	ENSG00000261371	PECAM1	113
MAM	ENSG00000096433	ITPR3	113
MAM	ENSG00000184113	CLDN5	113
MAM	ENSG00000224189	HAGLR	113
MAM	ENSG00000087266	SH3BP2	113
MAM	ENSG00000143603	KCNN3	113
MAM	ENSG00000197943	PLCG2	113
MAM	ENSG00000137960	GIPC2	113
MAM	ENSG00000158769	F11R	113
MAM	ENSG00000173482	PTPRM	113
MAM	ENSG00000137393	RNF144B	113
MAM	ENSG00000138772	ANXA3	113
MAM	ENSG00000196411	EPHB4	113
MAM	ENSG00000122679	RAMP3	113
MAM	ENSG00000198844	ARHGEF15	113
MAM	ENSG00000169291	SHE	113
MAM	ENSG00000165716	FAM69B	113
MAM	ENSG00000161835	GRASP	113
MAM	ENSG00000127329	PTPRB	113
MAM	ENSG00000047617	ANO2	113
MAM	ENSG00000177464	GPR4	113
MAM	ENSG00000197142	ACSL5	113
MAM	ENSG00000101445	PPP1R16B	113
MAM	ENSG00000155849	ELMO1	113
MAM	ENSG00000099260	PALMD	113
MAM	ENSG00000091428	RAPGEF4	113
MAM	ENSG00000160179	ABCG1	113
MAM	ENSG00000101096	NFATC2	113
MAM	ENSG00000162367	TAL1	113
MAM	ENSG00000068001	HYAL2	113
MAM	ENSG00000156298	TSPAN7	113
MAM	ENSG00000225792	AC004540.4	113
MAM	ENSG00000179348	GATA2	113
MAM	ENSG00000108622	ICAM2	113
MAM	ENSG00000128284	APOL3	113
MAM	ENSG00000070526	ST6GALNAC1	113
MAM	ENSG00000249751	ECSCR	113
MAM	ENSG00000198734	F5	113
MAM	ENSG00000164867	NOS3	113
MAM	ENSG00000110799	VWF	113
MAM	ENSG00000112379	ARFGEF3	113
MAM	ENSG00000149573	MPZL2	113
MAM	ENSG00000130052	STARD8	113
MAM	ENSG00000184254	ALDH1A3	113
MAM	ENSG00000130307	USHBP1	113
MAM	ENSG00000146521	LINC01558	113
MAM	ENSG00000184916	JAG2	113
MAM	ENSG00000144063	MALL	113
MAM	ENSG00000155011	DKK2	113
MAM	ENSG00000183691	NOG	113
MAM	ENSG00000167191	GPRC5B	113
MAM	ENSG00000101331	CCM2L	113
MAM	ENSG00000173706	HEG1	113
MAM	ENSG00000132622	HSPA12B	113
MAM	ENSG00000106714	CNTNAP3	113
MAM	ENSG00000031081	ARHGAP31	113
MAM	ENSG00000088387	DOCK9	113
MAM	ENSG00000156427	FGF18	113
MAM	ENSG00000204301	NOTCH4	113
MAM	ENSG00000128918	ALDH1A2	113
MAM	ENSG00000196876	SCN8A	113
MAM	ENSG00000158352	SHROOM4	113
MAM	ENSG00000120156	TEK	113
MAM	ENSG00000160111	CPAMD8	113
MAM	ENSG00000170989	S1PR1	113
MAM	ENSG00000173269	MMRN2	113
MAM	ENSG00000132470	ITGB4	113
MAM	ENSG00000232973	CYP1B1-AS1	113
MAM	ENSG00000169252	ADRB2	113
MAM	ENSG00000113555	PCDH12	113
MAM	ENSG00000170537	TMC7	113
MAM	ENSG00000154133	ROBO4	113
