tissue	ensembl	gene_symbol	clust
MAM	ENSG00000122741	DCAF10	48
MAM	ENSG00000196505	GDAP2	48
MAM	ENSG00000163625	WDFY3	48
MAM	ENSG00000173273	TNKS	48
MAM	ENSG00000126070	AGO3	48
MAM	ENSG00000157764	BRAF	48
MAM	ENSG00000138443	ABI2	48
MAM	ENSG00000143190	POU2F1	48
MAM	ENSG00000198740	ZNF652	48
MAM	ENSG00000163635	ATXN7	48
MAM	ENSG00000180182	MED14	48
MAM	ENSG00000189079	ARID2	48
MAM	ENSG00000230398	HINT2P1	48
MAM	ENSG00000162599	NFIA	48
MAM	ENSG00000040199	PHLPP2	48
MAM	ENSG00000166225	FRS2	48
MAM	ENSG00000198315	ZKSCAN8	48
MAM	ENSG00000268713	CTC-444N24.8	48
MAM	ENSG00000012174	MBTPS2	48
MAM	ENSG00000138641	HERC3	48
MAM	ENSG00000166233	ARIH1	48
MAM	ENSG00000201217	Y_RNA	48
MAM	ENSG00000164164	OTUD4	48
MAM	ENSG00000166747	AP1G1	48
MAM	ENSG00000253352	TUG1	48
MAM	ENSG00000176542	USF3	48
MAM	ENSG00000162924	REL	48
MAM	ENSG00000120685	PROSER1	48
MAM	ENSG00000135870	RC3H1	48
MAM	ENSG00000114933	INO80D	48
MAM	ENSG00000146676	PURB	48
MAM	ENSG00000157450	RNF111	48
MAM	ENSG00000186001	LRCH3	48
MAM	ENSG00000138802	SEC24B	48
MAM	ENSG00000102908	NFAT5	48
MAM	ENSG00000066739	ATG2B	48
MAM	ENSG00000128881	TTBK2	48
MAM	ENSG00000102043	MTMR8	48
MAM	ENSG00000011114	BTBD7	48
MAM	ENSG00000091157	WDR7	48
MAM	ENSG00000280551	RP11-358D17.2	48
MAM	ENSG00000157106	SMG1	48
MAM	ENSG00000102780	DGKH	48
MAM	ENSG00000268205	CTC-444N24.11	48
MAM	ENSG00000068878	PSME4	48
MAM	ENSG00000162923	WDR26	48
MAM	ENSG00000100731	PCNX	48
MAM	ENSG00000157741	UBN2	48
MAM	ENSG00000147050	KDM6A	48
MAM	ENSG00000170471	RALGAPB	48
MAM	ENSG00000107036	RIC1	48
MAM	ENSG00000283122	HYMAI	48
MAM	ENSG00000158636	C11orf30	48
MAM	ENSG00000055917	PUM2	48
MAM	ENSG00000196712	NF1	48
MAM	ENSG00000280347	AC000123.2	48
MAM	ENSG00000132549	VPS13B	48
