tissue	ensembl	gene_symbol	clust
AOR	ENSG00000130749	ZC3H4	199
AOR	ENSG00000164070	HSPA4L	199
AOR	ENSG00000164307	ERAP1	199
AOR	ENSG00000132824	SERINC3	199
AOR	ENSG00000132294	EFR3A	199
AOR	ENSG00000109066	TMEM104	199
AOR	ENSG00000149639	SOGA1	199
AOR	ENSG00000127663	KDM4B	199
AOR	ENSG00000117010	ZNF684	199
AOR	ENSG00000242779	ZNF702P	199
AOR	ENSG00000148700	ADD3	199
AOR	ENSG00000154188	ANGPT1	199
AOR	ENSG00000166169	POLL	199
AOR	ENSG00000198523	PLN	199
AOR	ENSG00000132005	RFX1	199
AOR	ENSG00000164976	KIAA1161	199
AOR	ENSG00000164306	PRIMPOL	199
AOR	ENSG00000275832	ARHGAP23	199
AOR	ENSG00000080546	SESN1	199
AOR	ENSG00000138606	SHF	199
AOR	ENSG00000113013	HSPA9	199
AOR	ENSG00000155438	NIFK	199
AOR	ENSG00000127511	SIN3B	199
AOR	ENSG00000141367	CLTC	199
AOR	ENSG00000214413	BBIP1	199
AOR	ENSG00000100599	RIN3	199
AOR	ENSG00000279095	AC092066.1	199
AOR	ENSG00000172379	ARNT2	199
AOR	ENSG00000230487	PSMG3-AS1	199
AOR	ENSG00000133619	KRBA1	199
AOR	ENSG00000085449	WDFY1	199
AOR	ENSG00000138780	GSTCD	199
AOR	ENSG00000213347	MXD3	199
AOR	ENSG00000066027	PPP2R5A	199
AOR	ENSG00000130723	PRRC2B	199
AOR	ENSG00000135424	ITGA7	199
AOR	ENSG00000135829	DHX9	199
AOR	ENSG00000167302	ENTHD2	199
AOR	ENSG00000101997	CCDC22	199
AOR	ENSG00000143303	RRNAD1	199
AOR	ENSG00000114698	PLSCR4	199
AOR	ENSG00000140575	IQGAP1	199
AOR	ENSG00000236017	ASMTL-AS1	199
AOR	ENSG00000083099	LYRM2	199
AOR	ENSG00000198791	CNOT7	199
AOR	ENSG00000088888	MAVS	199
AOR	ENSG00000149782	PLCB3	199
AOR	ENSG00000280237	MIR4697HG	199
AOR	ENSG00000155189	AGPAT5	199
AOR	ENSG00000137944	CCBL2	199
AOR	ENSG00000166685	COG1	199
AOR	ENSG00000093183	SEC22C	199
AOR	ENSG00000065357	DGKA	199
AOR	ENSG00000004139	SARM1	199
AOR	ENSG00000168615	ADAM9	199
AOR	ENSG00000136897	MRPL50	199
AOR	ENSG00000197599	CCDC154	199
AOR	ENSG00000169992	NLGN2	199
AOR	ENSG00000149451	ADAM33	199
AOR	ENSG00000164144	ARFIP1	199
AOR	ENSG00000152382	TADA1	199
AOR	ENSG00000186716	BCR	199
AOR	ENSG00000130589	HELZ2	199
