tissue	ensembl	gene_symbol	clust
LIV	ENSG00000116031	CD207	140
LIV	ENSG00000229688	ISPD-AS1	140
VAF	ENSG00000166685	COG1	140
VAF	ENSG00000196535	MYO18A	140
VAF	ENSG00000156639	ZFAND3	140
VAF	ENSG00000175166	PSMD2	140
VAF	ENSG00000159461	AMFR	140
VAF	ENSG00000107745	MICU1	140
VAF	ENSG00000186575	NF2	140
VAF	ENSG00000006695	COX10	140
VAF	ENSG00000189241	TSPYL1	140
VAF	ENSG00000101019	UQCC1	140
VAF	ENSG00000213533	TMEM110	140
VAF	ENSG00000264364	DYNLL2	140
VAF	ENSG00000214717	ZBED1	140
VAF	ENSG00000186868	MAPT	140
VAF	ENSG00000175764	TTLL11	140
VAF	ENSG00000116688	MFN2	140
VAF	ENSG00000157823	AP3S2	140
VAF	ENSG00000139620	KANSL2	140
VAF	ENSG00000266953	RP11-618P17.4	140
VAF	ENSG00000168612	ZSWIM1	140
VAF	ENSG00000111540	RAB5B	140
VAF	ENSG00000176871	WSB2	140
VAF	ENSG00000138162	TACC2	140
VAF	ENSG00000196821	C6orf106	140
VAF	ENSG00000127527	EPS15L1	140
VAF	ENSG00000022840	RNF10	140
VAF	ENSG00000181754	AMIGO1	140
VAF	ENSG00000143363	PRUNE	140
VAF	ENSG00000153786	ZDHHC7	140
VAF	ENSG00000132716	DCAF8	140
VAF	ENSG00000137752	CASP1	140
VAF	ENSG00000165006	UBAP1	140
VAF	ENSG00000092203	TOX4	140
VAF	ENSG00000037637	FBXO42	140
VAF	ENSG00000165914	TTC7B	140
VAF	ENSG00000143374	TARS2	140
VAF	ENSG00000159346	ADIPOR1	140
VAF	ENSG00000173011	TADA2B	140
VAF	ENSG00000141376	BCAS3	140
VAF	ENSG00000115902	SLC1A4	140
VAF	ENSG00000156515	HK1	140
VAF	ENSG00000122203	KIAA1191	140
VAF	ENSG00000149269	PAK1	140
VAF	ENSG00000165280	VCP	140
VAF	ENSG00000132155	RAF1	140
VAF	ENSG00000047849	MAP4	140
VAF	ENSG00000133065	SLC41A1	140
VAF	ENSG00000141568	FOXK2	140
VAF	ENSG00000204560	DHX16	140
VAF	ENSG00000133424	LARGE	140
VAF	ENSG00000133943	C14orf159	140
VAF	ENSG00000154122	ANKH	140
VAF	ENSG00000085377	PREP	140
VAF	ENSG00000173065	FAM222B	140
VAF	ENSG00000120709	FAM53C	140
VAF	ENSG00000058600	POLR3E	140
VAF	ENSG00000276293	PIP4K2B	140
VAF	ENSG00000168887	C2orf68	140
VAF	ENSG00000149657	LSM14B	140
VAF	ENSG00000100296	THOC5	140
VAF	ENSG00000084710	EFR3B	140
VAF	ENSG00000127526	SLC35E1	140
VAF	ENSG00000140543	DET1	140
VAF	ENSG00000007923	DNAJC11	140
VAF	ENSG00000103512	NOMO1	140
VAF	ENSG00000068383	INPP5A	140
VAF	ENSG00000166135	HIF1AN	140
VAF	ENSG00000143252	SDHC	140
VAF	ENSG00000011638	TMEM159	140
VAF	ENSG00000103423	DNAJA3	140
VAF	ENSG00000142599	RERE	140
VAF	ENSG00000114867	EIF4G1	140
VAF	ENSG00000143641	GALNT2	140
VAF	ENSG00000162104	ADCY9	140
VAF	ENSG00000066136	NFYC	140
VAF	ENSG00000168883	USP39	140
VAF	ENSG00000007314	SCN4A	140
VAF	ENSG00000082641	NFE2L1	140
VAF	ENSG00000148229	POLE3	140
VAF	ENSG00000163155	LYSMD1	140
VAF	ENSG00000196954	CASP4	140
VAF	ENSG00000103091	WDR59	140
VAF	ENSG00000184481	FOXO4	140
VAF	ENSG00000175727	MLXIP	140
VAF	ENSG00000184271	POU6F1	140
VAF	ENSG00000108439	PNPO	140
VAF	ENSG00000231587	SNORD62B	140
