tissue	ensembl	gene_symbol	clust
AOR	ENSG00000134201	GSTM5	112
AOR	ENSG00000134184	GSTM1	112
BLOOD	ENSG00000134184	GSTM1	112
LIV	ENSG00000267871	CTC-444N24.6	112
LIV	ENSG00000134201	GSTM5	112
LIV	ENSG00000168765	GSTM4	112
LIV	ENSG00000134202	GSTM3	112
LIV	ENSG00000144407	PTH2R	112
LIV	ENSG00000213366	GSTM2	112
LIV	ENSG00000134184	GSTM1	112
LIV	ENSG00000118557	PMFBP1	112
LIV	ENSG00000258813	RP11-109N23.4	112
LIV	ENSG00000278017	RP11-120K19.4	112
LIV	ENSG00000224857	RP11-344P13.1	112
LIV	ENSG00000218803	GSTM2P1	112
LIV	ENSG00000277399	GPR179	112
LIV	ENSG00000260246	AC000032.2	112
LIV	ENSG00000160345	C9orf116	112
MAM	ENSG00000134184	GSTM1	112
MAM	ENSG00000197360	ZNF98	112
SF	ENSG00000134201	GSTM5	112
SF	ENSG00000134202	GSTM3	112
SF	ENSG00000134184	GSTM1	112
SKLM	ENSG00000134201	GSTM5	112
SKLM	ENSG00000213366	GSTM2	112
SKLM	ENSG00000134184	GSTM1	112
VAF	ENSG00000134201	GSTM5	112
VAF	ENSG00000271933	RP11-338I21.1	112
VAF	ENSG00000134184	GSTM1	112
VAF	ENSG00000218803	GSTM2P1	112
