tissue	ensembl	gene_symbol	clust
MAM	ENSG00000207233	SNORA37	143
MAM	ENSG00000238917	SNORD10	143
MAM	ENSG00000199568	RNU5A-1	143
MAM	ENSG00000175741	RWDD4P2	143
MAM	ENSG00000135679	MDM2	143
MAM	ENSG00000240809	RP11-550F7.1	143
MAM	ENSG00000202538	RNU4-2	143
MAM	ENSG00000168802	CHTF8	143
MAM	ENSG00000207008	SNORA54	143
MAM	ENSG00000161547	SRSF2	143
MAM	ENSG00000206634	SNORA22	143
MAM	ENSG00000168310	IRF2	143
MAM	ENSG00000252010	SCARNA5	143
MAM	ENSG00000065978	YBX1	143
MAM	ENSG00000161057	PSMC2	143
MAM	ENSG00000238622	SNORD97	143
MAM	ENSG00000239264	TXNDC5	143
MAM	ENSG00000200394	SNORA38B	143
MAM	ENSG00000068028	RASSF1	143
MAM	ENSG00000156735	BAG4	143
MAM	ENSG00000263934	SNORD3A	143
MAM	ENSG00000264169	RN7SL665P	143
MAM	ENSG00000131725	WDR44	143
MAM	ENSG00000200816	SNORA38	143
MAM	ENSG00000268222	EEF1A1P7	143
MAM	ENSG00000092203	TOX4	143
MAM	ENSG00000199631	SNORD33	143
MAM	ENSG00000238961	SNORA47	143
MAM	ENSG00000212464	SNORA12	143
MAM	ENSG00000207392	SNORA20	143
MAM	ENSG00000253190	AC084082.3	143
MAM	ENSG00000253833	RP11-367E12.4	143
MAM	ENSG00000110696	C11orf58	143
MAM	ENSG00000209582	SNORA48	143
MAM	ENSG00000212443	SNORA53	143
MAM	ENSG00000206838	SNORA5A	143
MAM	ENSG00000200320	SNORA63	143
MAM	ENSG00000037474	NSUN2	143
MAM	ENSG00000222489	SNORA79	143
MAM	ENSG00000207166	SNORA68	143
MAM	ENSG00000200795	RNU4-1	143
MAM	ENSG00000200156	RNU5B-1	143
MAM	ENSG00000124380	SNRNP27	143
MAM	ENSG00000200354	SNORA71D	143
MAM	ENSG00000252947	SCARNA1	143
MAM	ENSG00000212232	SNORD17	143
MAM	ENSG00000230626	RP11-286H14.4	143
MAM	ENSG00000207405	SNORA64	143
MAM	ENSG00000212283	SNORD89	143
MAM	ENSG00000207445	SNORD15B	143
MAM	ENSG00000207165	SNORA70	143
MAM	ENSG00000151366	NDUFC2	143
MAM	ENSG00000207770	MIR568	143
MAM	ENSG00000202198	RN7SK	143
MAM	ENSG00000200087	SNORA73B	143
MAM	ENSG00000165630	PRPF18	143
MAM	ENSG00000237238	BMS1P10	143
MAM	ENSG00000230956	RP3-452M16.1	143
MAM	ENSG00000274266	SNORA73A	143
MAM	ENSG00000017797	RALBP1	143
MAM	ENSG00000208772	SNORD94	143
MAM	ENSG00000131828	PDHA1	143
MAM	ENSG00000171314	PGAM1	143
MAM	ENSG00000212402	SNORA74B	143
MAM	ENSG00000201098	RNY1	143
MAM	ENSG00000199293	SNORA21	143
MAM	ENSG00000225091	SNORA71A	143
MAM	ENSG00000183598	HIST2H3D	143
MAM	ENSG00000207493	SNORA46	143
MAM	ENSG00000206633	SNORA80B	143
