tissue	ensembl	gene_symbol	clust
SKLM	ENSG00000235387	LINC00961	50
SKLM	ENSG00000185842	DNAH14	50
SKLM	ENSG00000259446	RP11-489D6.2	50
SKLM	ENSG00000251081	RP11-713M6.2	50
VAF	ENSG00000174444	RPL4	50
VAF	ENSG00000110700	RPS13	50
VAF	ENSG00000234741	GAS5	50
VAF	ENSG00000229117	RPL41	50
VAF	ENSG00000123349	PFDN5	50
VAF	ENSG00000266472	MRPS21	50
VAF	ENSG00000114391	RPL24	50
VAF	ENSG00000205085	FAM71F2	50
VAF	ENSG00000158683	PKD1L1	50
VAF	ENSG00000100632	ERH	50
VAF	ENSG00000161970	RPL26	50
VAF	ENSG00000172809	RPL38	50
VAF	ENSG00000132840	BHMT2	50
VAF	ENSG00000107104	KANK1	50
VAF	ENSG00000183579	ZNRF3	50
VAF	ENSG00000188846	RPL14	50
VAF	ENSG00000142541	RPL13A	50
VAF	ENSG00000147604	RPL7	50
VAF	ENSG00000122406	RPL5	50
VAF	ENSG00000156482	RPL30	50
VAF	ENSG00000221866	PLXNA4	50
VAF	ENSG00000188385	JAKMIP3	50
VAF	ENSG00000163479	SSR2	50
VAF	ENSG00000114902	SPCS1	50
VAF	ENSG00000253953	PCDHGB4	50
VAF	ENSG00000226950	DANCR	50
VAF	ENSG00000131153	GINS2	50
VAF	ENSG00000063177	RPL18	50
VAF	ENSG00000213741	RPS29	50
VAF	ENSG00000188243	COMMD6	50
VAF	ENSG00000168002	POLR2G	50
VAF	ENSG00000105202	FBL	50
VAF	ENSG00000106603	COA1	50
VAF	ENSG00000132341	RAN	50
VAF	ENSG00000142937	RPS8	50
VAF	ENSG00000182774	RPS17	50
VAF	ENSG00000181610	MRPS23	50
VAF	ENSG00000142534	RPS11	50
VAF	ENSG00000145425	RPS3A	50
VAF	ENSG00000204628	GNB2L1	50
VAF	ENSG00000089248	ERP29	50
VAF	ENSG00000008324	SS18L2	50
VAF	ENSG00000179933	C14orf119	50
VAF	ENSG00000145990	GFOD1	50
VAF	ENSG00000264120	AF274855.1	50
VAF	ENSG00000122026	RPL21	50
VAF	ENSG00000114956	DGUOK	50
VAF	ENSG00000114942	EEF1B2	50
VAF	ENSG00000166562	SEC11C	50
VAF	ENSG00000204387	C6orf48	50
VAF	ENSG00000134419	RPS15A	50
VAF	ENSG00000198242	RPL23A	50
VAF	ENSG00000106399	RPA3	50
VAF	ENSG00000105372	RPS19	50
VAF	ENSG00000126226	PCID2	50
VAF	ENSG00000130508	PXDN	50
VAF	ENSG00000265413	RP11-789C17.1	50
VAF	ENSG00000259070	LINC00639	50
VAF	ENSG00000148303	RPL7A	50
