tissue	ensembl	gene_symbol	clust
LIV	ENSG00000147416	ATP6V1B2	67
LIV	ENSG00000157654	PALM2-AKAP2	67
LIV	ENSG00000166450	PRTG	67
LIV	ENSG00000230148	HOXB-AS1	67
LIV	ENSG00000271913	RP1-111C20.4	67
LIV	ENSG00000197083	ZNF300P1	67
LIV	ENSG00000282608	ADORA3	67
LIV	ENSG00000174514	MFSD4	67
LIV	ENSG00000244383	FAM3D-AS1	67
SF	ENSG00000109323	MANBA	67
SF	ENSG00000165495	PKNOX2	67
SF	ENSG00000125354	sep-06	67
SF	ENSG00000272908	RP11-121A8.1	67
SF	ENSG00000111863	ADTRP	67
SF	ENSG00000265975	CTB-41I6.2	67
VAF	ENSG00000130830	MPP1	67
VAF	ENSG00000038945	MSR1	67
VAF	ENSG00000091106	NLRC4	67
VAF	ENSG00000140090	SLC24A4	67
VAF	ENSG00000153071	DAB2	67
VAF	ENSG00000172594	SMPDL3A	67
VAF	ENSG00000136048	DRAM1	67
VAF	ENSG00000077585	GPR137B	67
VAF	ENSG00000107798	LIPA	67
VAF	ENSG00000163694	RBM47	67
VAF	ENSG00000186047	DLEU7	67
VAF	ENSG00000112299	VNN1	67
VAF	ENSG00000068489	PRR11	67
VAF	ENSG00000271605	MILR1	67
VAF	ENSG00000135077	HAVCR2	67
VAF	ENSG00000156414	TDRD9	67
VAF	ENSG00000100285	NEFH	67
VAF	ENSG00000010704	HFE	67
VAF	ENSG00000148483	TMEM236	67
VAF	ENSG00000114013	CD86	67
VAF	ENSG00000184060	ADAP2	67
VAF	ENSG00000166927	MS4A7	67
VAF	ENSG00000251442	LINC01094	67
VAF	ENSG00000049860	HEXB	67
VAF	ENSG00000081985	IL12RB2	67
VAF	ENSG00000260314	MRC1	67
VAF	ENSG00000110077	MS4A6A	67
VAF	ENSG00000124491	F13A1	67
VAF	ENSG00000101347	SAMHD1	67
VAF	ENSG00000197646	PDCD1LG2	67
VAF	ENSG00000181804	SLC9A9	67
VAF	ENSG00000197629	MPEG1	67
VAF	ENSG00000123843	C4BPB	67
VAF	ENSG00000153208	MERTK	67
VAF	ENSG00000109861	CTSC	67
VAF	ENSG00000171860	C3AR1	67
VAF	ENSG00000146409	SLC18B1	67
VAF	ENSG00000118855	MFSD1	67
VAF	ENSG00000136634	IL10	67
VAF	ENSG00000153012	LGI2	67
VAF	ENSG00000116701	NCF2	67
VAF	ENSG00000109667	SLC2A9	67
VAF	ENSG00000163106	HPGDS	67
VAF	ENSG00000133800	LYVE1	67
VAF	ENSG00000170873	MTSS1	67
VAF	ENSG00000135838	NPL	67
VAF	ENSG00000187554	TLR5	67
VAF	ENSG00000177675	CD163L1	67
VAF	ENSG00000143226	FCGR2A	67
VAF	ENSG00000014257	ACPP	67
VAF	ENSG00000175544	CABP4	67
VAF	ENSG00000121316	PLBD1	67
VAF	ENSG00000224689	ZNF812	67
VAF	ENSG00000255197	RP11-750H9.5	67
VAF	ENSG00000203747	FCGR3A	67
VAF	ENSG00000163823	CCR1	67
VAF	ENSG00000163131	CTSS	67
VAF	ENSG00000174600	CMKLR1	67
VAF	ENSG00000137462	TLR2	67
VAF	ENSG00000177575	CD163	67
VAF	ENSG00000064652	SNX24	67
VAF	ENSG00000158270	COLEC12	67
VAF	ENSG00000151490	PTPRO	67
VAF	ENSG00000179331	RAB39A	67
VAF	ENSG00000106066	CPVL	67
VAF	ENSG00000162711	NLRP3	67
VAF	ENSG00000110079	MS4A4A	67
VAF	ENSG00000101916	TLR8	67
VAF	ENSG00000282608	ADORA3	67
VAF	ENSG00000168461	RAB31	67
VAF	ENSG00000145569	FAM105A	67
VAF	ENSG00000196639	HRH1	67
VAF	ENSG00000119321	FKBP15	67
VAF	ENSG00000165072	MAMDC2	67
VAF	ENSG00000106868	SUSD1	67
VAF	ENSG00000259953	RP11-4O1.2	67
VAF	ENSG00000187474	FPR3	67
VAF	ENSG00000196664	TLR7	67
VAF	ENSG00000256948	RP11-598F7.3	67
VAF	ENSG00000265975	CTB-41I6.2	67
VAF	ENSG00000147206	NXF3	67
VAF	ENSG00000169385	RNASE2	67
VAF	ENSG00000226453	RP11-379B8.1	67
