tissue	ensembl	gene_symbol	clust
LIV	ENSG00000165197	FIGF	160
LIV	ENSG00000251666	ZNF346-IT1	160
LIV	ENSG00000130032	PRRG3	160
LIV	ENSG00000237224	RP11-109A6.2	160
VAF	ENSG00000169902	TPST1	160
VAF	ENSG00000128606	LRRC17	160
VAF	ENSG00000164530	PI16	160
VAF	ENSG00000137809	ITGA11	160
VAF	ENSG00000137460	FHDC1	160
VAF	ENSG00000182168	UNC5C	160
VAF	ENSG00000196666	FAM180B	160
VAF	ENSG00000255967	RP11-438L7.3	160
VAF	ENSG00000129048	ACKR4	160
VAF	ENSG00000159713	TPPP3	160
VAF	ENSG00000122121	XPNPEP2	160
VAF	ENSG00000119514	GALNT12	160
VAF	ENSG00000082196	C1QTNF3	160
VAF	ENSG00000164920	OSR2	160
VAF	ENSG00000104332	SFRP1	160
VAF	ENSG00000205221	VIT	160
VAF	ENSG00000187957	DNER	160
VAF	ENSG00000196581	AJAP1	160
VAF	ENSG00000133083	DCLK1	160
VAF	ENSG00000126950	TMEM35	160
VAF	ENSG00000170801	HTRA3	160
VAF	ENSG00000075035	WSCD2	160
VAF	ENSG00000104213	PDGFRL	160
VAF	ENSG00000105989	WNT2	160
VAF	ENSG00000186665	C17orf58	160
VAF	ENSG00000116985	BMP8B	160
VAF	ENSG00000144476	ACKR3	160
VAF	ENSG00000224609	HSD52	160
VAF	ENSG00000237515	SHISA9	160
VAF	ENSG00000144331	ZNF385B	160
VAF	ENSG00000107984	DKK1	160
VAF	ENSG00000152208	GRID2	160
VAF	ENSG00000183671	GPR1	160
VAF	ENSG00000164619	BMPER	160
VAF	ENSG00000172987	HPSE2	160
VAF	ENSG00000136235	GPNMB	160
VAF	ENSG00000166035	LIPC	160
VAF	ENSG00000147485	PXDNL	160
VAF	ENSG00000171189	GRIK1	160
VAF	ENSG00000144407	PTH2R	160
VAF	ENSG00000178343	SHISA3	160
VAF	ENSG00000034971	MYOC	160
VAF	ENSG00000149294	NCAM1	160
VAF	ENSG00000145423	SFRP2	160
VAF	ENSG00000197614	MFAP5	160
VAF	ENSG00000165197	FIGF	160
VAF	ENSG00000145824	CXCL14	160
VAF	ENSG00000106976	DNM1	160
VAF	ENSG00000166963	MAP1A	160
VAF	ENSG00000078053	AMPH	160
VAF	ENSG00000167210	LOXHD1	160
VAF	ENSG00000112320	SOBP	160
VAF	ENSG00000248144	ADH1C	160
VAF	ENSG00000152207	CYSLTR2	160
VAF	ENSG00000126218	F10	160
VAF	ENSG00000186340	THBS2	160
VAF	ENSG00000101230	ISM1	160
