tissue	ensembl	gene_symbol	clust
BLOOD	ENSG00000182831	C16orf72	7
BLOOD	ENSG00000169902	TPST1	7
BLOOD	ENSG00000171940	ZNF217	7
BLOOD	ENSG00000141367	CLTC	7
BLOOD	ENSG00000158825	CDA	7
BLOOD	ENSG00000223799	IL10RB-AS1	7
BLOOD	ENSG00000140575	IQGAP1	7
BLOOD	ENSG00000064225	ST3GAL6	7
BLOOD	ENSG00000100644	HIF1A	7
BLOOD	ENSG00000156869	FRRS1	7
BLOOD	ENSG00000140795	MYLK3	7
BLOOD	ENSG00000133961	NUMB	7
BLOOD	ENSG00000087253	LPCAT2	7
BLOOD	ENSG00000075785	RAB7A	7
BLOOD	ENSG00000103994	ZNF106	7
BLOOD	ENSG00000069974	RAB27A	7
BLOOD	ENSG00000261596	CTB-31N19.3	7
BLOOD	ENSG00000197249	SERPINA1	7
BLOOD	ENSG00000146094	DOK3	7
BLOOD	ENSG00000149177	PTPRJ	7
BLOOD	ENSG00000132965	ALOX5AP	7
BLOOD	ENSG00000084070	SMAP2	7
BLOOD	ENSG00000135956	TMEM127	7
BLOOD	ENSG00000143891	GALM	7
BLOOD	ENSG00000115091	ACTR3	7
BLOOD	ENSG00000104320	NBN	7
BLOOD	ENSG00000162736	NCSTN	7
BLOOD	ENSG00000232450	RP4-730K3.3	7
BLOOD	ENSG00000084764	MAPRE3	7
BLOOD	ENSG00000153179	RASSF3	7
BLOOD	ENSG00000102218	RP2	7
BLOOD	ENSG00000103569	AQP9	7
BLOOD	ENSG00000181631	P2RY13	7
BLOOD	ENSG00000158887	MPZ	7
BLOOD	ENSG00000065135	GNAI3	7
BLOOD	ENSG00000163625	WDFY3	7
BLOOD	ENSG00000111110	PPM1H	7
BLOOD	ENSG00000065882	TBC1D1	7
BLOOD	ENSG00000143669	LYST	7
BLOOD	ENSG00000118217	ATF6	7
BLOOD	ENSG00000096060	FKBP5	7
BLOOD	ENSG00000108100	CCNY	7
BLOOD	ENSG00000189241	TSPYL1	7
BLOOD	ENSG00000196352	CD55	7
BLOOD	ENSG00000011198	ABHD5	7
BLOOD	ENSG00000049245	VAMP3	7
BLOOD	ENSG00000157514	TSC22D3	7
BLOOD	ENSG00000143753	DEGS1	7
BLOOD	ENSG00000279148	RP11-135F9.4	7
BLOOD	ENSG00000110315	RNF141	7
BLOOD	ENSG00000120868	APAF1	7
BLOOD	ENSG00000185201	IFITM2	7
BLOOD	ENSG00000072952	MRVI1	7
BLOOD	ENSG00000136167	LCP1	7
BLOOD	ENSG00000215717	TMEM167B	7
BLOOD	ENSG00000097033	SH3GLB1	7
BLOOD	ENSG00000125304	TM9SF2	7
BLOOD	ENSG00000203710	CR1	7
BLOOD	ENSG00000005020	SKAP2	7
BLOOD	ENSG00000147416	ATP6V1B2	7
BLOOD	ENSG00000072401	UBE2D1	7
BLOOD	ENSG00000109458	GAB1	7
BLOOD	ENSG00000086300	SNX10	7
BLOOD	ENSG00000142166	IFNAR1	7
BLOOD	ENSG00000169714	CNBP	7
BLOOD	ENSG00000140030	GPR65	7
BLOOD	ENSG00000163694	RBM47	7
BLOOD	ENSG00000128383	APOBEC3A	7
BLOOD	ENSG00000250138	RP11-848G14.5	7
BLOOD	ENSG00000188786	MTF1	7
BLOOD	ENSG00000136040	PLXNC1	7
BLOOD	ENSG00000129450	SIGLEC9	7
BLOOD	ENSG00000186047	DLEU7	7
BLOOD	ENSG00000233461	RP11-295G20.2	7
BLOOD	ENSG00000170837	GPR27	7
BLOOD	ENSG00000188649	CC2D2B	7
BLOOD	ENSG00000182197	EXT1	7
BLOOD	ENSG00000249863	RP11-177C12.1	7
BLOOD	ENSG00000112299	VNN1	7
BLOOD	ENSG00000117834	SLC5A9	7
BLOOD	ENSG00000266907	AC006116.22	7
BLOOD	ENSG00000151948	GLT1D1	7
