tissue	ensembl	gene_symbol	clust
SKLM	ENSG00000116288	PARK7	125
SKLM	ENSG00000130830	MPP1	125
SKLM	ENSG00000070785	EIF2B3	125
SKLM	ENSG00000027001	MIPEP	125
SKLM	ENSG00000022277	RTFDC1	125
SKLM	ENSG00000100632	ERH	125
SKLM	ENSG00000141179	PCTP	125
SKLM	ENSG00000185721	DRG1	125
SKLM	ENSG00000078967	UBE2D4	125
SKLM	ENSG00000101019	UQCC1	125
SKLM	ENSG00000196510	ANAPC7	125
SKLM	ENSG00000140395	WDR61	125
SKLM	ENSG00000198522	GPN1	125
SKLM	ENSG00000130402	ACTN4	125
SKLM	ENSG00000151093	OXSM	125
SKLM	ENSG00000143621	ILF2	125
SKLM	ENSG00000188846	RPL14	125
SKLM	ENSG00000100823	APEX1	125
SKLM	ENSG00000264364	DYNLL2	125
SKLM	ENSG00000137210	TMEM14B	125
SKLM	ENSG00000130713	EXOSC2	125
SKLM	ENSG00000168496	FEN1	125
SKLM	ENSG00000172409	CLP1	125
SKLM	ENSG00000182551	ADI1	125
SKLM	ENSG00000151552	QDPR	125
SKLM	ENSG00000132341	RAN	125
SKLM	ENSG00000117450	PRDX1	125
SKLM	ENSG00000185104	FAF1	125
SKLM	ENSG00000031698	SARS	125
SKLM	ENSG00000089220	PEBP1	125
SKLM	ENSG00000165637	VDAC2	125
SKLM	ENSG00000140391	TSPAN3	125
SKLM	ENSG00000184857	TMEM186	125
SKLM	ENSG00000179933	C14orf119	125
SKLM	ENSG00000121073	SLC35B1	125
SKLM	ENSG00000111843	TMEM14C	125
SKLM	ENSG00000265354	TIMM23	125
SKLM	ENSG00000171174	RBKS	125
SKLM	ENSG00000136261	BZW2	125
SKLM	ENSG00000130414	NDUFA10	125
SKLM	ENSG00000196419	XRCC6	125
SKLM	ENSG00000112855	HARS2	125
SKLM	ENSG00000164032	H2AFZ	125
SKLM	ENSG00000169371	SNUPN	125
SKLM	ENSG00000166902	MRPL16	125
SKLM	ENSG00000152234	ATP5A1	125
SKLM	ENSG00000132305	IMMT	125
SKLM	ENSG00000103591	AAGAB	125
SKLM	ENSG00000197798	FAM118B	125
SKLM	ENSG00000123472	ATPAF1	125
SKLM	ENSG00000147224	PRPS1	125
SKLM	ENSG00000184182	UBE2F	125
SKLM	ENSG00000113558	SKP1	125
SKLM	ENSG00000100591	AHSA1	125
SKLM	ENSG00000117748	RPA2	125
SKLM	ENSG00000131373	HACL1	125
SKLM	ENSG00000113845	TIMMDC1	125
SKLM	ENSG00000084090	STARD7	125
SKLM	ENSG00000156795	WDYHV1	125
SKLM	ENSG00000149547	EI24	125
SKLM	ENSG00000089289	IGBP1	125
SKLM	ENSG00000100938	GMPR2	125
SKLM	ENSG00000169857	AVEN	125
SKLM	ENSG00000135900	MRPL44	125
SKLM	ENSG00000239789	MRPS17	125
SKLM	ENSG00000116459	ATP5F1	125
SKLM	ENSG00000167315	ACAA2	125
SKLM	ENSG00000166199	ALKBH3	125
SKLM	ENSG00000156298	TSPAN7	125
SKLM	ENSG00000137547	MRPL15	125
SKLM	ENSG00000204599	TRIM39	125
SKLM	ENSG00000123297	TSFM	125
SKLM	ENSG00000179010	MRFAP1	125
SKLM	ENSG00000078668	VDAC3	125
SKLM	ENSG00000113048	MRPS27	125
SKLM	ENSG00000156709	AIFM1	125
SKLM	ENSG00000085063	CD59	125
SKLM	ENSG00000109971	HSPA8	125
SKLM	ENSG00000267100	ILF3-AS1	125
SKLM	ENSG00000014641	MDH1	125
SKLM	ENSG00000143106	PSMA5	125
SKLM	ENSG00000130347	RTN4IP1	125
SKLM	ENSG00000143612	C1orf43	125
SKLM	ENSG00000136950	ARPC5L	125
SKLM	ENSG00000170855	TRIAP1	125
SKLM	ENSG00000134153	EMC7	125
SKLM	ENSG00000130638	ATXN10	125
SKLM	ENSG00000132676	DAP3	125
SKLM	ENSG00000149474	CSRP2BP	125
SKLM	ENSG00000140374	ETFA	125
SKLM	ENSG00000116212	LRRC42	125
SKLM	ENSG00000100104	SRRD	125
SKLM	ENSG00000129084	PSMA1	125
SKLM	ENSG00000131828	PDHA1	125
SKLM	ENSG00000117543	DPH5	125
SKLM	ENSG00000084754	HADHA	125
SKLM	ENSG00000161980	POLR3K	125
SKLM	ENSG00000109519	GRPEL1	125
SKLM	ENSG00000273611	ZNHIT3	125
SKLM	ENSG00000181929	PRKAG1	125
SKLM	ENSG00000034713	GABARAPL2	125
SKLM	ENSG00000143420	ENSA	125
SKLM	ENSG00000114125	RNF7	125
SKLM	ENSG00000100347	SAMM50	125
