tissue	ensembl	gene_symbol	clust
AOR	ENSG00000165695	AK8	103
BLOOD	ENSG00000244720	RP11-402J7.2	103
BLOOD	ENSG00000085224	ATRX	103
BLOOD	ENSG00000106367	AP1S1	103
BLOOD	ENSG00000257242	LINC01619	103
BLOOD	ENSG00000207697	MIR573	103
BLOOD	ENSG00000243107	AC000120.7	103
BLOOD	ENSG00000236790	LINC00299	103
BLOOD	ENSG00000110888	CAPRIN2	103
BLOOD	ENSG00000097096	SYDE2	103
BLOOD	ENSG00000090686	USP48	103
BLOOD	ENSG00000117862	TXNDC12	103
BLOOD	ENSG00000126067	PSMB2	103
BLOOD	ENSG00000196233	LCOR	103
BLOOD	ENSG00000169629	RGPD8	103
BLOOD	ENSG00000175054	ATR	103
BLOOD	ENSG00000162630	B3GALT2	103
BLOOD	ENSG00000185825	BCAP31	103
BLOOD	ENSG00000252620	RNU6ATAC24P	103
BLOOD	ENSG00000105583	WDR83OS	103
BLOOD	ENSG00000152520	PAN3	103
BLOOD	ENSG00000146856	AGBL3	103
BLOOD	ENSG00000106392	C1GALT1	103
BLOOD	ENSG00000054116	TRAPPC3	103
BLOOD	ENSG00000048405	ZNF800	103
BLOOD	ENSG00000128585	MKLN1	103
BLOOD	ENSG00000154518	ATP5G3	103
BLOOD	ENSG00000105939	ZC3HAV1	103
BLOOD	ENSG00000100354	TNRC6B	103
BLOOD	ENSG00000219200	RNASEK	103
BLOOD	ENSG00000119421	NDUFA8	103
BLOOD	ENSG00000066427	ATXN3	103
BLOOD	ENSG00000279145	RP11-547D13.1	103
BLOOD	ENSG00000175826	CTDNEP1	103
BLOOD	ENSG00000261366	MANEA-AS1	103
BLOOD	ENSG00000136108	CKAP2	103
BLOOD	ENSG00000197969	VPS13A	103
BLOOD	ENSG00000123607	TTC21B	103
BLOOD	ENSG00000196154	S100A4	103
BLOOD	ENSG00000184900	SUMO3	103
BLOOD	ENSG00000213742	ZNF337-AS1	103
BLOOD	ENSG00000075292	ZNF638	103
BLOOD	ENSG00000080345	RIF1	103
BLOOD	ENSG00000148516	ZEB1	103
BLOOD	ENSG00000103657	HERC1	103
BLOOD	ENSG00000237188	RP11-337C18.8	103
BLOOD	ENSG00000185658	BRWD1	103
BLOOD	ENSG00000168894	RNF181	103
BLOOD	ENSG00000152193	RNF219	103
BLOOD	ENSG00000244754	N4BP2L2	103
BLOOD	ENSG00000272054	RP11-423P10.2	103
BLOOD	ENSG00000198815	FOXJ3	103
BLOOD	ENSG00000243406	MRPS31P5	103
BLOOD	ENSG00000159176	CSRP1	103
BLOOD	ENSG00000262655	SPON1	103
BLOOD	ENSG00000100796	PPP4R3A	103
BLOOD	ENSG00000035928	RFC1	103
BLOOD	ENSG00000232546	RP11-458F8.1	103
BLOOD	ENSG00000118596	SLC16A7	103
BLOOD	ENSG00000166037	CEP57	103
BLOOD	ENSG00000271347	RP11-701H24.7	103
BLOOD	ENSG00000149311	ATM	103
BLOOD	ENSG00000275835	TUBGCP5	103
BLOOD	ENSG00000011454	RABGAP1	103
BLOOD	ENSG00000139350	NEDD1	103
BLOOD	ENSG00000034677	RNF19A	103
BLOOD	ENSG00000267682	CTD-3220F14.2	103
BLOOD	ENSG00000113552	GNPDA1	103
BLOOD	ENSG00000056586	RC3H2	103
BLOOD	ENSG00000273149	RP11-290D2.6	103
BLOOD	ENSG00000111669	TPI1	103
BLOOD	ENSG00000143190	POU2F1	103
BLOOD	ENSG00000163029	SMC6	103
BLOOD	ENSG00000078403	MLLT10	103
BLOOD	ENSG00000130695	CEP85	103
BLOOD	ENSG00000163946	FAM208A	103
BLOOD	ENSG00000163154	TNFAIP8L2	103
BLOOD	ENSG00000153201	RANBP2	103
BLOOD	ENSG00000113441	LNPEP	103
BLOOD	ENSG00000053524	MCF2L2	103
BLOOD	ENSG00000129003	VPS13C	103
BLOOD	ENSG00000173258	ZNF483	103
BLOOD	ENSG00000254165	RP11-503E24.2	103
BLOOD	ENSG00000257027	RP11-705C15.3	103
BLOOD	ENSG00000115827	DCAF17	103
BLOOD	ENSG00000165338	HECTD2	103
BLOOD	ENSG00000175106	TVP23C	103
BLOOD	ENSG00000123600	METTL8	103
BLOOD	ENSG00000064313	TAF2	103
BLOOD	ENSG00000155903	RASA2	103
