tissue	ensembl	gene_symbol	clust
AOR	ENSG00000153714	LURAP1L	191
MAM	ENSG00000185920	PTCH1	191
MAM	ENSG00000064225	ST3GAL6	191
MAM	ENSG00000167202	TBC1D2B	191
MAM	ENSG00000069974	RAB27A	191
MAM	ENSG00000072364	AFF4	191
MAM	ENSG00000133818	RRAS2	191
MAM	ENSG00000107362	ABHD17B	191
MAM	ENSG00000011198	ABHD5	191
MAM	ENSG00000120915	EPHX2	191
MAM	ENSG00000137449	CPEB2	191
MAM	ENSG00000054523	KIF1B	191
MAM	ENSG00000102878	HSF4	191
MAM	ENSG00000008405	CRY1	191
MAM	ENSG00000070159	PTPN3	191
MAM	ENSG00000148842	CNNM2	191
MAM	ENSG00000143367	TUFT1	191
MAM	ENSG00000116903	EXOC8	191
MAM	ENSG00000100522	GNPNAT1	191
MAM	ENSG00000254510	RP11-867G23.10	191
MAM	ENSG00000146859	TMEM140	191
MAM	ENSG00000164305	CASP3	191
MAM	ENSG00000012660	ELOVL5	191
MAM	ENSG00000147650	LRP12	191
MAM	ENSG00000140743	CDR2	191
MAM	ENSG00000154358	OBSCN	191
MAM	ENSG00000170145	SIK2	191
MAM	ENSG00000150347	ARID5B	191
MAM	ENSG00000149201	CCDC81	191
MAM	ENSG00000178878	APOLD1	191
MAM	ENSG00000135776	ABCB10	191
MAM	ENSG00000118596	SLC16A7	191
MAM	ENSG00000176697	BDNF	191
MAM	ENSG00000139926	FRMD6	191
MAM	ENSG00000166822	TMEM170A	191
MAM	ENSG00000215068	AC025171.1	191
MAM	ENSG00000127903	ZNF835	191
MAM	ENSG00000133657	ATP13A3	191
MAM	ENSG00000147027	TMEM47	191
MAM	ENSG00000154124	OTULIN	191
MAM	ENSG00000154447	SH3RF1	191
MAM	ENSG00000073921	PICALM	191
MAM	ENSG00000006327	TNFRSF12A	191
MAM	ENSG00000196850	PPTC7	191
MAM	ENSG00000173744	AGFG1	191
MAM	ENSG00000108654	DDX5	191
MAM	ENSG00000164924	YWHAZ	191
MAM	ENSG00000122641	INHBA	191
MAM	ENSG00000178053	MLF1	191
MAM	ENSG00000197217	ENTPD4	191
MAM	ENSG00000166483	WEE1	191
MAM	ENSG00000169508	GPR183	191
MAM	ENSG00000163864	NMNAT3	191
MAM	ENSG00000106546	AHR	191
MAM	ENSG00000124789	NUP153	191
MAM	ENSG00000020577	SAMD4A	191
MAM	ENSG00000092969	TGFB2	191
MAM	ENSG00000142920	AZIN2	191
MAM	ENSG00000115520	COQ10B	191
MAM	ENSG00000108559	NUP88	191
MAM	ENSG00000169756	LIMS1	191
MAM	ENSG00000139211	AMIGO2	191
MAM	ENSG00000157483	MYO1E	191
MAM	ENSG00000214575	CPEB1	191
MAM	ENSG00000282057	RP4-621F18.2	191
MAM	ENSG00000133460	SLC2A11	191
MAM	ENSG00000132600	PRMT7	191
MAM	ENSG00000102024	PLS3	191
MAM	ENSG00000174840	PDE12	191
MAM	ENSG00000250588	IQCJ-SCHIP1	191
MAM	ENSG00000076685	NT5C2	191
MAM	ENSG00000175104	TRAF6	191
