tissue	ensembl	gene_symbol	clust
AOR	ENSG00000228589	SPCS2P4	38
BLOOD	ENSG00000148700	ADD3	38
BLOOD	ENSG00000162444	RBP7	38
BLOOD	ENSG00000101384	JAG1	38
BLOOD	ENSG00000029153	ARNTL2	38
BLOOD	ENSG00000279095	AC092066.1	38
BLOOD	ENSG00000095380	NANS	38
BLOOD	ENSG00000188820	FAM26F	38
BLOOD	ENSG00000115129	TP53I3	38
BLOOD	ENSG00000135424	ITGA7	38
BLOOD	ENSG00000134247	PTGFRN	38
BLOOD	ENSG00000038945	MSR1	38
BLOOD	ENSG00000164111	ANXA5	38
BLOOD	ENSG00000213719	CLIC1	38
BLOOD	ENSG00000129757	CDKN1C	38
BLOOD	ENSG00000147383	NSDHL	38
BLOOD	ENSG00000226816	AC005082.12	38
BLOOD	ENSG00000165092	ALDH1A1	38
BLOOD	ENSG00000154237	LRRK1	38
BLOOD	ENSG00000272902	RP11-299H21.1	38
BLOOD	ENSG00000135363	LMO2	38
BLOOD	ENSG00000164136	IL15	38
BLOOD	ENSG00000164114	MAP9	38
BLOOD	ENSG00000107551	RASSF4	38
BLOOD	ENSG00000136826	KLF4	38
BLOOD	ENSG00000091106	NLRC4	38
BLOOD	ENSG00000153885	KCTD15	38
BLOOD	ENSG00000140090	SLC24A4	38
BLOOD	ENSG00000141574	SECTM1	38
BLOOD	ENSG00000132640	BTBD3	38
BLOOD	ENSG00000167767	KRT80	38
BLOOD	ENSG00000102144	PGK1	38
BLOOD	ENSG00000137509	PRCP	38
BLOOD	ENSG00000184719	RNLS	38
BLOOD	ENSG00000110446	SLC15A3	38
BLOOD	ENSG00000161647	MPP3	38
BLOOD	ENSG00000172594	SMPDL3A	38
BLOOD	ENSG00000162688	AGL	38
BLOOD	ENSG00000136048	DRAM1	38
BLOOD	ENSG00000081019	RSBN1	38
BLOOD	ENSG00000198722	UNC13B	38
BLOOD	ENSG00000113231	PDE8B	38
BLOOD	ENSG00000107372	ZFAND5	38
BLOOD	ENSG00000114204	SERPINI2	38
BLOOD	ENSG00000226137	BAIAP2-AS1	38
BLOOD	ENSG00000159720	ATP6V0D1	38
BLOOD	ENSG00000196459	TRAPPC2	38
BLOOD	ENSG00000172936	MYD88	38
BLOOD	ENSG00000169184	MN1	38
BLOOD	ENSG00000104774	MAN2B1	38
BLOOD	ENSG00000183077	AFMID	38
BLOOD	ENSG00000186806	VSIG10L	38
BLOOD	ENSG00000166278	C2	38
BLOOD	ENSG00000107798	LIPA	38
BLOOD	ENSG00000226415	TPI1P1	38
BLOOD	ENSG00000151458	ANKRD50	38
BLOOD	ENSG00000104972	LILRB1	38
BLOOD	ENSG00000137474	MYO7A	38
BLOOD	ENSG00000175538	KCNE3	38
BLOOD	ENSG00000205978	NYNRIN	38
BLOOD	ENSG00000260401	RP11-800A3.4	38
