tissue	ensembl	gene_symbol	clust
SKLM	ENSG00000149575	SCN2B	180
SKLM	ENSG00000139292	LGR5	180
SKLM	ENSG00000196465	MYL6B	180
SKLM	ENSG00000107165	TYRP1	180
SKLM	ENSG00000178445	GLDC	180
SKLM	ENSG00000174437	ATP2A2	180
SKLM	ENSG00000264384	RN7SL431P	180
SKLM	ENSG00000160145	KALRN	180
SKLM	ENSG00000198756	COLGALT2	180
SKLM	ENSG00000121769	FABP3	180
SKLM	ENSG00000078814	MYH7B	180
SKLM	ENSG00000172399	MYOZ2	180
SKLM	ENSG00000228214	LINC00693	180
SKLM	ENSG00000114054	PCCB	180
SKLM	ENSG00000150722	PPP1R1C	180
SKLM	ENSG00000143549	TPM3	180
SKLM	ENSG00000172458	IL17D	180
SKLM	ENSG00000114854	TNNC1	180
SKLM	ENSG00000108231	LGI1	180
SKLM	ENSG00000178055	PRSS42	180
SKLM	ENSG00000123836	PFKFB2	180
SKLM	ENSG00000160808	MYL3	180
SKLM	ENSG00000132953	XPO4	180
SKLM	ENSG00000107438	PDLIM1	180
SKLM	ENSG00000105048	TNNT1	180
SKLM	ENSG00000206549	PRSS50	180
SKLM	ENSG00000159173	TNNI1	180
SKLM	ENSG00000188086	PRSS45	180
SKLM	ENSG00000261603	PRSS46	180
SKLM	ENSG00000092054	MYH7	180
SKLM	ENSG00000158008	EXTL1	180
SKLM	ENSG00000148377	IDI2	180
SKLM	ENSG00000111245	MYL2	180
SKLM	ENSG00000185847	LINC01405	180
SKLM	ENSG00000240045	RP11-451G4.2	180
SKLM	ENSG00000268034	AC005795.1	180
SKLM	ENSG00000226074	PRSS44	180
SKLM	ENSG00000264151	RP11-739N10.1	180
SKLM	ENSG00000197616	MYH6	180
SKLM	ENSG00000140798	ABCC12	180
SKLM	ENSG00000173093	CCDC63	180
SKLM	ENSG00000205678	TECRL	180
SKLM	ENSG00000182177	ASB18	180
