tissue	ensembl	gene_symbol	clust
BLOOD	ENSG00000173992	CCS	133
BLOOD	ENSG00000119431	HDHD3	133
BLOOD	ENSG00000040531	CTNS	133
BLOOD	ENSG00000169682	SPNS1	133
BLOOD	ENSG00000164535	DAGLB	133
BLOOD	ENSG00000185112	FAM43A	133
BLOOD	ENSG00000239569	KMT2E-AS1	133
BLOOD	ENSG00000027847	B4GALT7	133
BLOOD	ENSG00000067829	IDH3G	133
BLOOD	ENSG00000105738	SIPA1L3	133
BLOOD	ENSG00000105135	ILVBL	133
BLOOD	ENSG00000214706	IFRD2	133
BLOOD	ENSG00000132153	DHX30	133
BLOOD	ENSG00000122678	POLM	133
BLOOD	ENSG00000125457	MIF4GD	133
BLOOD	ENSG00000184840	TMED9	133
BLOOD	ENSG00000180902	D2HGDH	133
BLOOD	ENSG00000055950	MRPL43	133
BLOOD	ENSG00000130475	FCHO1	133
BLOOD	ENSG00000184207	PGP	133
BLOOD	ENSG00000185298	CCDC137	133
BLOOD	ENSG00000167930	FAM234A	133
BLOOD	ENSG00000100918	REC8	133
BLOOD	ENSG00000168096	ANKS3	133
BLOOD	ENSG00000160214	RRP1	133
BLOOD	ENSG00000005206	SPPL2B	133
BLOOD	ENSG00000163870	TPRA1	133
BLOOD	ENSG00000149743	TRPT1	133
BLOOD	ENSG00000169733	RFNG	133
BLOOD	ENSG00000086015	MAST2	133
BLOOD	ENSG00000130731	C16orf13	133
BLOOD	ENSG00000197774	EME2	133
BLOOD	ENSG00000167685	ZNF444	133
BLOOD	ENSG00000161091	MFSD12	133
BLOOD	ENSG00000279457	FO538757.2	133
BLOOD	ENSG00000213339	QTRT1	133
BLOOD	ENSG00000104825	NFKBIB	133
BLOOD	ENSG00000183484	GPR132	133
BLOOD	ENSG00000158863	FAM160B2	133
BLOOD	ENSG00000125843	AP5S1	133
BLOOD	ENSG00000177169	ULK1	133
BLOOD	ENSG00000257800	FNBP1P1	133
BLOOD	ENSG00000076984	MAP2K7	133
BLOOD	ENSG00000130733	YIPF2	133
BLOOD	ENSG00000099821	POLRMT	133
BLOOD	ENSG00000169718	DUS1L	133
BLOOD	ENSG00000262246	CORO7	133
BLOOD	ENSG00000004777	ARHGAP33	133
BLOOD	ENSG00000165915	SLC39A13	133
BLOOD	ENSG00000204859	ZBTB48	133
BLOOD	ENSG00000180089	TMEM86B	133
BLOOD	ENSG00000099910	KLHL22	133
BLOOD	ENSG00000114395	CYB561D2	133
BLOOD	ENSG00000186222	BLOC1S4	133
BLOOD	ENSG00000103249	CLCN7	133
BLOOD	ENSG00000130734	ATG4D	133
BLOOD	ENSG00000275784	RP5-1125A11.6	133
