tissue	ensembl	gene_symbol	clust
AOR	ENSG00000259005	RP3-449M8.6	141
AOR	ENSG00000103044	HAS3	141
AOR	ENSG00000249786	EAF1-AS1	141
AOR	ENSG00000231551	RP11-495P10.1	141
AOR	ENSG00000253676	TAGLN2P1	141
AOR	ENSG00000223779	RP11-403I13.4	141
AOR	ENSG00000213830	CFL1P5	141
AOR	ENSG00000222046	DCDC2B	141
AOR	ENSG00000188848	BEND4	141
AOR	ENSG00000228599	RPL7P52	141
AOR	ENSG00000224186	C5orf66	141
AOR	ENSG00000235790	RP11-73M7.6	141
AOR	ENSG00000183562	CTC-343N3.1	141
AOR	ENSG00000149634	SPATA25	141
AOR	ENSG00000161664	ASB16	141
AOR	ENSG00000179071	CCDC89	141
AOR	ENSG00000164142	FAM160A1	141
LIV	ENSG00000279805	CTA-212A2.1	141
LIV	ENSG00000211788	TRAV13-1	141
MAM	ENSG00000182831	C16orf72	141
MAM	ENSG00000270441	RP11-694I15.7	141
MAM	ENSG00000166169	POLL	141
MAM	ENSG00000138459	SLC35A5	141
MAM	ENSG00000113013	HSPA9	141
MAM	ENSG00000141367	CLTC	141
MAM	ENSG00000204899	MZT1	141
MAM	ENSG00000085449	WDFY1	141
MAM	ENSG00000135829	DHX9	141
MAM	ENSG00000244041	LINC01011	141
MAM	ENSG00000198791	CNOT7	141
MAM	ENSG00000118985	ELL2	141
MAM	ENSG00000091527	CDV3	141
MAM	ENSG00000129083	COPB1	141
MAM	ENSG00000168615	ADAM9	141
MAM	ENSG00000164144	ARFIP1	141
MAM	ENSG00000176788	BASP1	141
MAM	ENSG00000121864	ZNF639	141
MAM	ENSG00000186908	ZDHHC17	141
MAM	ENSG00000097096	SYDE2	141
MAM	ENSG00000144381	HSPD1	141
MAM	ENSG00000181704	YIPF6	141
MAM	ENSG00000138760	SCARB2	141
MAM	ENSG00000115084	SLC35F5	141
MAM	ENSG00000143756	FBXO28	141
MAM	ENSG00000196715	VKORC1L1	141
MAM	ENSG00000102753	KPNA3	141
MAM	ENSG00000115091	ACTR3	141
MAM	ENSG00000130935	NOL11	141
MAM	ENSG00000167842	MIS12	141
MAM	ENSG00000172115	CYCS	141
MAM	ENSG00000174611	KY	141
MAM	ENSG00000102218	RP2	141
MAM	ENSG00000169504	CLIC4	141
MAM	ENSG00000074695	LMAN1	141
MAM	ENSG00000133466	C1QTNF6	141
MAM	ENSG00000277462	ZNF670	141
MAM	ENSG00000145014	TMEM44	141
MAM	ENSG00000120526	NUDCD1	141
MAM	ENSG00000065135	GNAI3	141
MAM	ENSG00000164163	ABCE1	141
MAM	ENSG00000144597	EAF1	141
MAM	ENSG00000123505	AMD1	141
MAM	ENSG00000225921	NOL7	141
MAM	ENSG00000211456	SACM1L	141
MAM	ENSG00000172380	GNG12	141
MAM	ENSG00000116406	EDEM3	141
MAM	ENSG00000255302	EID1	141
MAM	ENSG00000133731	IMPA1	141
MAM	ENSG00000174013	FBXO45	141
MAM	ENSG00000120686	UFM1	141
MAM	ENSG00000119487	MAPKAP1	141
MAM	ENSG00000139324	TMTC3	141
MAM	ENSG00000163904	SENP2	141
MAM	ENSG00000065183	WDR3	141
MAM	ENSG00000120705	ETF1	141
MAM	ENSG00000122550	KLHL7	141
