tissue	ensembl	gene_symbol	clust
AOR	ENSG00000226002	GTF2IP14	9
AOR	ENSG00000140795	MYLK3	9
AOR	ENSG00000271334	CTD-2078B5.2	9
AOR	ENSG00000230521	HCG4P7	9
AOR	ENSG00000134115	CNTN6	9
AOR	ENSG00000224687	RASAL2-AS1	9
AOR	ENSG00000184206	GOLGA6L4	9
AOR	ENSG00000240489	SETP14	9
AOR	ENSG00000177788	RP5-1061H20.4	9
AOR	ENSG00000151655	ITIH2	9
AOR	ENSG00000246985	SOCS2-AS1	9
AOR	ENSG00000163293	NIPAL1	9
AOR	ENSG00000282885	RP11-596C23.6	9
AOR	ENSG00000283041	RP11-371A22.1	9
AOR	ENSG00000238005	RP11-443B7.1	9
AOR	ENSG00000256060	TRAPPC2P1	9
AOR	ENSG00000255769	GOLGA2P10	9
AOR	ENSG00000177350	RPL13AP3	9
AOR	ENSG00000235897	TM4SF19-AS1	9
AOR	ENSG00000164308	ERAP2	9
AOR	ENSG00000263006	ROCK1P1	9
AOR	ENSG00000163746	PLSCR2	9
AOR	ENSG00000186676	EEF1GP1	9
AOR	ENSG00000171606	ZNF274	9
AOR	ENSG00000257956	NOP56P3	9
AOR	ENSG00000174529	TMEM81	9
AOR	ENSG00000256463	SALL3	9
AOR	ENSG00000172974	AC007318.5	9
BLOOD	ENSG00000151917	BEND6	9
BLOOD	ENSG00000263006	ROCK1P1	9
BLOOD	ENSG00000186676	EEF1GP1	9
BLOOD	ENSG00000237541	HLA-DQA2	9
BLOOD	ENSG00000213058	RP4-765C7.2	9
BLOOD	ENSG00000189182	KRT77	9
LIV	ENSG00000132824	SERINC3	9
LIV	ENSG00000182831	C16orf72	9
LIV	ENSG00000103174	NAGPA	9
LIV	ENSG00000270441	RP11-694I15.7	9
LIV	ENSG00000172262	ZNF131	9
LIV	ENSG00000189419	SPATA41	9
LIV	ENSG00000273237	CTB-119C2.1	9
LIV	ENSG00000166169	POLL	9
LIV	ENSG00000159348	CYB5R1	9
