tissue	ensembl	gene_symbol	clust
MAM	ENSG00000130595	TNNT3	49
MAM	ENSG00000184408	KCND2	49
MAM	ENSG00000140022	STON2	49
MAM	ENSG00000196569	LAMA2	49
MAM	ENSG00000172349	IL16	49
MAM	ENSG00000164530	PI16	49
MAM	ENSG00000153071	DAB2	49
MAM	ENSG00000196666	FAM180B	49
MAM	ENSG00000159713	TPPP3	49
MAM	ENSG00000158966	CACHD1	49
MAM	ENSG00000122121	XPNPEP2	49
MAM	ENSG00000137474	MYO7A	49
MAM	ENSG00000163710	PCOLCE2	49
MAM	ENSG00000065717	TLE2	49
MAM	ENSG00000100626	GALNT16	49
MAM	ENSG00000116132	PRRX1	49
MAM	ENSG00000221818	EBF2	49
MAM	ENSG00000082196	C1QTNF3	49
MAM	ENSG00000177374	HIC1	49
MAM	ENSG00000101825	MXRA5	49
MAM	ENSG00000182667	NTM	49
MAM	ENSG00000125730	C3	49
MAM	ENSG00000103742	IGDCC4	49
MAM	ENSG00000127863	TNFRSF19	49
MAM	ENSG00000111452	ADGRD1	49
MAM	ENSG00000132561	MATN2	49
MAM	ENSG00000205221	VIT	49
MAM	ENSG00000122420	PTGFR	49
MAM	ENSG00000198729	PPP1R14C	49
MAM	ENSG00000170801	HTRA3	49
MAM	ENSG00000143850	PLEKHA6	49
MAM	ENSG00000185567	AHNAK2	49
MAM	ENSG00000100767	PAPLN	49
MAM	ENSG00000146072	TNFRSF21	49
MAM	ENSG00000185070	FLRT2	49
MAM	ENSG00000104213	PDGFRL	49
MAM	ENSG00000099204	ABLIM1	49
MAM	ENSG00000020181	ADGRA2	49
MAM	ENSG00000116667	C1orf21	49
MAM	ENSG00000105989	WNT2	49
MAM	ENSG00000183049	CAMK1D	49
MAM	ENSG00000161544	CYGB	49
MAM	ENSG00000185215	TNFAIP2	49
MAM	ENSG00000149090	PAMR1	49
MAM	ENSG00000131459	GFPT2	49
MAM	ENSG00000000971	CFH	49
MAM	ENSG00000198756	COLGALT2	49
MAM	ENSG00000159403	C1R	49
MAM	ENSG00000266524	GDF10	49
MAM	ENSG00000132386	SERPINF1	49
MAM	ENSG00000123610	TNFAIP6	49
MAM	ENSG00000198795	ZNF521	49
MAM	ENSG00000260314	MRC1	49
MAM	ENSG00000116678	LEPR	49
MAM	ENSG00000164161	HHIP	49
MAM	ENSG00000154258	ABCA9	49
MAM	ENSG00000178573	MAF	49
MAM	ENSG00000137491	SLCO2B1	49
MAM	ENSG00000154134	ROBO3	49
MAM	ENSG00000145147	SLIT2	49
MAM	ENSG00000060982	BCAT1	49
MAM	ENSG00000134569	LRP4	49
MAM	ENSG00000116690	PRG4	49
MAM	ENSG00000174807	CD248	49
MAM	ENSG00000130592	LSP1	49
MAM	ENSG00000124491	F13A1	49
MAM	ENSG00000044524	EPHA3	49
MAM	ENSG00000135540	NHSL1	49
MAM	ENSG00000134531	EMP1	49
MAM	ENSG00000078596	ITM2A	49
MAM	ENSG00000135919	SERPINE2	49
MAM	ENSG00000101000	PROCR	49
MAM	ENSG00000101347	SAMHD1	49
MAM	ENSG00000163827	LRRC2	49
MAM	ENSG00000177363	LRRN4CL	49
MAM	ENSG00000211448	DIO2	49
MAM	ENSG00000034971	MYOC	49
MAM	ENSG00000106333	PCOLCE	49
MAM	ENSG00000145423	SFRP2	49
MAM	ENSG00000143387	CTSK	49
MAM	ENSG00000180447	GAS1	49
MAM	ENSG00000197614	MFAP5	49
MAM	ENSG00000144857	BOC	49
MAM	ENSG00000099864	PALM	49
MAM	ENSG00000161381	PLXDC1	49
MAM	ENSG00000126778	SIX1	49
MAM	ENSG00000159212	CLIC6	49
MAM	ENSG00000162706	CADM3	49
MAM	ENSG00000174348	PODN	49
MAM	ENSG00000145824	CXCL14	49
MAM	ENSG00000106976	DNM1	49
MAM	ENSG00000088827	SIGLEC1	49
MAM	ENSG00000139329	LUM	49
MAM	ENSG00000104611	SH2D4A	49
MAM	ENSG00000087303	NID2	49
MAM	ENSG00000176438	SYNE3	49
MAM	ENSG00000114541	FRMD4B	49
MAM	ENSG00000108001	EBF3	49
MAM	ENSG00000279117	CTD-2562J17.6	49
MAM	ENSG00000039537	C6	49
MAM	ENSG00000267361	LOC100421166	49
MAM	ENSG00000105609	LILRB5	49
MAM	ENSG00000131386	GALNT15	49
MAM	ENSG00000113296	THBS4	49
MAM	ENSG00000167123	CERCAM	49
MAM	ENSG00000172061	LRRC15	49
MAM	ENSG00000163815	CLEC3B	49
MAM	ENSG00000077942	FBLN1	49
MAM	ENSG00000171408	PDE7B	49
MAM	ENSG00000064309	CDON	49
MAM	ENSG00000010327	STAB1	49
MAM	ENSG00000017427	IGF1	49
MAM	ENSG00000088280	ASAP3	49
MAM	ENSG00000148082	SHC3	49
MAM	ENSG00000101230	ISM1	49
MAM	ENSG00000147257	GPC3	49
MAM	ENSG00000133800	LYVE1	49
MAM	ENSG00000121281	ADCY7	49
MAM	ENSG00000163359	COL6A3	49
MAM	ENSG00000182463	TSHZ2	49
MAM	ENSG00000184985	SORCS2	49
MAM	ENSG00000117594	HSD11B1	49
MAM	ENSG00000179954	SSC5D	49
MAM	ENSG00000170873	MTSS1	49
MAM	ENSG00000174059	CD34	49
MAM	ENSG00000141338	ABCA8	49
MAM	ENSG00000146966	DENND2A	49
MAM	ENSG00000148344	PTGES	49
MAM	ENSG00000177675	CD163L1	49
MAM	ENSG00000159674	SPON2	49
MAM	ENSG00000184232	OAF	49
MAM	ENSG00000172458	IL17D	49
MAM	ENSG00000121316	PLBD1	49
MAM	ENSG00000162636	FAM102B	49
MAM	ENSG00000138356	AOX1	49
MAM	ENSG00000109099	PMP22	49
MAM	ENSG00000250722	SEPP1	49
MAM	ENSG00000090339	ICAM1	49
MAM	ENSG00000005059	CCDC109B	49
MAM	ENSG00000188257	PLA2G2A	49
MAM	ENSG00000143816	WNT9A	49
MAM	ENSG00000170961	HAS2	49
MAM	ENSG00000182326	C1S	49
MAM	ENSG00000280241	RP11-290O12.2	49
MAM	ENSG00000090659	CD209	49
MAM	ENSG00000187151	ANGPTL5	49
MAM	ENSG00000158292	GPR153	49
MAM	ENSG00000130600	H19	49
MAM	ENSG00000091986	CCDC80	49
MAM	ENSG00000049130	KITLG	49
MAM	ENSG00000148926	ADM	49
MAM	ENSG00000143196	DPT	49
MAM	ENSG00000163520	FBLN2	49
MAM	ENSG00000148180	GSN	49
MAM	ENSG00000100979	PLTP	49
MAM	ENSG00000158270	COLEC12	49
MAM	ENSG00000069702	TGFBR3	49
MAM	ENSG00000167244	IGF2	49
MAM	ENSG00000163132	MSX1	49
MAM	ENSG00000011465	DCN	49
MAM	ENSG00000154263	ABCA10	49
MAM	ENSG00000224259	LINC01133	49
MAM	ENSG00000114251	WNT5A	49
MAM	ENSG00000181374	CCL13	49
MAM	ENSG00000154262	ABCA6	49
MAM	ENSG00000095713	CRTAC1	49
MAM	ENSG00000104368	PLAT	49
MAM	ENSG00000007237	GAS7	49
MAM	ENSG00000183762	KREMEN1	49
MAM	ENSG00000106511	MEOX2	49
MAM	ENSG00000085741	WNT11	49
MAM	ENSG00000138615	CILP	49
MAM	ENSG00000185585	OLFML2A	49
MAM	ENSG00000188488	SERPINA5	49
MAM	ENSG00000168079	SCARA5	49
MAM	ENSG00000143369	ECM1	49
MAM	ENSG00000254528	RP11-728F11.4	49
MAM	ENSG00000143320	CRABP2	49
MAM	ENSG00000140479	PCSK6	49
MAM	ENSG00000188677	PARVB	49
MAM	ENSG00000166292	TMEM100	49
MAM	ENSG00000124107	SLPI	49
MAM	ENSG00000173376	NDNF	49
MAM	ENSG00000142973	CYP4B1	49
MAM	ENSG00000197766	CFD	49
MAM	ENSG00000168477	TNXB	49
MAM	ENSG00000145794	MEGF10	49
MAM	ENSG00000162687	KCNT2	49
MAM	ENSG00000148357	HMCN2	49
MAM	ENSG00000134955	SLC37A2	49
MAM	ENSG00000152580	IGSF10	49
MAM	ENSG00000111087	GLI1	49
MAM	ENSG00000163751	CPA3	49
MAM	ENSG00000153446	C16orf89	49
MAM	ENSG00000101938	CHRDL1	49
MAM	ENSG00000100600	LGMN	49
MAM	ENSG00000281344	HELLPAR	49
MAM	ENSG00000165072	MAMDC2	49
MAM	ENSG00000137486	ARRB1	49
MAM	ENSG00000182050	MGAT4C	49
MAM	ENSG00000132205	EMILIN2	49
MAM	ENSG00000168398	BDKRB2	49
MAM	ENSG00000143344	RGL1	49
MAM	ENSG00000112769	LAMA4	49
MAM	ENSG00000100311	PDGFB	49
MAM	ENSG00000169884	WNT10B	49
MAM	ENSG00000185271	KLHL33	49
MAM	ENSG00000162761	LMX1A	49
MAM	ENSG00000196468	FGF16	49
