tissue	ensembl	gene_symbol	clust
AOR	ENSG00000244026	FAM86DP	173
BLOOD	ENSG00000058804	NDC1	173
BLOOD	ENSG00000143315	PIGM	173
BLOOD	ENSG00000119138	KLF9	173
BLOOD	ENSG00000040275	SPDL1	173
BLOOD	ENSG00000163606	CD200R1	173
BLOOD	ENSG00000070476	ZXDC	173
BLOOD	ENSG00000038002	AGA	173
BLOOD	ENSG00000268043	NBPF12	173
BLOOD	ENSG00000120925	RNF170	173
BLOOD	ENSG00000158683	PKD1L1	173
BLOOD	ENSG00000167881	SRP68	173
BLOOD	ENSG00000178104	PDE4DIP	173
BLOOD	ENSG00000145041	VPRBP	173
BLOOD	ENSG00000114745	GORASP1	173
BLOOD	ENSG00000171843	MLLT3	173
BLOOD	ENSG00000121390	PSPC1	173
BLOOD	ENSG00000163389	POGLUT1	173
BLOOD	ENSG00000168769	TET2	173
BLOOD	ENSG00000151743	AMN1	173
BLOOD	ENSG00000260267	RP11-452L6.5	173
BLOOD	ENSG00000132570	PCBD2	173
BLOOD	ENSG00000121989	ACVR2A	173
BLOOD	ENSG00000196177	ACADSB	173
BLOOD	ENSG00000174373	RALGAPA1	173
BLOOD	ENSG00000149262	INTS4	173
BLOOD	ENSG00000151332	MBIP	173
BLOOD	ENSG00000082805	ERC1	173
BLOOD	ENSG00000188315	C3orf62	173
BLOOD	ENSG00000183813	CCR4	173
BLOOD	ENSG00000213363	RPS3P6	173
BLOOD	ENSG00000115355	CCDC88A	173
BLOOD	ENSG00000108091	CCDC6	173
BLOOD	ENSG00000138660	AP1AR	173
BLOOD	ENSG00000183309	ZNF623	173
BLOOD	ENSG00000273270	RP11-212P7.2	173
BLOOD	ENSG00000106346	USP42	173
BLOOD	ENSG00000173409	ARV1	173
BLOOD	ENSG00000173517	PEAK1	173
BLOOD	ENSG00000079335	CDC14A	173
BLOOD	ENSG00000136861	CDK5RAP2	173
BLOOD	ENSG00000178105	DDX10	173
BLOOD	ENSG00000176102	CSTF3	173
BLOOD	ENSG00000089682	RBM41	173
BLOOD	ENSG00000044446	PHKA2	173
BLOOD	ENSG00000107077	KDM4C	173
BLOOD	ENSG00000118242	MREG	173
BLOOD	ENSG00000145730	PAM	173
BLOOD	ENSG00000203668	CHML	173
BLOOD	ENSG00000166839	ANKDD1A	173
BLOOD	ENSG00000164331	ANKRA2	173
BLOOD	ENSG00000104081	BMF	173
BLOOD	ENSG00000164008	C1orf50	173
BLOOD	ENSG00000104427	ZC2HC1A	173
BLOOD	ENSG00000156030	ELMSAN1	173
BLOOD	ENSG00000173011	TADA2B	173
BLOOD	ENSG00000106609	TMEM248	173
BLOOD	ENSG00000170017	ALCAM	173
BLOOD	ENSG00000240344	PPIL3	173
BLOOD	ENSG00000166483	WEE1	173
BLOOD	ENSG00000152683	SLC30A6	173
BLOOD	ENSG00000028203	VEZT	173
BLOOD	ENSG00000156958	GALK2	173
BLOOD	ENSG00000050327	ARHGEF5	173
BLOOD	ENSG00000213380	COG8	173
BLOOD	ENSG00000176142	TMEM39A	173
BLOOD	ENSG00000100462	PRMT5	173
BLOOD	ENSG00000164087	POC1A	173
BLOOD	ENSG00000121940	CLCC1	173
BLOOD	ENSG00000112130	RNF8	173
BLOOD	ENSG00000186130	ZBTB6	173
BLOOD	ENSG00000136824	SMC2	173
BLOOD	ENSG00000108506	INTS2	173
BLOOD	ENSG00000177692	DNAJC28	173
BLOOD	ENSG00000245468	RP11-367J11.3	173
BLOOD	ENSG00000151553	FAM160B1	173
BLOOD	ENSG00000106771	TMEM245	173
BLOOD	ENSG00000164828	SUN1	173
BLOOD	ENSG00000139974	SLC38A6	173
BLOOD	ENSG00000130818	ZNF426	173
BLOOD	ENSG00000119787	ATL2	173
BLOOD	ENSG00000147421	HMBOX1	173
BLOOD	ENSG00000204611	ZNF616	173
BLOOD	ENSG00000179965	ZNF771	173
BLOOD	ENSG00000119537	KDSR	173
