tissue	ensembl	gene_symbol	clust
LIV	ENSG00000104972	LILRB1	203
LIV	ENSG00000136167	LCP1	203
LIV	ENSG00000140030	GPR65	203
LIV	ENSG00000129450	SIGLEC9	203
LIV	ENSG00000028277	POU2F2	203
LIV	ENSG00000114013	CD86	203
LIV	ENSG00000115956	PLEK	203
LIV	ENSG00000172243	CLEC7A	203
LIV	ENSG00000081320	STK17B	203
LIV	ENSG00000169245	CXCL10	203
LIV	ENSG00000130775	THEMIS2	203
LIV	ENSG00000141506	PIK3R5	203
LIV	ENSG00000101265	RASSF2	203
LIV	ENSG00000057657	PRDM1	203
LIV	ENSG00000026508	CD44	203
LIV	ENSG00000163568	AIM2	203
LIV	ENSG00000224397	LINC01272	203
LIV	ENSG00000110324	IL10RA	203
LIV	ENSG00000120280	CXorf21	203
LIV	ENSG00000131042	LILRB2	203
LIV	ENSG00000167613	LAIR1	203
LIV	ENSG00000171860	C3AR1	203
LIV	ENSG00000162511	LAPTM5	203
LIV	ENSG00000173083	HPSE	203
LIV	ENSG00000135604	STX11	203
LIV	ENSG00000143226	FCGR2A	203
LIV	ENSG00000171522	PTGER4	203
LIV	ENSG00000241839	PLEKHO2	203
LIV	ENSG00000163823	CCR1	203
LIV	ENSG00000186407	CD300E	203
LIV	ENSG00000132334	PTPRE	203
LIV	ENSG00000143119	CD53	203
LIV	ENSG00000162777	DENND2D	203
LIV	ENSG00000155926	SLA	203
LIV	ENSG00000162645	GBP2	203
LIV	ENSG00000175489	LRRC25	203
LIV	ENSG00000171310	CHST11	203
LIV	ENSG00000115165	CYTIP	203
LIV	ENSG00000110848	CD69	203
LIV	ENSG00000101307	SIRPB1	203
LIV	ENSG00000152766	ANKRD22	203
LIV	ENSG00000186818	LILRB4	203
LIV	ENSG00000072786	STK10	203
LIV	ENSG00000043462	LCP2	203
MAM	ENSG00000267459	AC006116.27	203
MAM	ENSG00000188672	RHCE	203
MAM	ENSG00000228868	MYLKP1	203
SF	ENSG00000137757	CASP5	203
SKLM	ENSG00000231389	HLA-DPA1	203
SKLM	ENSG00000092200	RPGRIP1	203
