tissue	ensembl	gene_symbol	clust
AOR	ENSG00000146574	CCZ1B	81
AOR	ENSG00000257135	RP11-320M2.1	81
BLOOD	ENSG00000135953	MFSD9	81
BLOOD	ENSG00000137275	RIPK1	81
BLOOD	ENSG00000117791	MARC2	81
BLOOD	ENSG00000197345	MRPL21	81
BLOOD	ENSG00000161298	ZNF382	81
BLOOD	ENSG00000070770	CSNK2A2	81
BLOOD	ENSG00000107745	MICU1	81
BLOOD	ENSG00000163872	YEATS2	81
BLOOD	ENSG00000196951	SCOC-AS1	81
BLOOD	ENSG00000124356	STAMBP	81
BLOOD	ENSG00000128463	EMC4	81
BLOOD	ENSG00000101882	NKAP	81
BLOOD	ENSG00000104695	PPP2CB	81
BLOOD	ENSG00000000457	SCYL3	81
BLOOD	ENSG00000182318	ZSCAN22	81
BLOOD	ENSG00000178202	KDELC2	81
BLOOD	ENSG00000166920	C15orf48	81
BLOOD	ENSG00000135299	ANKRD6	81
BLOOD	ENSG00000229833	PET100	81
BLOOD	ENSG00000188681	TEKT4P2	81
BLOOD	ENSG00000123545	NDUFAF4	81
BLOOD	ENSG00000196313	POM121	81
BLOOD	ENSG00000272008	RP11-393I2.4	81
BLOOD	ENSG00000106399	RPA3	81
BLOOD	ENSG00000164430	MB21D1	81
BLOOD	ENSG00000121073	SLC35B1	81
BLOOD	ENSG00000107897	ACBD5	81
BLOOD	ENSG00000013563	DNASE1L1	81
BLOOD	ENSG00000224415	RP11-401L13.4	81
BLOOD	ENSG00000104549	SQLE	81
BLOOD	ENSG00000101138	CSTF1	81
BLOOD	ENSG00000166902	MRPL16	81
BLOOD	ENSG00000271452	RP11-342K6.2	81
BLOOD	ENSG00000154781	CCDC174	81
BLOOD	ENSG00000265478	CTD-2145A24.5	81
BLOOD	ENSG00000114054	PCCB	81
BLOOD	ENSG00000176681	LRRC37A	81
BLOOD	ENSG00000186073	C15orf41	81
BLOOD	ENSG00000149547	EI24	81
BLOOD	ENSG00000226383	AC093375.1	81
BLOOD	ENSG00000170296	GABARAP	81
BLOOD	ENSG00000149634	SPATA25	81
BLOOD	ENSG00000154305	MIA3	81
BLOOD	ENSG00000064886	CHI3L2	81
BLOOD	ENSG00000110048	OSBP	81
BLOOD	ENSG00000176209	SMIM19	81
BLOOD	ENSG00000166582	CENPV	81
BLOOD	ENSG00000189292	FAM150B	81
BLOOD	ENSG00000130803	ZNF317	81
BLOOD	ENSG00000160606	TLCD1	81
BLOOD	ENSG00000163629	PTPN13	81
BLOOD	ENSG00000122729	ACO1	81
BLOOD	ENSG00000172345	STARD5	81
BLOOD	ENSG00000102245	CD40LG	81
BLOOD	ENSG00000092470	WDR76	81
BLOOD	ENSG00000170855	TRIAP1	81
BLOOD	ENSG00000183117	CSMD1	81
BLOOD	ENSG00000204138	PHACTR4	81
BLOOD	ENSG00000228696	ARL17B	81
BLOOD	ENSG00000169139	UBE2V2	81
BLOOD	ENSG00000182903	ZNF721	81
BLOOD	ENSG00000165102	HGSNAT	81
BLOOD	ENSG00000134594	RAB33A	81
BLOOD	ENSG00000225535	LINC01393	81
BLOOD	ENSG00000276571	AC002550.6	81
BLOOD	ENSG00000269961	CTD-2033C11.1	81
BLOOD	ENSG00000188676	IDO2	81
BLOOD	ENSG00000276116	FUT8-AS1	81
BLOOD	ENSG00000189013	KIR2DL4	81
BLOOD	ENSG00000273080	RP11-301O19.1	81
BLOOD	ENSG00000273783	CTD-2506P8.6	81
BLOOD	ENSG00000255621	RP11-377D9.3	81
BLOOD	ENSG00000260896	PRCAT47	81
BLOOD	ENSG00000255568	BRWD1-AS2	81
BLOOD	ENSG00000222961	AC008949.1	81
BLOOD	ENSG00000227195	MIR663AHG	81
BLOOD	ENSG00000205559	CHKB-AS1	81
LIV	ENSG00000252010	SCARNA5	81
LIV	ENSG00000134086	VHL	81
LIV	ENSG00000278472	RP11-74D7.3	81
LIV	ENSG00000227001	NBPF2P	81
LIV	ENSG00000224114	RP11-343H5.4	81
LIV	ENSG00000276853	RP11-305O6.4	81
LIV	ENSG00000279289	RP3-331H24.6	81
LIV	ENSG00000134007	ADAM20	81
LIV	ENSG00000273017	AP000240.9	81
LIV	ENSG00000265218	RP11-927P21.1	81
LIV	ENSG00000275481	RP11-474P2.6	81
LIV	ENSG00000264546	RP11-464D20.6	81
LIV	ENSG00000281990	CH17-212P11.5	81
LIV	ENSG00000228150	RP11-84A14.4	81
LIV	ENSG00000254952	AP001257.1	81
LIV	ENSG00000185467	KPNA7	81
LIV	ENSG00000225558	UBE2D3P2	81
MAM	ENSG00000265218	RP11-927P21.1	81
MAM	ENSG00000237840	FAM21FP	81
SF	ENSG00000276449	AC004076.5	81
