tissue	ensembl	gene_symbol	clust
SF	ENSG00000162444	RBP7	42
SF	ENSG00000228106	RP11-452F19.3	42
SF	ENSG00000114391	RPL24	42
SF	ENSG00000161970	RPL26	42
SF	ENSG00000172809	RPL38	42
SF	ENSG00000188846	RPL14	42
SF	ENSG00000118292	C1orf54	42
SF	ENSG00000188243	COMMD6	42
SF	ENSG00000166681	NGFRAP1	42
SF	ENSG00000142937	RPS8	42
SF	ENSG00000145425	RPS3A	42
SF	ENSG00000250222	CTC-338M12.5	42
SF	ENSG00000114942	EEF1B2	42
SF	ENSG00000198242	RPL23A	42
SF	ENSG00000151500	THYN1	42
SF	ENSG00000181524	RPL24P4	42
SF	ENSG00000163584	RPL22L1	42
SF	ENSG00000217555	CKLF	42
SF	ENSG00000118181	RPS25	42
SF	ENSG00000104728	ARHGEF10	42
SF	ENSG00000129197	RPAIN	42
SF	ENSG00000125691	RPL23	42
SF	ENSG00000137154	RPS6	42
SF	ENSG00000109475	RPL34	42
SF	ENSG00000142676	RPL11	42
SF	ENSG00000143947	RPS27A	42
SF	ENSG00000143256	PFDN2	42
SF	ENSG00000198818	SFT2D1	42
SF	ENSG00000254505	CHMP4A	42
SF	ENSG00000071082	RPL31	42
SF	ENSG00000171863	RPS7	42
SF	ENSG00000196526	AFAP1	42
SF	ENSG00000186468	RPS23	42
SF	ENSG00000255717	SNHG1	42
SF	ENSG00000130755	GMFG	42
SF	ENSG00000230629	RPS23P8	42
SF	ENSG00000235225	AC016712.2	42
SF	ENSG00000213875	AC005019.2	42
SF	ENSG00000213455	AC091654.7	42
SF	ENSG00000225067	RPL23AP2	42
SF	ENSG00000235065	RPL24P2	42
