tissue	ensembl	gene_symbol	clust
LIV	ENSG00000279162	CTD-3126B10.2	36
LIV	ENSG00000263624	RP11-45M22.3	36
LIV	ENSG00000254417	ANO1-AS2	36
LIV	ENSG00000245748	RP11-367J11.2	36
LIV	ENSG00000215154	AC141586.5	36
LIV	ENSG00000275582	RP4-681N20.5	36
LIV	ENSG00000267278	MAP3K14-AS1	36
LIV	ENSG00000177738	CTD-2201E18.3	36
LIV	ENSG00000124787	RPP40	36
LIV	ENSG00000283078	RP11-11M20.4	36
LIV	ENSG00000246560	RP11-10L12.4	36
LIV	ENSG00000229598	PRDX3P1	36
LIV	ENSG00000223878	AC005517.3	36
LIV	ENSG00000260439	LMF1-AS1	36
LIV	ENSG00000227855	DPY19L2P3	36
LIV	ENSG00000137968	SLC44A5	36
LIV	ENSG00000225125	RANP4	36
LIV	ENSG00000277452	RN7SL473P	36
LIV	ENSG00000261574	RP1-168P16.2	36
LIV	ENSG00000248971	KRT8P46	36
LIV	ENSG00000207741	MIR590	36
LIV	ENSG00000260536	RP5-1085F17.4	36
LIV	ENSG00000053438	NNAT	36
LIV	ENSG00000269973	RP11-95D17.1	36
LIV	ENSG00000181097	RP11-429J17.2	36
LIV	ENSG00000249526	CTB-35F21.1	36
LIV	ENSG00000235397	EPN2-AS1	36
LIV	ENSG00000267764	RP11-484L8.1	36
LIV	ENSG00000270115	RP11-415J8.7	36
LIV	ENSG00000249459	ZNF286B	36
LIV	ENSG00000215244	RP11-563J2.2	36
LIV	ENSG00000128596	CCDC136	36
LIV	ENSG00000263968	RN7SL381P	36
LIV	ENSG00000270165	RP11-167P11.2	36
LIV	ENSG00000224097	RP11-472B18.1	36
LIV	ENSG00000267767	CTC-523E23.4	36
LIV	ENSG00000225556	C2CD4D	36
LIV	ENSG00000207631	MIR641	36
LIV	ENSG00000234750	CTD-2666L21.2	36
LIV	ENSG00000214837	LINC01347	36
LIV	ENSG00000196407	THEM5	36
LIV	ENSG00000272931	RP5-943J3.2	36
LIV	ENSG00000237351	CTD-2522E6.4	36
LIV	ENSG00000261582	RP4-614O4.11	36
LIV	ENSG00000269937	RP11-20I23.8	36
LIV	ENSG00000184923	NUTM2A	36
LIV	ENSG00000228661	AC090587.5	36
LIV	ENSG00000267304	AC004637.1	36
LIV	ENSG00000156959	LHFPL4	36
LIV	ENSG00000153404	PLEKHG4B	36
LIV	ENSG00000226746	SMCR5	36
LIV	ENSG00000258465	RP11-574F21.3	36
LIV	ENSG00000221819	GAS8-AS1	36
LIV	ENSG00000260473	RP11-923I11.4	36
LIV	ENSG00000280402	RP11-20I23.10	36
VAF	ENSG00000070366	SMG6	36
VAF	ENSG00000130723	PRRC2B	36
VAF	ENSG00000065802	ASB1	36
VAF	ENSG00000154237	LRRK1	36
VAF	ENSG00000242588	RP11-274B21.14	36
VAF	ENSG00000070476	ZXDC	36
VAF	ENSG00000168016	TRANK1	36
VAF	ENSG00000128951	DUT	36
VAF	ENSG00000107185	RGP1	36
VAF	ENSG00000011376	LARS2	36
VAF	ENSG00000272579	RP11-101E13.5	36
VAF	ENSG00000006125	AP2B1	36
VAF	ENSG00000135392	DNAJC14	36
VAF	ENSG00000168014	C2CD3	36
VAF	ENSG00000167528	ZNF641	36
VAF	ENSG00000165943	MOAP1	36
VAF	ENSG00000134910	STT3A	36
VAF	ENSG00000175970	UNC119B	36
VAF	ENSG00000136715	SAP130	36
VAF	ENSG00000084112	SSH1	36
VAF	ENSG00000149503	INCENP	36
VAF	ENSG00000047644	WWC3	36
VAF	ENSG00000176986	SEC24C	36
VAF	ENSG00000125386	FAM193A	36
VAF	ENSG00000078699	CBFA2T2	36
VAF	ENSG00000107554	DNMBP	36
VAF	ENSG00000274211	SOCS7	36
VAF	ENSG00000101493	ZNF516	36
VAF	ENSG00000101452	DHX35	36
VAF	ENSG00000107862	GBF1	36
VAF	ENSG00000278864	RP11-45M22.2	36
VAF	ENSG00000029364	SLC39A9	36
VAF	ENSG00000137073	UBAP2	36
VAF	ENSG00000122218	COPA	36
VAF	ENSG00000126746	ZNF384	36
VAF	ENSG00000163374	YY1AP1	36
VAF	ENSG00000144791	LIMD1	36
VAF	ENSG00000280434	RP4-671O14.6	36
VAF	ENSG00000169925	BRD3	36
VAF	ENSG00000185567	AHNAK2	36
VAF	ENSG00000127124	HIVEP3	36
VAF	ENSG00000143614	GATAD2B	36
VAF	ENSG00000198876	DCAF12	36
VAF	ENSG00000174231	PRPF8	36
