tissue	ensembl	gene_symbol	clust
LIV	ENSG00000198003	CCDC151	82
LIV	ENSG00000143494	VASH2	82
LIV	ENSG00000276107	CTD-2033D15.2	82
LIV	ENSG00000254595	CTD-2010I16.1	82
LIV	ENSG00000241362	RPL36AP43	82
LIV	ENSG00000256238	SUPT16HP1	82
LIV	ENSG00000224897	POT1-AS1	82
LIV	ENSG00000145700	ANKRD31	82
LIV	ENSG00000258399	MEG8	82
LIV	ENSG00000275763	C18orf65	82
LIV	ENSG00000173261	PLAC8L1	82
LIV	ENSG00000259618	RP11-562A8.5	82
LIV	ENSG00000237669	HCG4P3	82
LIV	ENSG00000226627	SHANK2-AS1	82
LIV	ENSG00000225058	RP11-132N15.1	82
LIV	ENSG00000230113	AC091177.1	82
MAM	ENSG00000109339	MAPK10	82
MAM	ENSG00000177613	CSTF2T	82
MAM	ENSG00000029153	ARNTL2	82
MAM	ENSG00000149554	CHEK1	82
MAM	ENSG00000198894	CIPC	82
MAM	ENSG00000123360	PDE1B	82
MAM	ENSG00000128606	LRRC17	82
MAM	ENSG00000134247	PTGFRN	82
MAM	ENSG00000072682	P4HA2	82
MAM	ENSG00000114698	PLSCR4	82
MAM	ENSG00000140600	SH3GL3	82
MAM	ENSG00000121210	KIAA0922	82
MAM	ENSG00000230615	RP5-1198O20.4	82
MAM	ENSG00000171791	BCL2	82
MAM	ENSG00000165092	ALDH1A1	82
MAM	ENSG00000154237	LRRK1	82
MAM	ENSG00000101871	MID1	82
MAM	ENSG00000145780	FEM1C	82
MAM	ENSG00000164136	IL15	82
MAM	ENSG00000274578	RP11-430E17.1	82
MAM	ENSG00000115896	PLCL1	82
MAM	ENSG00000185532	PRKG1	82
MAM	ENSG00000099139	PCSK5	82
MAM	ENSG00000153885	KCTD15	82
MAM	ENSG00000112182	BACH2	82
MAM	ENSG00000169255	B3GALNT1	82
MAM	ENSG00000140090	SLC24A4	82
MAM	ENSG00000133454	MYO18B	82
MAM	ENSG00000101911	PRPS2	82
MAM	ENSG00000134775	FHOD3	82
MAM	ENSG00000248927	CTD-2334D19.1	82
MAM	ENSG00000124749	COL21A1	82
MAM	ENSG00000143891	GALM	82
MAM	ENSG00000106004	HOXA5	82
MAM	ENSG00000204851	PNMAL2	82
MAM	ENSG00000261488	RP11-757F18.5	82
MAM	ENSG00000137809	ITGA11	82
MAM	ENSG00000214050	FBXO16	82
MAM	ENSG00000153179	RASSF3	82
MAM	ENSG00000111371	SLC38A1	82
MAM	ENSG00000179300	ZCCHC5	82
MAM	ENSG00000163328	GPR155	82
MAM	ENSG00000084073	ZMPSTE24	82
MAM	ENSG00000018236	CNTN1	82
MAM	ENSG00000197457	STMN3	82
MAM	ENSG00000115414	FN1	82
MAM	ENSG00000160801	PTH1R	82
MAM	ENSG00000225028	RP11-330M19.1	82
MAM	ENSG00000166086	JAM3	82
MAM	ENSG00000100302	RASD2	82
MAM	ENSG00000105825	TFPI2	82
MAM	ENSG00000100196	KDELR3	82
MAM	ENSG00000248360	LINC00504	82
MAM	ENSG00000064419	TNPO3	82
MAM	ENSG00000127418	FGFRL1	82
MAM	ENSG00000101977	MCF2	82
MAM	ENSG00000129048	ACKR4	82
MAM	ENSG00000185634	SHC4	82
MAM	ENSG00000166272	WBP1L	82
MAM	ENSG00000183230	CTNNA3	82
MAM	ENSG00000071246	VASH1	82
MAM	ENSG00000145779	TNFAIP8	82
MAM	ENSG00000175147	TMEM51-AS1	82
MAM	ENSG00000156103	MMP16	82
MAM	ENSG00000091136	LAMB1	82
MAM	ENSG00000128656	CHN1	82
MAM	ENSG00000092964	DPYSL2	82
MAM	ENSG00000181826	RELL1	82
MAM	ENSG00000138769	CDKL2	82
MAM	ENSG00000182732	RGS6	82
MAM	ENSG00000129151	BBOX1	82
MAM	ENSG00000163399	ATP1A1	82
MAM	ENSG00000005020	SKAP2	82
MAM	ENSG00000119514	GALNT12	82
MAM	ENSG00000173267	SNCG	82
MAM	ENSG00000109458	GAB1	82
MAM	ENSG00000135929	CYP27A1	82
MAM	ENSG00000185760	KCNQ5	82
MAM	ENSG00000123612	ACVR1C	82
MAM	ENSG00000145246	ATP10D	82
MAM	ENSG00000164764	SBSPON	82
MAM	ENSG00000136997	MYC	82
MAM	ENSG00000135916	ITM2C	82
MAM	ENSG00000165186	PTCHD1	82
MAM	ENSG00000186522	sep-10	82
MAM	ENSG00000155755	TMEM237	82
MAM	ENSG00000137501	SYTL2	82
MAM	ENSG00000138759	FRAS1	82
MAM	ENSG00000272168	CASC15	82
MAM	ENSG00000250056	LINC01018	82
MAM	ENSG00000155850	SLC26A2	82
MAM	ENSG00000087448	KLHL42	82
MAM	ENSG00000095585	BLNK	82
MAM	ENSG00000048540	LMO3	82
MAM	ENSG00000111339	ART4	82
MAM	ENSG00000253105	KB-1448A5.1	82
MAM	ENSG00000157554	ERG	82
MAM	ENSG00000185022	MAFF	82
MAM	ENSG00000167535	CACNB3	82
MAM	ENSG00000173918	C1QTNF1	82
MAM	ENSG00000279419	RP5-907C10.3	82
MAM	ENSG00000105926	MPP6	82
MAM	ENSG00000138944	KIAA1644	82
MAM	ENSG00000113361	CDH6	82
MAM	ENSG00000112245	PTP4A1	82
MAM	ENSG00000166165	CKB	82
MAM	ENSG00000182197	EXT1	82
MAM	ENSG00000095777	MYO3A	82
MAM	ENSG00000131095	GFAP	82
MAM	ENSG00000111859	NEDD9	82
MAM	ENSG00000104332	SFRP1	82
MAM	ENSG00000154864	PIEZO2	82
MAM	ENSG00000166401	SERPINB8	82
MAM	ENSG00000186104	CYP2R1	82
MAM	ENSG00000143341	HMCN1	82
MAM	ENSG00000104290	FZD3	82
MAM	ENSG00000101493	ZNF516	82
MAM	ENSG00000122378	FAM213A	82
MAM	ENSG00000279675	RP11-454H19.2	82
MAM	ENSG00000162944	RFTN2	82
MAM	ENSG00000154027	AK5	82
MAM	ENSG00000049192	ADAMTS6	82
MAM	ENSG00000136542	GALNT5	82
MAM	ENSG00000165966	PDZRN4	82
MAM	ENSG00000154678	PDE1C	82
MAM	ENSG00000159176	CSRP1	82
MAM	ENSG00000165533	TTC8	82
MAM	ENSG00000262655	SPON1	82
MAM	ENSG00000108091	CCDC6	82
MAM	ENSG00000130338	TULP4	82
MAM	ENSG00000071991	CDH19	82
MAM	ENSG00000103966	EHD4	82
MAM	ENSG00000138758	sep-11	82
MAM	ENSG00000136478	TEX2	82
MAM	ENSG00000132718	SYT11	82
MAM	ENSG00000148541	FAM13C	82
MAM	ENSG00000187957	DNER	82
MAM	ENSG00000179403	VWA1	82
MAM	ENSG00000153707	PTPRD	82
MAM	ENSG00000179841	AKAP5	82
MAM	ENSG00000250742	RP11-834C11.4	82
MAM	ENSG00000158445	KCNB1	82
MAM	ENSG00000197496	SLC2A10	82
MAM	ENSG00000178202	KDELC2	82
MAM	ENSG00000112902	SEMA5A	82
MAM	ENSG00000233005	AC067959.1	82
MAM	ENSG00000173208	ABCD2	82
MAM	ENSG00000101280	ANGPT4	82
MAM	ENSG00000144229	THSD7B	82
MAM	ENSG00000164694	FNDC1	82
MAM	ENSG00000259430	CERS3-AS1	82
MAM	ENSG00000109171	SLAIN2	82
MAM	ENSG00000119969	HELLS	82
MAM	ENSG00000196353	CPNE4	82
MAM	ENSG00000103196	CRISPLD2	82
MAM	ENSG00000102781	KATNAL1	82
MAM	ENSG00000165802	NSMF	82
MAM	ENSG00000227658	AC005160.3	82
MAM	ENSG00000185633	NDUFA4L2	82
MAM	ENSG00000150051	MKX	82
MAM	ENSG00000169181	GSG1L	82
MAM	ENSG00000113140	SPARC	82
MAM	ENSG00000107864	CPEB3	82
MAM	ENSG00000184838	PRR16	82
MAM	ENSG00000121898	CPXM2	82
MAM	ENSG00000157557	ETS2	82
MAM	ENSG00000170549	IRX1	82
MAM	ENSG00000013588	GPRC5A	82
MAM	ENSG00000144228	SPOPL	82
MAM	ENSG00000076706	MCAM	82
MAM	ENSG00000101846	STS	82
MAM	ENSG00000006042	TMEM98	82
MAM	ENSG00000197381	ADARB1	82
MAM	ENSG00000091844	RGS17	82
MAM	ENSG00000144642	RBMS3	82
MAM	ENSG00000157570	TSPAN18	82
MAM	ENSG00000049089	COL9A2	82
MAM	ENSG00000128989	ARPP19	82
MAM	ENSG00000166831	RBPMS2	82
MAM	ENSG00000090376	IRAK3	82
MAM	ENSG00000135299	ANKRD6	82
MAM	ENSG00000175274	TP53I11	82
MAM	ENSG00000154553	PDLIM3	82
MAM	ENSG00000196557	CACNA1H	82
MAM	ENSG00000144644	GADL1	82
MAM	ENSG00000162437	RAVER2	82
MAM	ENSG00000146250	PRSS35	82
MAM	ENSG00000105810	CDK6	82
MAM	ENSG00000142279	WTIP	82
MAM	ENSG00000145555	MYO10	82
MAM	ENSG00000152503	TRIM36	82
MAM	ENSG00000134371	CDC73	82
MAM	ENSG00000106025	TSPAN12	82
MAM	ENSG00000118762	PKD2	82
MAM	ENSG00000174236	REP15	82
MAM	ENSG00000111696	NT5DC3	82
MAM	ENSG00000152767	FARP1	82
MAM	ENSG00000145730	PAM	82
MAM	ENSG00000180287	PLD5	82
MAM	ENSG00000160145	KALRN	82
MAM	ENSG00000170962	PDGFD	82
MAM	ENSG00000140416	TPM1	82
MAM	ENSG00000156453	PCDH1	82
MAM	ENSG00000250334	LINC00989	82
MAM	ENSG00000197442	MAP3K5	82
MAM	ENSG00000164509	IL31RA	82
MAM	ENSG00000139618	BRCA2	82
MAM	ENSG00000169783	LINGO1	82
MAM	ENSG00000070018	LRP6	82
MAM	ENSG00000138050	THUMPD2	82
MAM	ENSG00000101856	PGRMC1	82
MAM	ENSG00000074803	SLC12A1	82
MAM	ENSG00000121769	FABP3	82
MAM	ENSG00000250305	KIAA1456	82
MAM	ENSG00000164107	HAND2	82
MAM	ENSG00000064999	ANKS1A	82
MAM	ENSG00000139278	GLIPR1	82
MAM	ENSG00000144057	ST6GAL2	82
MAM	ENSG00000092847	AGO1	82
MAM	ENSG00000140526	ABHD2	82
MAM	ENSG00000249252	RP11-665G4.1	82
MAM	ENSG00000257923	CUX1	82
MAM	ENSG00000155380	SLC16A1	82
MAM	ENSG00000155158	TTC39B	82
MAM	ENSG00000065413	ANKRD44	82
MAM	ENSG00000178568	ERBB4	82
MAM	ENSG00000102290	PCDH11X	82
MAM	ENSG00000095209	TMEM38B	82
MAM	ENSG00000105650	PDE4C	82
MAM	ENSG00000248334	WHAMMP2	82
MAM	ENSG00000157782	CABP1	82
MAM	ENSG00000133687	TMTC1	82
MAM	ENSG00000114861	FOXP1	82
MAM	ENSG00000092531	SNAP23	82
MAM	ENSG00000164951	PDP1	82
MAM	ENSG00000164692	COL1A2	82
MAM	ENSG00000197565	COL4A6	82
MAM	ENSG00000104081	BMF	82
MAM	ENSG00000145990	GFOD1	82
MAM	ENSG00000182013	PNMAL1	82
MAM	ENSG00000128052	KDR	82
MAM	ENSG00000108405	P2RX1	82
MAM	ENSG00000164761	TNFRSF11B	82
MAM	ENSG00000153904	DDAH1	82
MAM	ENSG00000081052	COL4A4	82
MAM	ENSG00000102804	TSC22D1	82
MAM	ENSG00000175928	LRRN1	82
MAM	ENSG00000129636	ITFG1	82
MAM	ENSG00000143867	OSR1	82
MAM	ENSG00000124780	KCNK17	82
MAM	ENSG00000101079	NDRG3	82
MAM	ENSG00000116473	RAP1A	82
MAM	ENSG00000169282	KCNAB1	82
MAM	ENSG00000188215	DCUN1D3	82
MAM	ENSG00000116199	FAM20B	82
MAM	ENSG00000106366	SERPINE1	82
MAM	ENSG00000261609	GAN	82
MAM	ENSG00000270607	RP11-359E10.1	82
MAM	ENSG00000204071	TCEAL6	82
MAM	ENSG00000145012	LPP	82
MAM	ENSG00000065989	PDE4A	82
MAM	ENSG00000170017	ALCAM	82
MAM	ENSG00000141639	MAPK4	82
MAM	ENSG00000255090	MIR100HG	82
MAM	ENSG00000084234	APLP2	82
MAM	ENSG00000168743	NPNT	82
MAM	ENSG00000026508	CD44	82
MAM	ENSG00000141424	SLC39A6	82
MAM	ENSG00000109762	SNX25	82
MAM	ENSG00000102452	NALCN	82
MAM	ENSG00000145687	SSBP2	82
MAM	ENSG00000272695	GAS6-AS2	82
MAM	ENSG00000107518	ATRNL1	82
MAM	ENSG00000071282	LMCD1	82
MAM	ENSG00000157680	DGKI	82
MAM	ENSG00000131778	CHD1L	82
MAM	ENSG00000135269	TES	82
MAM	ENSG00000128849	CGNL1	82
MAM	ENSG00000170558	CDH2	82
MAM	ENSG00000166250	CLMP	82
MAM	ENSG00000163539	CLASP2	82
MAM	ENSG00000250708	RP11-161D15.1	82
MAM	ENSG00000006576	PHTF2	82
MAM	ENSG00000187800	PEAR1	82
MAM	ENSG00000164684	ZNF704	82
MAM	ENSG00000182621	PLCB1	82
MAM	ENSG00000198842	DUSP27	82
MAM	ENSG00000109452	INPP4B	82
MAM	ENSG00000117069	ST6GALNAC5	82
MAM	ENSG00000196689	TRPV1	82
MAM	ENSG00000129422	MTUS1	82
MAM	ENSG00000147883	CDKN2B	82
MAM	ENSG00000259255	RP11-627D16.1	82
MAM	ENSG00000174808	BTC	82
MAM	ENSG00000110917	MLEC	82
MAM	ENSG00000197122	SRC	82
MAM	ENSG00000145685	LHFPL2	82
MAM	ENSG00000077943	ITGA8	82
MAM	ENSG00000173166	RAPH1	82
MAM	ENSG00000053702	NRIP2	82
MAM	ENSG00000112293	GPLD1	82
MAM	ENSG00000101160	CTSZ	82
MAM	ENSG00000122642	FKBP9	82
MAM	ENSG00000116095	PLEKHA3	82
MAM	ENSG00000241685	ARPC1A	82
MAM	ENSG00000177694	NAALADL2	82
MAM	ENSG00000108984	MAP2K6	82
MAM	ENSG00000151090	THRB	82
MAM	ENSG00000126878	AIF1L	82
MAM	ENSG00000078098	FAP	82
MAM	ENSG00000250073	RP11-677M14.3	82
MAM	ENSG00000066697	MSANTD3	82
MAM	ENSG00000119986	AVPI1	82
MAM	ENSG00000146592	CREB5	82
MAM	ENSG00000189320	FAM180A	82
MAM	ENSG00000008277	ADAM22	82
MAM	ENSG00000120733	KDM3B	82
MAM	ENSG00000183023	SLC8A1	82
MAM	ENSG00000102385	DRP2	82
MAM	ENSG00000080493	SLC4A4	82
MAM	ENSG00000140807	NKD1	82
MAM	ENSG00000101349	PAK7	82
MAM	ENSG00000156804	FBXO32	82
MAM	ENSG00000116016	EPAS1	82
