tissue	ensembl	gene_symbol	clust
LIV	ENSG00000204267	TAP2	188
LIV	ENSG00000059378	PARP12	188
LIV	ENSG00000138496	PARP9	188
LIV	ENSG00000156587	UBE2L6	188
LIV	ENSG00000138646	HERC5	188
LIV	ENSG00000272777	RP11-571L19.8	188
LIV	ENSG00000130303	BST2	188
LIV	ENSG00000135114	OASL	188
LIV	ENSG00000196116	TDRD7	188
LIV	ENSG00000138079	SLC3A1	188
LIV	ENSG00000068079	IFI35	188
LIV	ENSG00000132109	TRIM21	188
LIV	ENSG00000111331	OAS3	188
LIV	ENSG00000089127	OAS1	188
LIV	ENSG00000282851	BISPR	188
LIV	ENSG00000185885	IFITM1	188
LIV	ENSG00000123643	SLC36A1	188
LIV	ENSG00000169744	LDB2	188
LIV	ENSG00000225963	AC009950.2	188
LIV	ENSG00000157601	MX1	188
LIV	ENSG00000124201	ZNFX1	188
LIV	ENSG00000115415	STAT1	188
LIV	ENSG00000013374	NUB1	188
LIV	ENSG00000133216	EPHB2	188
LIV	ENSG00000225886	RP11-288L9.4	188
SF	ENSG00000204267	TAP2	188
SF	ENSG00000111335	OAS2	188
SF	ENSG00000229754	CXCR2P1	188
SF	ENSG00000026950	BTN3A1	188
SF	ENSG00000089127	OAS1	188
SF	ENSG00000204261	PSMB8-AS1	188
SF	ENSG00000183486	MX2	188
SF	ENSG00000134326	CMPK2	188
SF	ENSG00000255987	TOMM20P2	188
VAF	ENSG00000204267	TAP2	188
VAF	ENSG00000138496	PARP9	188
VAF	ENSG00000138642	HERC6	188
VAF	ENSG00000111335	OAS2	188
VAF	ENSG00000117228	GBP1	188
VAF	ENSG00000133106	EPSTI1	188
VAF	ENSG00000111331	OAS3	188
VAF	ENSG00000183486	MX2	188
VAF	ENSG00000115415	STAT1	188
VAF	ENSG00000185880	TRIM69	188
