tissue	ensembl	gene_symbol	clust
AOR	ENSG00000197208	SLC22A4	33
AOR	ENSG00000120833	SOCS2	33
AOR	ENSG00000119138	KLF9	33
AOR	ENSG00000118985	ELL2	33
AOR	ENSG00000115137	DNAJC27	33
AOR	ENSG00000136826	KLF4	33
AOR	ENSG00000109321	AREG	33
AOR	ENSG00000270069	MIR222HG	33
AOR	ENSG00000100221	JOSD1	33
AOR	ENSG00000267532	MIR497HG	33
AOR	ENSG00000172115	CYCS	33
AOR	ENSG00000162771	FAM71A	33
AOR	ENSG00000086544	ITPKC	33
AOR	ENSG00000160888	IER2	33
AOR	ENSG00000107372	ZFAND5	33
AOR	ENSG00000138166	DUSP5	33
AOR	ENSG00000130844	ZNF331	33
AOR	ENSG00000198805	PNP	33
AOR	ENSG00000011198	ABHD5	33
AOR	ENSG00000241458	RPL7P19	33
AOR	ENSG00000115875	SRSF7	33
AOR	ENSG00000163399	ATP1A1	33
AOR	ENSG00000158859	ADAMTS4	33
AOR	ENSG00000136997	MYC	33
AOR	ENSG00000180787	ZFP3	33
AOR	ENSG00000128383	APOBEC3A	33
AOR	ENSG00000261366	MANEA-AS1	33
AOR	ENSG00000185022	MAFF	33
AOR	ENSG00000158050	DUSP2	33
AOR	ENSG00000179388	EGR3	33
AOR	ENSG00000137331	IER3	33
AOR	ENSG00000165195	PIGA	33
AOR	ENSG00000120694	HSPH1	33
AOR	ENSG00000112149	CD83	33
AOR	ENSG00000012660	ELOVL5	33
AOR	ENSG00000217527	RPS16P5	33
AOR	ENSG00000204020	LIPN	33
AOR	ENSG00000170345	FOS	33
AOR	ENSG00000185347	C14orf80	33
AOR	ENSG00000184557	SOCS3	33
AOR	ENSG00000128016	ZFP36	33
AOR	ENSG00000234268	AP000936.1	33
AOR	ENSG00000118515	SGK1	33
AOR	ENSG00000197019	SERTAD1	33
AOR	ENSG00000123342	MMP19	33
AOR	ENSG00000134480	CCNH	33
AOR	ENSG00000171988	JMJD1C	33
AOR	ENSG00000178878	APOLD1	33
AOR	ENSG00000153234	NR4A2	33
AOR	ENSG00000103196	CRISPLD2	33
AOR	ENSG00000279637	RP11-196B3.1	33
AOR	ENSG00000275302	CCL4	33
AOR	ENSG00000090621	PABPC4	33
AOR	ENSG00000157557	ETS2	33
AOR	ENSG00000013588	GPRC5A	33
AOR	ENSG00000119508	NR4A3	33
AOR	ENSG00000169429	CXCL8	33
AOR	ENSG00000267519	CTD-3252C9.4	33
AOR	ENSG00000160785	SLC25A44	33
AOR	ENSG00000101544	ADNP2	33
AOR	ENSG00000158615	PPP1R15B	33
AOR	ENSG00000205362	MT1A	33
AOR	ENSG00000138135	CH25H	33
AOR	ENSG00000125538	IL1B	33
AOR	ENSG00000176597	B3GNT5	33
AOR	ENSG00000123358	NR4A1	33
AOR	ENSG00000090104	RGS1	33
AOR	ENSG00000182481	KPNA2	33
AOR	ENSG00000120129	DUSP1	33
AOR	ENSG00000138678	GPAT3	33
AOR	ENSG00000105835	NAMPT	33
AOR	ENSG00000263050	RP11-667K14.3	33
AOR	ENSG00000215301	DDX3X	33
AOR	ENSG00000270640	RP11-373D23.2	33
AOR	ENSG00000052749	RRP12	33
AOR	ENSG00000139722	VPS37B	33
AOR	ENSG00000166526	ZNF3	33
AOR	ENSG00000173530	TNFRSF10D	33
AOR	ENSG00000125812	GZF1	33
AOR	ENSG00000173334	TRIB1	33
AOR	ENSG00000139318	DUSP6	33
AOR	ENSG00000273797	RP11-1046B16.3	33
AOR	ENSG00000187626	ZKSCAN4	33
AOR	ENSG00000260368	RP11-521I2.3	33
AOR	ENSG00000116514	RNF19B	33
AOR	ENSG00000244124	ATP1B3-AS1	33
AOR	ENSG00000021355	SERPINB1	33
AOR	ENSG00000170542	SERPINB9	33
AOR	ENSG00000154359	LONRF1	33
AOR	ENSG00000099625	CBARP	33
