tissue	ensembl	gene_symbol	clust
AOR	ENSG00000175967	RP11-544L8__B.4	83
BLOOD	ENSG00000070366	SMG6	83
BLOOD	ENSG00000070785	EIF2B3	83
BLOOD	ENSG00000198894	CIPC	83
BLOOD	ENSG00000163933	RFT1	83
BLOOD	ENSG00000083099	LYRM2	83
BLOOD	ENSG00000166788	SAAL1	83
BLOOD	ENSG00000138794	CASP6	83
BLOOD	ENSG00000137944	CCBL2	83
BLOOD	ENSG00000187134	AKR1C1	83
BLOOD	ENSG00000154127	UBASH3B	83
BLOOD	ENSG00000213593	TMX2	83
BLOOD	ENSG00000143409	FAM63A	83
BLOOD	ENSG00000156853	ZNF689	83
BLOOD	ENSG00000156253	RWDD2B	83
BLOOD	ENSG00000027001	MIPEP	83
BLOOD	ENSG00000258701	LINC00638	83
BLOOD	ENSG00000101911	PRPS2	83
BLOOD	ENSG00000164117	FBXO8	83
BLOOD	ENSG00000142065	ZFP14	83
BLOOD	ENSG00000196505	GDAP2	83
BLOOD	ENSG00000278540	ACACA	83
BLOOD	ENSG00000254004	ZNF260	83
BLOOD	ENSG00000120526	NUDCD1	83
BLOOD	ENSG00000164163	ABCE1	83
BLOOD	ENSG00000160908	ZNF394	83
BLOOD	ENSG00000174684	B4GAT1	83
BLOOD	ENSG00000165501	LRR1	83
BLOOD	ENSG00000078967	UBE2D4	83
BLOOD	ENSG00000064419	TNPO3	83
BLOOD	ENSG00000134910	STT3A	83
BLOOD	ENSG00000073803	MAP3K13	83
BLOOD	ENSG00000113448	PDE4D	83
BLOOD	ENSG00000075303	SLC25A40	83
BLOOD	ENSG00000145781	COMMD10	83
BLOOD	ENSG00000171307	ZDHHC16	83
BLOOD	ENSG00000156931	VPS8	83
BLOOD	ENSG00000071246	VASH1	83
BLOOD	ENSG00000186566	GPATCH8	83
BLOOD	ENSG00000101052	IFT52	83
BLOOD	ENSG00000123104	ITPR2	83
BLOOD	ENSG00000154767	XPC	83
BLOOD	ENSG00000054277	OPN3	83
BLOOD	ENSG00000001631	KRIT1	83
BLOOD	ENSG00000172059	KLF11	83
BLOOD	ENSG00000083828	ZNF586	83
BLOOD	ENSG00000164172	MOCS2	83
BLOOD	ENSG00000084112	SSH1	83
BLOOD	ENSG00000270015	RP11-540B6.6	83
BLOOD	ENSG00000119912	IDE	83
BLOOD	ENSG00000067177	PHKA1	83
BLOOD	ENSG00000278112	RP11-972P1.11	83
BLOOD	ENSG00000114446	IFT57	83
BLOOD	ENSG00000132275	RRP8	83
BLOOD	ENSG00000172785	CBWD1	83
BLOOD	ENSG00000185414	MRPL30	83
BLOOD	ENSG00000132406	TMEM128	83
BLOOD	ENSG00000173914	RBM4B	83
BLOOD	ENSG00000213799	ZNF845	83
BLOOD	ENSG00000078699	CBFA2T2	83
BLOOD	ENSG00000111859	NEDD9	83
BLOOD	ENSG00000136875	PRPF4	83
BLOOD	ENSG00000121644	DESI2	83
BLOOD	ENSG00000196636	SDHAF3	83
BLOOD	ENSG00000181450	ZNF678	83
BLOOD	ENSG00000274211	SOCS7	83
BLOOD	ENSG00000156110	ADK	83
BLOOD	ENSG00000204070	SYS1	83
BLOOD	ENSG00000107862	GBF1	83
BLOOD	ENSG00000138942	RNF185	83
BLOOD	ENSG00000215256	DHRS4-AS1	83
BLOOD	ENSG00000228526	MIR34AHG	83
BLOOD	ENSG00000005102	MEOX1	83
BLOOD	ENSG00000083844	ZNF264	83
BLOOD	ENSG00000143771	CNIH4	83
BLOOD	ENSG00000173930	SLCO4C1	83
BLOOD	ENSG00000119013	NDUFB3	83
BLOOD	ENSG00000196371	FUT4	83
BLOOD	ENSG00000134480	CCNH	83
BLOOD	ENSG00000153015	CWC27	83
BLOOD	ENSG00000169925	BRD3	83
BLOOD	ENSG00000168275	COA6	83
BLOOD	ENSG00000165806	CASP7	83
BLOOD	ENSG00000162408	NOL9	83
BLOOD	ENSG00000138686	BBS7	83
BLOOD	ENSG00000116127	ALMS1	83
BLOOD	ENSG00000167065	DUSP18	83
BLOOD	ENSG00000120800	UTP20	83
BLOOD	ENSG00000178295	GEN1	83
BLOOD	ENSG00000151348	EXT2	83
BLOOD	ENSG00000197124	ZNF682	83
BLOOD	ENSG00000204843	DCTN1	83
BLOOD	ENSG00000128039	SRD5A3	83
BLOOD	ENSG00000196975	ANXA4	83
BLOOD	ENSG00000170545	SMAGP	83
BLOOD	ENSG00000167107	ACSF2	83
BLOOD	ENSG00000147649	MTDH	83
BLOOD	ENSG00000166822	TMEM170A	83
BLOOD	ENSG00000104687	GSR	83
BLOOD	ENSG00000076650	GPATCH1	83
BLOOD	ENSG00000163159	VPS72	83
BLOOD	ENSG00000113575	PPP2CA	83
BLOOD	ENSG00000113119	TMCO6	83
BLOOD	ENSG00000270332	SMC2-AS1	83
BLOOD	ENSG00000157570	TSPAN18	83
BLOOD	ENSG00000170522	ELOVL6	83
BLOOD	ENSG00000177302	TOP3A	83
BLOOD	ENSG00000166860	ZBTB39	83
BLOOD	ENSG00000183648	NDUFB1	83
BLOOD	ENSG00000172071	EIF2AK3	83
BLOOD	ENSG00000170949	ZNF160	83
BLOOD	ENSG00000138134	STAMBPL1	83
BLOOD	ENSG00000001036	FUCA2	83
BLOOD	ENSG00000133835	HSD17B4	83
BLOOD	ENSG00000120162	MOB3B	83
BLOOD	ENSG00000100804	PSMB5	83
BLOOD	ENSG00000198342	ZNF442	83
BLOOD	ENSG00000188428	BLOC1S5	83
BLOOD	ENSG00000156411	C14orf2	83
BLOOD	ENSG00000105829	BET1	83
BLOOD	ENSG00000198752	CDC42BPB	83
BLOOD	ENSG00000107960	OBFC1	83
BLOOD	ENSG00000005513	SOX8	83
BLOOD	ENSG00000176994	SMCR8	83
BLOOD	ENSG00000171649	ZIK1	83
BLOOD	ENSG00000004487	KDM1A	83
BLOOD	ENSG00000108852	MPP2	83
BLOOD	ENSG00000151470	C4orf33	83
BLOOD	ENSG00000106069	CHN2	83
BLOOD	ENSG00000023909	GCLM	83
BLOOD	ENSG00000164978	NUDT2	83
BLOOD	ENSG00000162441	LZIC	83
BLOOD	ENSG00000198648	STK39	83
BLOOD	ENSG00000064726	BTBD1	83
BLOOD	ENSG00000131203	IDO1	83
BLOOD	ENSG00000259956	RBM15B	83
BLOOD	ENSG00000178449	COX14	83
BLOOD	ENSG00000159885	ZNF222	83
BLOOD	ENSG00000166938	DIS3L	83
BLOOD	ENSG00000159055	MIS18A	83
BLOOD	ENSG00000127952	STYXL1	83
BLOOD	ENSG00000108588	CCDC47	83
BLOOD	ENSG00000134056	MRPS36	83
BLOOD	ENSG00000153786	ZDHHC7	83
BLOOD	ENSG00000132849	INADL	83
BLOOD	ENSG00000135482	ZC3H10	83
BLOOD	ENSG00000197989	SNHG12	83
BLOOD	ENSG00000132604	TERF2	83
BLOOD	ENSG00000180385	EMC3-AS1	83
BLOOD	ENSG00000138035	PNPT1	83
BLOOD	ENSG00000196151	WDSUB1	83
BLOOD	ENSG00000121671	CRY2	83
BLOOD	ENSG00000164221	CCDC112	83
BLOOD	ENSG00000145990	GFOD1	83
BLOOD	ENSG00000144283	PKP4	83
BLOOD	ENSG00000083937	CHMP2B	83
BLOOD	ENSG00000021776	AQR	83
BLOOD	ENSG00000153485	TMEM251	83
BLOOD	ENSG00000180398	MCFD2	83
