tissue	ensembl	gene_symbol	clust
AOR	ENSG00000186281	GPAT2	30
BLOOD	ENSG00000105497	ZNF175	30
BLOOD	ENSG00000198346	ZNF813	30
BLOOD	ENSG00000138780	GSTCD	30
BLOOD	ENSG00000170464	DNAJC18	30
BLOOD	ENSG00000159259	CHAF1B	30
BLOOD	ENSG00000158122	AAED1	30
BLOOD	ENSG00000215190	LINC00680	30
BLOOD	ENSG00000244567	AC096772.6	30
BLOOD	ENSG00000153391	INO80C	30
BLOOD	ENSG00000270069	MIR222HG	30
BLOOD	ENSG00000008226	DLEC1	30
BLOOD	ENSG00000164818	DNAAF5	30
BLOOD	ENSG00000124614	RPS10	30
BLOOD	ENSG00000173548	SNX33	30
BLOOD	ENSG00000164296	TIGD6	30
BLOOD	ENSG00000109911	ELP4	30
BLOOD	ENSG00000011376	LARS2	30
BLOOD	ENSG00000277462	ZNF670	30
BLOOD	ENSG00000280106	CTC-523E23.3	30
BLOOD	ENSG00000283103	LLNLR-245B6.1	30
BLOOD	ENSG00000164051	CCDC51	30
BLOOD	ENSG00000133818	RRAS2	30
BLOOD	ENSG00000179029	TMEM107	30
BLOOD	ENSG00000157212	PAXIP1	30
BLOOD	ENSG00000168556	ING2	30
BLOOD	ENSG00000144134	RABL2A	30
BLOOD	ENSG00000144354	CDCA7	30
BLOOD	ENSG00000006695	COX10	30
BLOOD	ENSG00000280135	RP1-47M23.3	30
BLOOD	ENSG00000107362	ABHD17B	30
BLOOD	ENSG00000213859	KCTD11	30
BLOOD	ENSG00000124217	MOCS3	30
BLOOD	ENSG00000183647	ZNF530	30
BLOOD	ENSG00000256628	ZBTB11-AS1	30
BLOOD	ENSG00000120053	GOT1	30
BLOOD	ENSG00000067208	EVI5	30
BLOOD	ENSG00000023171	GRAMD1B	30
BLOOD	ENSG00000185760	KCNQ5	30
BLOOD	ENSG00000145246	ATP10D	30
BLOOD	ENSG00000243364	EFNA4	30
BLOOD	ENSG00000067113	PLPP1	30
BLOOD	ENSG00000155755	TMEM237	30
BLOOD	ENSG00000155850	SLC26A2	30
BLOOD	ENSG00000164663	USP49	30
BLOOD	ENSG00000151612	ZNF827	30
BLOOD	ENSG00000110318	CEP126	30
BLOOD	ENSG00000167981	ZNF597	30
BLOOD	ENSG00000172113	NME6	30
BLOOD	ENSG00000140153	WDR20	30
BLOOD	ENSG00000165533	TTC8	30
BLOOD	ENSG00000130544	ZNF557	30
BLOOD	ENSG00000105173	CCNE1	30
BLOOD	ENSG00000152454	ZNF256	30
BLOOD	ENSG00000135643	KCNMB4	30
BLOOD	ENSG00000197296	FITM2	30
BLOOD	ENSG00000102098	SCML2	30
BLOOD	ENSG00000118513	MYB	30
BLOOD	ENSG00000104450	SPAG1	30
BLOOD	ENSG00000223768	LINC00205	30
BLOOD	ENSG00000115998	C2orf42	30
BLOOD	ENSG00000135069	PSAT1	30
BLOOD	ENSG00000142197	DOPEY2	30
BLOOD	ENSG00000137764	MAP2K5	30
BLOOD	ENSG00000168612	ZSWIM1	30
BLOOD	ENSG00000149485	FADS1	30
BLOOD	ENSG00000258733	CTD-2341M24.1	30
BLOOD	ENSG00000255135	RP11-111M22.3	30
BLOOD	ENSG00000221926	TRIM16	30
BLOOD	ENSG00000278535	DHRS11	30
BLOOD	ENSG00000197808	ZNF461	30
BLOOD	ENSG00000247240	UBL7-AS1	30
BLOOD	ENSG00000188070	C11orf95	30
BLOOD	ENSG00000131849	ZNF132	30
BLOOD	ENSG00000169105	CHST14	30
BLOOD	ENSG00000198890	PRMT6	30
BLOOD	ENSG00000144559	TAMM41	30
BLOOD	ENSG00000104205	SGK3	30
BLOOD	ENSG00000124787	RPP40	30
BLOOD	ENSG00000229320	KRT8P12	30
BLOOD	ENSG00000172339	ALG14	30
BLOOD	ENSG00000198169	ZNF251	30
BLOOD	ENSG00000136636	KCTD3	30
BLOOD	ENSG00000172840	PDP2	30
BLOOD	ENSG00000167397	VKORC1	30
BLOOD	ENSG00000266865	RP11-848P1.9	30
BLOOD	ENSG00000140391	TSPAN3	30
BLOOD	ENSG00000084444	FAM234B	30
BLOOD	ENSG00000197620	CXorf40A	30
BLOOD	ENSG00000242687	AC004893.11	30
BLOOD	ENSG00000235560	AC002310.12	30
BLOOD	ENSG00000168273	SMIM4	30
BLOOD	ENSG00000170448	NFXL1	30
BLOOD	ENSG00000162997	PRORSD1P	30
BLOOD	ENSG00000248593	DSTNP2	30
BLOOD	ENSG00000124549	BTN2A3P	30
BLOOD	ENSG00000197134	ZNF257	30
BLOOD	ENSG00000103356	EARS2	30
BLOOD	ENSG00000056277	ZNF280C	30
BLOOD	ENSG00000170917	NUDT6	30
BLOOD	ENSG00000018869	ZNF582	30
BLOOD	ENSG00000188215	DCUN1D3	30
BLOOD	ENSG00000228638	FCF1P2	30
BLOOD	ENSG00000196653	ZNF502	30
BLOOD	ENSG00000197016	ZNF470	30
BLOOD	ENSG00000198331	HYLS1	30
BLOOD	ENSG00000153982	GDPD1	30
BLOOD	ENSG00000146574	CCZ1B	30
BLOOD	ENSG00000181027	FKRP	30
BLOOD	ENSG00000109534	GAR1	30
BLOOD	ENSG00000261801	LOXL1-AS1	30
BLOOD	ENSG00000260686	CTB-36H16.2	30
BLOOD	ENSG00000254837	AP001372.2	30
BLOOD	ENSG00000128394	APOBEC3F	30
BLOOD	ENSG00000259673	IQCH-AS1	30
BLOOD	ENSG00000155970	MICU3	30
BLOOD	ENSG00000152439	ZNF773	30
BLOOD	ENSG00000163507	KIAA1524	30
BLOOD	ENSG00000100209	HSCB	30
BLOOD	ENSG00000259877	RP11-46C24.7	30
BLOOD	ENSG00000164402	sep-08	30
BLOOD	ENSG00000116874	WARS2	30
BLOOD	ENSG00000167130	DOLPP1	30
BLOOD	ENSG00000160352	ZNF714	30
BLOOD	ENSG00000136379	ABHD17C	30
BLOOD	ENSG00000160917	CPSF4	30
BLOOD	ENSG00000153140	CETN3	30
BLOOD	ENSG00000100890	KIAA0391	30
BLOOD	ENSG00000260083	MIR762HG	30
BLOOD	ENSG00000180938	ZNF572	30
BLOOD	ENSG00000154079	SDHAF4	30
BLOOD	ENSG00000188706	ZDHHC9	30
BLOOD	ENSG00000197557	TTC30A	30
BLOOD	ENSG00000273226	RP11-513M16.8	30
BLOOD	ENSG00000176014	TUBB6	30
BLOOD	ENSG00000256087	ZNF432	30
BLOOD	ENSG00000181938	GINS3	30
BLOOD	ENSG00000079691	LRRC16A	30
BLOOD	ENSG00000123427	METTL21B	30
BLOOD	ENSG00000135541	AHI1	30
BLOOD	ENSG00000157224	CLDN12	30
BLOOD	ENSG00000086827	ZW10	30
BLOOD	ENSG00000270231	NBPF8	30
BLOOD	ENSG00000109814	UGDH	30
BLOOD	ENSG00000120370	GORAB	30
BLOOD	ENSG00000149679	CABLES2	30
BLOOD	ENSG00000151065	DCP1B	30
BLOOD	ENSG00000075188	NUP37	30
BLOOD	ENSG00000141380	SS18	30
BLOOD	ENSG00000148090	AUH	30
BLOOD	ENSG00000151413	NUBPL	30
BLOOD	ENSG00000197497	ZNF665	30
BLOOD	ENSG00000170264	FAM161A	30
BLOOD	ENSG00000112699	GMDS	30
BLOOD	ENSG00000197933	ZNF823	30
BLOOD	ENSG00000175595	ERCC4	30
BLOOD	ENSG00000104432	IL7	30
BLOOD	ENSG00000255561	FDXACB1	30
BLOOD	ENSG00000197937	ZNF347	30
BLOOD	ENSG00000143514	TP53BP2	30
BLOOD	ENSG00000145979	TBC1D7	30
BLOOD	ENSG00000235706	DICER1-AS1	30
BLOOD	ENSG00000175322	ZNF519	30
BLOOD	ENSG00000260404	RP11-384K6.6	30
BLOOD	ENSG00000012174	MBTPS2	30
BLOOD	ENSG00000177051	FBXO46	30
BLOOD	ENSG00000204344	STK19	30
BLOOD	ENSG00000115526	CHST10	30
BLOOD	ENSG00000198468	FLVCR1-AS1	30
BLOOD	ENSG00000110536	PTPMT1	30
BLOOD	ENSG00000133983	COX16	30
BLOOD	ENSG00000162804	SNED1	30
BLOOD	ENSG00000165487	MICU2	30
BLOOD	ENSG00000182552	RWDD4	30
BLOOD	ENSG00000198298	ZNF485	30
BLOOD	ENSG00000105085	MED26	30
BLOOD	ENSG00000268403	CTD-2371O3.3	30
BLOOD	ENSG00000249673	NOP14-AS1	30
BLOOD	ENSG00000111445	RFC5	30
