tissue	ensembl	gene_symbol	clust
AOR	ENSG00000108379	WNT3	64
AOR	ENSG00000120071	KANSL1	64
AOR	ENSG00000185829	ARL17A	64
AOR	ENSG00000280022	RP11-707O23.1	64
AOR	ENSG00000204650	CRHR1-IT1	64
AOR	ENSG00000214425	LRRC37A4P	64
AOR	ENSG00000238083	LRRC37A2	64
AOR	ENSG00000264057	RP11-583F2.1	64
AOR	ENSG00000263503	RP11-707O23.5	64
AOR	ENSG00000214401	KANSL1-AS1	64
BLOOD	ENSG00000214425	LRRC37A4P	64
BLOOD	ENSG00000238083	LRRC37A2	64
BLOOD	ENSG00000263503	RP11-707O23.5	64
BLOOD	ENSG00000214401	KANSL1-AS1	64
LIV	ENSG00000185829	ARL17A	64
LIV	ENSG00000158683	PKD1L1	64
LIV	ENSG00000280022	RP11-707O23.1	64
LIV	ENSG00000175868	CALCB	64
LIV	ENSG00000186919	ZACN	64
LIV	ENSG00000214425	LRRC37A4P	64
LIV	ENSG00000278576	RP11-507K2.6	64
LIV	ENSG00000234684	SDCBP2-AS1	64
LIV	ENSG00000238083	LRRC37A2	64
LIV	ENSG00000230177	RP5-1112D6.4	64
LIV	ENSG00000262185	RP11-462G12.1	64
LIV	ENSG00000260552	RP11-49I11.1	64
LIV	ENSG00000253972	RP11-4K16.2	64
LIV	ENSG00000214401	KANSL1-AS1	64
LIV	ENSG00000264070	DND1P1	64
LIV	ENSG00000262881	RP11-669E14.4	64
LIV	ENSG00000229547	UBE2DNL	64
LIV	ENSG00000277030	MIR8071-2	64
LIV	ENSG00000274883	Metazoa_SRP	64
LIV	ENSG00000270813	NANOGNBP3	64
LIV	ENSG00000233445	RPL17P11	64
LIV	ENSG00000262539	RP11-259G18.3	64
LIV	ENSG00000237857	RP11-435O5.2	64
LIV	ENSG00000263321	RP11-388C12.5	64
MAM	ENSG00000108379	WNT3	64
MAM	ENSG00000120071	KANSL1	64
MAM	ENSG00000185829	ARL17A	64
MAM	ENSG00000280022	RP11-707O23.1	64
MAM	ENSG00000204650	CRHR1-IT1	64
MAM	ENSG00000214425	LRRC37A4P	64
MAM	ENSG00000238083	LRRC37A2	64
MAM	ENSG00000264057	RP11-583F2.1	64
MAM	ENSG00000263503	RP11-707O23.5	64
MAM	ENSG00000214401	KANSL1-AS1	64
SF	ENSG00000204650	CRHR1-IT1	64
SF	ENSG00000214425	LRRC37A4P	64
SF	ENSG00000238083	LRRC37A2	64
SF	ENSG00000263503	RP11-707O23.5	64
SF	ENSG00000214401	KANSL1-AS1	64
SKLM	ENSG00000280022	RP11-707O23.1	64
SKLM	ENSG00000204650	CRHR1-IT1	64
SKLM	ENSG00000214425	LRRC37A4P	64
SKLM	ENSG00000263503	RP11-707O23.5	64
SKLM	ENSG00000214401	KANSL1-AS1	64
SKLM	ENSG00000264070	DND1P1	64
SKLM	ENSG00000262539	RP11-259G18.3	64
VAF	ENSG00000280022	RP11-707O23.1	64
VAF	ENSG00000204650	CRHR1-IT1	64
VAF	ENSG00000214425	LRRC37A4P	64
VAF	ENSG00000238083	LRRC37A2	64
VAF	ENSG00000264057	RP11-583F2.1	64
VAF	ENSG00000263503	RP11-707O23.5	64
VAF	ENSG00000265218	RP11-927P21.1	64
VAF	ENSG00000214401	KANSL1-AS1	64
VAF	ENSG00000264070	DND1P1	64
VAF	ENSG00000262539	RP11-259G18.3	64
VAF	ENSG00000282774	AC126544.4	64
