tissue	ensembl	gene_symbol	clust
SKLM	ENSG00000242588	RP11-274B21.14	192
SKLM	ENSG00000114391	RPL24	192
SKLM	ENSG00000233954	UQCRHL	192
SKLM	ENSG00000260583	AP000223.42	192
SKLM	ENSG00000115541	HSPE1	192
SKLM	ENSG00000109919	MTCH2	192
SKLM	ENSG00000136810	TXN	192
SKLM	ENSG00000161970	RPL26	192
SKLM	ENSG00000111639	MRPL51	192
SKLM	ENSG00000150459	SAP18	192
SKLM	ENSG00000235904	RBMS3-AS3	192
SKLM	ENSG00000233461	RP11-295G20.2	192
SKLM	ENSG00000023572	GLRX2	192
SKLM	ENSG00000112081	SRSF3	192
SKLM	ENSG00000105058	FAM32A	192
SKLM	ENSG00000051620	HEBP2	192
SKLM	ENSG00000119013	NDUFB3	192
SKLM	ENSG00000119705	SLIRP	192
SKLM	ENSG00000165264	NDUFB6	192
SKLM	ENSG00000118292	C1orf54	192
SKLM	ENSG00000188243	COMMD6	192
SKLM	ENSG00000232119	MCTS1	192
SKLM	ENSG00000132432	SEC61G	192
SKLM	ENSG00000255135	RP11-111M22.3	192
SKLM	ENSG00000242759	LINC00882	192
SKLM	ENSG00000114023	FAM162A	192
SKLM	ENSG00000172339	ALG14	192
SKLM	ENSG00000145425	RPS3A	192
SKLM	ENSG00000115484	CCT4	192
SKLM	ENSG00000138777	PPA2	192
SKLM	ENSG00000008324	SS18L2	192
SKLM	ENSG00000151353	TMEM18	192
SKLM	ENSG00000122026	RPL21	192
SKLM	ENSG00000151500	THYN1	192
SKLM	ENSG00000140612	SEC11A	192
SKLM	ENSG00000100209	HSCB	192
SKLM	ENSG00000146425	DYNLT1	192
SKLM	ENSG00000070010	UFD1L	192
SKLM	ENSG00000150456	N6AMT2	192
SKLM	ENSG00000243147	MRPL33	192
SKLM	ENSG00000129657	SEC14L1	192
SKLM	ENSG00000159433	STARD9	192
SKLM	ENSG00000163584	RPL22L1	192
SKLM	ENSG00000169490	TM2D2	192
SKLM	ENSG00000118181	RPS25	192
SKLM	ENSG00000243302	RP11-274B21.2	192
SKLM	ENSG00000176386	CDC26	192
SKLM	ENSG00000138326	RPS24	192
SKLM	ENSG00000162804	SNED1	192
SKLM	ENSG00000118680	MYL12B	192
SKLM	ENSG00000124172	ATP5E	192
SKLM	ENSG00000125691	RPL23	192
SKLM	ENSG00000160305	DIP2A	192
SKLM	ENSG00000129460	NGDN	192
SKLM	ENSG00000112110	MRPL18	192
SKLM	ENSG00000131368	MRPS25	192
SKLM	ENSG00000109475	RPL34	192
SKLM	ENSG00000170515	PA2G4	192
SKLM	ENSG00000082515	MRPL22	192
SKLM	ENSG00000086589	RBM22	192
SKLM	ENSG00000214331	RP11-252A24.2	192
SKLM	ENSG00000106615	RHEB	192
SKLM	ENSG00000154723	ATP5J	192
SKLM	ENSG00000145741	BTF3	192
SKLM	ENSG00000177868	SVBP	192
SKLM	ENSG00000125037	EMC3	192
SKLM	ENSG00000103707	MTFMT	192
SKLM	ENSG00000251580	RP11-539L10.3	192
SKLM	ENSG00000109390	NDUFC1	192
SKLM	ENSG00000278845	MRPL45	192
SKLM	ENSG00000113734	BNIP1	192
SKLM	ENSG00000127920	GNG11	192
SKLM	ENSG00000143947	RPS27A	192
SKLM	ENSG00000135211	TMEM60	192
SKLM	ENSG00000170899	GSTA4	192
SKLM	ENSG00000148444	COMMD3	192
SKLM	ENSG00000182518	FAM104B	192
SKLM	ENSG00000204220	PFDN6	192
SKLM	ENSG00000151366	NDUFC2	192
SKLM	ENSG00000143158	MPC2	192
SKLM	ENSG00000143222	UFC1	192
SKLM	ENSG00000245910	SNHG6	192
SKLM	ENSG00000254505	CHMP4A	192
SKLM	ENSG00000167863	ATP5H	192
SKLM	ENSG00000071082	RPL31	192
SKLM	ENSG00000163319	MRPS18C	192
SKLM	ENSG00000103121	CMC2	192
SKLM	ENSG00000204954	C12orf73	192
SKLM	ENSG00000169246	NPIPB3	192
SKLM	ENSG00000164167	LSM6	192
SKLM	ENSG00000155368	DBI	192
SKLM	ENSG00000164919	COX6C	192
SKLM	ENSG00000138175	ARL3	192
SKLM	ENSG00000144029	MRPS5	192
SKLM	ENSG00000256894	RP11-283G6.3	192
SKLM	ENSG00000243317	C7orf73	192
SKLM	ENSG00000186468	RPS23	192
SKLM	ENSG00000254093	PINX1	192
SKLM	ENSG00000163528	CHCHD4	192
SKLM	ENSG00000185651	UBE2L3	192
SKLM	ENSG00000163170	BOLA3	192
SKLM	ENSG00000267321	RP11-1094M14.11	192
SKLM	ENSG00000215039	CD27-AS1	192
SKLM	ENSG00000177410	ZFAS1	192
SKLM	ENSG00000037241	RPL26L1	192
SKLM	ENSG00000184277	TM2D3	192
SKLM	ENSG00000165629	ATP5C1	192
SKLM	ENSG00000120656	TAF12	192
SKLM	ENSG00000087884	AAMDC	192
SKLM	ENSG00000140319	SRP14	192
SKLM	ENSG00000075142	SRI	192
SKLM	ENSG00000188010	MORN2	192
SKLM	ENSG00000112941	PAPD7	192
SKLM	ENSG00000088766	CRLS1	192
SKLM	ENSG00000168646	AXIN2	192
SKLM	ENSG00000113811	SELK	192
SKLM	ENSG00000117632	STMN1	192
SKLM	ENSG00000184752	NDUFA12	192
SKLM	ENSG00000258675	RP11-299L17.3	192
VAF	ENSG00000279349	RP11-147G7.3	192
VAF	ENSG00000262497	FAM187B2P	192
VAF	ENSG00000204174	NPY4R	192
