tissue	ensembl	gene_symbol	clust
LIV	ENSG00000005100	DHX33	32
LIV	ENSG00000123191	ATP7B	32
LIV	ENSG00000116830	TTF2	32
LIV	ENSG00000073464	CLCN4	32
LIV	ENSG00000100393	EP300	32
LIV	ENSG00000100201	DDX17	32
LIV	ENSG00000242588	RP11-274B21.14	32
LIV	ENSG00000146950	SHROOM2	32
LIV	ENSG00000149177	PTPRJ	32
LIV	ENSG00000259366	CTD-2647L4.4	32
LIV	ENSG00000198722	UNC13B	32
LIV	ENSG00000120071	KANSL1	32
LIV	ENSG00000160007	ARHGAP35	32
LIV	ENSG00000168014	C2CD3	32
LIV	ENSG00000157212	PAXIP1	32
LIV	ENSG00000167528	ZNF641	32
LIV	ENSG00000163872	YEATS2	32
LIV	ENSG00000064419	TNPO3	32
LIV	ENSG00000074054	CLASP1	32
LIV	ENSG00000185219	ZNF445	32
LIV	ENSG00000178385	PLEKHM3	32
LIV	ENSG00000186566	GPATCH8	32
LIV	ENSG00000232043	RP4-530I15.9	32
LIV	ENSG00000154767	XPC	32
LIV	ENSG00000240970	RPL23AP64	32
LIV	ENSG00000124942	AHNAK	32
LIV	ENSG00000084112	SSH1	32
LIV	ENSG00000133059	DSTYK	32
LIV	ENSG00000188786	MTF1	32
LIV	ENSG00000258461	RP11-164J13.1	32
LIV	ENSG00000183579	ZNRF3	32
LIV	ENSG00000101825	MXRA5	32
LIV	ENSG00000011007	TCEB3	32
LIV	ENSG00000078699	CBFA2T2	32
LIV	ENSG00000263001	GTF2I	32
LIV	ENSG00000102921	N4BP1	32
LIV	ENSG00000107554	DNMBP	32
LIV	ENSG00000082805	ERC1	32
LIV	ENSG00000103657	HERC1	32
LIV	ENSG00000119638	NEK9	32
LIV	ENSG00000048707	VPS13D	32
LIV	ENSG00000179981	TSHZ1	32
LIV	ENSG00000278864	RP11-45M22.2	32
LIV	ENSG00000171467	ZNF318	32
LIV	ENSG00000159023	EPB41	32
LIV	ENSG00000185722	ANKFY1	32
LIV	ENSG00000120451	SNX19	32
LIV	ENSG00000112624	GLTSCR1L	32
LIV	ENSG00000162105	SHANK2	32
LIV	ENSG00000271601	LIX1L	32
LIV	ENSG00000155592	ZKSCAN2	32
LIV	ENSG00000009335	UBE3C	32
LIV	ENSG00000163125	RPRD2	32
LIV	ENSG00000183309	ZNF623	32
LIV	ENSG00000232546	RP11-458F8.1	32
LIV	ENSG00000223473	GS1-124K5.3	32
LIV	ENSG00000136861	CDK5RAP2	32
LIV	ENSG00000143614	GATAD2B	32
LIV	ENSG00000174231	PRPF8	32
LIV	ENSG00000183495	EP400	32
LIV	ENSG00000177000	MTHFR	32
LIV	ENSG00000183826	BTBD9	32
LIV	ENSG00000068097	HEATR6	32
LIV	ENSG00000151276	MAGI1	32
LIV	ENSG00000279059	RP11-257O5.2	32
LIV	ENSG00000163945	UVSSA	32
LIV	ENSG00000164715	LMTK2	32
LIV	ENSG00000146858	ZC3HAV1L	32
