tissue	ensembl	gene_symbol	clust
AOR	ENSG00000267422	CTD-2554C21.1	123
BLOOD	ENSG00000203780	FANK1	123
BLOOD	ENSG00000166169	POLL	123
BLOOD	ENSG00000129355	CDKN2D	123
BLOOD	ENSG00000180537	RNF182	123
BLOOD	ENSG00000130830	MPP1	123
BLOOD	ENSG00000171984	C20orf196	123
BLOOD	ENSG00000136938	ANP32B	123
BLOOD	ENSG00000167880	EVPL	123
BLOOD	ENSG00000179632	MAF1	123
BLOOD	ENSG00000126432	PRDX5	123
BLOOD	ENSG00000185262	UBALD2	123
BLOOD	ENSG00000159335	PTMS	123
BLOOD	ENSG00000173926	MARCH3	123
BLOOD	ENSG00000230615	RP5-1198O20.4	123
BLOOD	ENSG00000159352	PSMD4	123
BLOOD	ENSG00000261349	RP3-465N24.5	123
BLOOD	ENSG00000167992	VWCE	123
BLOOD	ENSG00000153814	JAZF1	123
BLOOD	ENSG00000126267	COX6B1	123
BLOOD	ENSG00000236753	MKLN1-AS	123
BLOOD	ENSG00000123240	OPTN	123
BLOOD	ENSG00000004700	RECQL	123
BLOOD	ENSG00000123349	PFDN5	123
BLOOD	ENSG00000065427	KARS	123
BLOOD	ENSG00000178752	FAM132B	123
BLOOD	ENSG00000121104	FAM117A	123
BLOOD	ENSG00000156639	ZFAND3	123
BLOOD	ENSG00000175931	UBE2O	123
BLOOD	ENSG00000175166	PSMD2	123
BLOOD	ENSG00000104904	OAZ1	123
BLOOD	ENSG00000079308	TNS1	123
BLOOD	ENSG00000166171	DPCD	123
BLOOD	ENSG00000172057	ORMDL3	123
BLOOD	ENSG00000182324	KCNJ14	123
BLOOD	ENSG00000226608	FTLP3	123
BLOOD	ENSG00000137460	FHDC1	123
BLOOD	ENSG00000157216	SSBP3	123
BLOOD	ENSG00000179914	ITLN1	123
BLOOD	ENSG00000198805	PNP	123
BLOOD	ENSG00000104903	LYL1	123
BLOOD	ENSG00000127540	UQCR11	123
BLOOD	ENSG00000214517	PPME1	123
BLOOD	ENSG00000100558	PLEK2	123
BLOOD	ENSG00000141469	SLC14A1	123
BLOOD	ENSG00000086232	EIF2AK1	123
BLOOD	ENSG00000132471	WBP2	123
BLOOD	ENSG00000109927	TECTA	123
BLOOD	ENSG00000148218	ALAD	123
BLOOD	ENSG00000042062	FAM65C	123
BLOOD	ENSG00000172336	POP7	123
BLOOD	ENSG00000221983	UBA52	123
BLOOD	ENSG00000087086	FTL	123
BLOOD	ENSG00000167994	RAB3IL1	123
BLOOD	ENSG00000254473	RP11-522I20.3	123
BLOOD	ENSG00000111339	ART4	123
BLOOD	ENSG00000178719	GRINA	123
BLOOD	ENSG00000170271	FAXDC2	123
