tissue	ensembl	gene_symbol	clust
BLOOD	ENSG00000130749	ZC3H4	184
BLOOD	ENSG00000109066	TMEM104	184
BLOOD	ENSG00000100299	ARSA	184
BLOOD	ENSG00000157353	FUK	184
BLOOD	ENSG00000106009	BRAT1	184
BLOOD	ENSG00000188761	BCL2L15	184
BLOOD	ENSG00000159792	PSKH1	184
BLOOD	ENSG00000030110	BAK1	184
BLOOD	ENSG00000088808	PPP1R13B	184
BLOOD	ENSG00000107331	ABCA2	184
BLOOD	ENSG00000185813	PCYT2	184
BLOOD	ENSG00000069998	CECR5	184
BLOOD	ENSG00000127418	FGFRL1	184
BLOOD	ENSG00000125912	NCLN	184
BLOOD	ENSG00000163795	ZNF513	184
BLOOD	ENSG00000169220	RGS14	184
BLOOD	ENSG00000168005	C11orf84	184
BLOOD	ENSG00000182858	ALG12	184
BLOOD	ENSG00000105755	ETHE1	184
BLOOD	ENSG00000168060	NAALADL1	184
BLOOD	ENSG00000187954	CYHR1	184
BLOOD	ENSG00000174004	NRROS	184
BLOOD	ENSG00000100304	TTLL12	184
BLOOD	ENSG00000100577	GSTZ1	184
BLOOD	ENSG00000107404	DVL1	184
BLOOD	ENSG00000125089	SH3TC1	184
BLOOD	ENSG00000155959	VBP1	184
BLOOD	ENSG00000262919	FAM58A	184
BLOOD	ENSG00000136856	SLC2A8	184
BLOOD	ENSG00000185504	FAAP100	184
BLOOD	ENSG00000132361	CLUH	184
BLOOD	ENSG00000176248	ANAPC2	184
BLOOD	ENSG00000170779	CDCA4	184
BLOOD	ENSG00000138172	CALHM2	184
BLOOD	ENSG00000100427	MLC1	184
BLOOD	ENSG00000116205	TCEANC2	184
BLOOD	ENSG00000224796	RPL32P1	184
BLOOD	ENSG00000148334	PTGES2	184
BLOOD	ENSG00000258289	CHURC1	184
BLOOD	ENSG00000197362	ZNF786	184
BLOOD	ENSG00000078808	SDF4	184
BLOOD	ENSG00000228903	RASA4CP	184
BLOOD	ENSG00000132740	IGHMBP2	184
BLOOD	ENSG00000067191	CACNB1	184
BLOOD	ENSG00000169957	ZNF768	184
BLOOD	ENSG00000138834	MAPK8IP3	184
BLOOD	ENSG00000173264	GPR137	184
BLOOD	ENSG00000188522	FAM83G	184
BLOOD	ENSG00000139722	VPS37B	184
BLOOD	ENSG00000127415	IDUA	184
BLOOD	ENSG00000198715	GLMP	184
BLOOD	ENSG00000025770	NCAPH2	184
BLOOD	ENSG00000062370	ZNF112	184
BLOOD	ENSG00000183684	ALYREF	184
BLOOD	ENSG00000134824	FADS2	184
BLOOD	ENSG00000041880	PARP3	184
BLOOD	ENSG00000182979	MTA1	184
BLOOD	ENSG00000160392	C19orf47	184
BLOOD	ENSG00000105426	PTPRS	184
BLOOD	ENSG00000114767	RRP9	184
BLOOD	ENSG00000213398	LCAT	184
BLOOD	ENSG00000100084	HIRA	184
BLOOD	ENSG00000116685	KIAA2013	184
BLOOD	ENSG00000133250	ZNF414	184
BLOOD	ENSG00000181135	ZNF707	184
BLOOD	ENSG00000123154	WDR83	184
BLOOD	ENSG00000105298	CACTIN	184
BLOOD	ENSG00000140398	NEIL1	184
BLOOD	ENSG00000142330	CAPN10	184
BLOOD	ENSG00000173153	ESRRA	184
BLOOD	ENSG00000187051	RPS19BP1	184
BLOOD	ENSG00000090447	TFAP4	184
BLOOD	ENSG00000067840	PDZD4	184
BLOOD	ENSG00000167972	ABCA3	184
BLOOD	ENSG00000279880	RP11-855A2.2	184
BLOOD	ENSG00000148832	PAOX	184
BLOOD	ENSG00000100425	BRD1	184
BLOOD	ENSG00000165684	SNAPC4	184
BLOOD	ENSG00000090581	GNPTG	184
BLOOD	ENSG00000106330	MOSPD3	184
BLOOD	ENSG00000161835	GRASP	184
BLOOD	ENSG00000125676	THOC2	184
BLOOD	ENSG00000175611	LINC00476	184
BLOOD	ENSG00000123064	DDX54	184
BLOOD	ENSG00000163517	HDAC11	184
BLOOD	ENSG00000188986	NELFB	184
BLOOD	ENSG00000277476	RP11-147L13.13	184
BLOOD	ENSG00000238164	RP3-395M20.8	184
BLOOD	ENSG00000185049	NELFA	184
BLOOD	ENSG00000130511	SSBP4	184
BLOOD	ENSG00000276728	AC142472.6	184
BLOOD	ENSG00000176485	PLA2G16	184
