tissue	ensembl	gene_symbol	clust
AOR	ENSG00000241945	PWP2	157
AOR	ENSG00000260219	RP11-347C12.10	157
AOR	ENSG00000280071	CH507-9B2.3	157
AOR	ENSG00000275464	CH507-9B2.5	157
AOR	ENSG00000266680	RP5-1148A21.3	157
AOR	ENSG00000280433	CH507-9B2.9	157
BLOOD	ENSG00000241945	PWP2	157
BLOOD	ENSG00000275464	CH507-9B2.5	157
BLOOD	ENSG00000160221	C21orf33	157
LIV	ENSG00000241945	PWP2	157
LIV	ENSG00000280071	CH507-9B2.3	157
LIV	ENSG00000275464	CH507-9B2.5	157
LIV	ENSG00000280433	CH507-9B2.9	157
LIV	ENSG00000261253	AC137932.6	157
LIV	ENSG00000160221	C21orf33	157
LIV	ENSG00000276995	RP11-321A17.6	157
LIV	ENSG00000266733	TBC1D29	157
LIV	ENSG00000140527	WDR93	157
LIV	ENSG00000276830	MIR6730	157
LIV	ENSG00000271040	RP5-933K21.3	157
LIV	ENSG00000235098	ANKRD65	157
LIV	ENSG00000070388	FGF22	157
LIV	ENSG00000270409	RP11-44D5.1	157
MAM	ENSG00000241945	PWP2	157
MAM	ENSG00000280071	CH507-9B2.3	157
MAM	ENSG00000275464	CH507-9B2.5	157
MAM	ENSG00000280433	CH507-9B2.9	157
MAM	ENSG00000160221	C21orf33	157
SF	ENSG00000241945	PWP2	157
SF	ENSG00000275464	CH507-9B2.5	157
SF	ENSG00000160221	C21orf33	157
SKLM	ENSG00000241945	PWP2	157
SKLM	ENSG00000280071	CH507-9B2.3	157
SKLM	ENSG00000275464	CH507-9B2.5	157
SKLM	ENSG00000160221	C21orf33	157
VAF	ENSG00000241945	PWP2	157
VAF	ENSG00000280071	CH507-9B2.3	157
VAF	ENSG00000275464	CH507-9B2.5	157
VAF	ENSG00000160221	C21orf33	157
