tissue	ensembl	gene_symbol	clust
AOR	ENSG00000231475	IGHV4-31	215
AOR	ENSG00000239951	IGKV3-20	215
AOR	ENSG00000253755	IGHGP	215
AOR	ENSG00000035720	STAP1	215
AOR	ENSG00000115884	SDC1	215
AOR	ENSG00000211663	IGLV3-19	215
AOR	ENSG00000243466	IGKV1-5	215
AOR	ENSG00000211666	IGLV2-14	215
AOR	ENSG00000105369	CD79A	215
AOR	ENSG00000143297	FCRL5	215
AOR	ENSG00000244437	IGKV3-15	215
AOR	ENSG00000211890	IGHA2	215
AOR	ENSG00000211946	IGHV3-20	215
AOR	ENSG00000211935	IGHV1-3	215
AOR	ENSG00000211956	IGHV4-34	215
AOR	ENSG00000211941	IGHV3-11	215
AOR	ENSG00000211966	IGHV5-51	215
AOR	ENSG00000211937	IGHV2-5	215
AOR	ENSG00000240041	IGHJ4	215
AOR	ENSG00000239855	IGKV1-6	215
AOR	ENSG00000211662	IGLV3-21	215
AOR	ENSG00000189233	NUGGC	215
AOR	ENSG00000280411	IGHV1-69-2	215
AOR	ENSG00000211651	IGLV1-44	215
AOR	ENSG00000211897	IGHG3	215
AOR	ENSG00000211955	IGHV3-33	215
AOR	ENSG00000278196	IGLV2-8	215
AOR	ENSG00000211660	IGLV2-23	215
AOR	ENSG00000282651	CH17-224D4.2	215
AOR	ENSG00000211892	IGHG4	215
AOR	ENSG00000211951	IGHV2-26	215
AOR	ENSG00000211637	IGLV4-69	215
AOR	ENSG00000230006	ANKRD36BP2	215
AOR	ENSG00000244575	IGKV1-27	215
AOR	ENSG00000187323	DCC	215
AOR	ENSG00000211950	IGHV1-24	215
AOR	ENSG00000270550	IGHV3-30	215
AOR	ENSG00000211648	IGLV1-47	215
AOR	ENSG00000211949	IGHV3-23	215
AOR	ENSG00000255733	IFNG-AS1	215
AOR	ENSG00000224373	IGHV4-59	215
AOR	ENSG00000170476	MZB1	215
AOR	ENSG00000211644	IGLV1-51	215
AOR	ENSG00000211659	IGLV3-25	215
AOR	ENSG00000211964	IGHV3-48	215
AOR	ENSG00000211642	IGLV10-54	215
AOR	ENSG00000232216	IGHV3-43	215
AOR	ENSG00000211668	IGLV2-11	215
AOR	ENSG00000211965	IGHV3-49	215
AOR	ENSG00000240864	IGKV1-16	215
AOR	ENSG00000211673	IGLV3-1	215
AOR	ENSG00000211592	IGKC	215
AOR	ENSG00000282639	CH17-224D4.1	215
AOR	ENSG00000099958	DERL3	215
AOR	ENSG00000211640	IGLV6-57	215
AOR	ENSG00000211896	IGHG1	215
AOR	ENSG00000211900	IGHJ6	215
AOR	ENSG00000211943	IGHV3-15	215
AOR	ENSG00000169435	RASSF6	215
AOR	ENSG00000211947	IGHV3-21	215
AOR	ENSG00000211967	IGHV3-53	215
AOR	ENSG00000211676	IGLJ2	215
AOR	ENSG00000226777	KIAA0125	215
AOR	ENSG00000211677	IGLC2	215
AOR	ENSG00000276775	IGHV4-4	215
AOR	ENSG00000211893	IGHG2	215
AOR	ENSG00000211976	IGHV3-73	215
AOR	ENSG00000211679	IGLC3	215
AOR	ENSG00000243238	IGKV2-30	215
AOR	ENSG00000211593	IGKJ5	215
AOR	ENSG00000225698	IGHV3-72	215
AOR	ENSG00000156738	MS4A1	215
AOR	ENSG00000211638	IGLV8-61	215
AOR	ENSG00000211938	IGHV3-7	215
AOR	ENSG00000211895	IGHA1	215
AOR	ENSG00000211962	IGHV1-46	215
AOR	ENSG00000211678	IGLJ3	215
AOR	ENSG00000241351	IGKV3-11	215
AOR	ENSG00000211934	IGHV1-2	215
AOR	ENSG00000241294	IGKV2-24	215
AOR	ENSG00000211899	IGHM	215
AOR	ENSG00000110777	POU2AF1	215
AOR	ENSG00000211945	IGHV1-18	215
AOR	ENSG00000211933	IGHV6-1	215
AOR	ENSG00000211598	IGKV4-1	215
AOR	ENSG00000211669	IGLV3-10	215
AOR	ENSG00000224650	IGHV3-74	215
AOR	ENSG00000211653	IGLV1-40	215
AOR	ENSG00000102096	PIM2	215
AOR	ENSG00000211959	IGHV4-39	215
AOR	ENSG00000137265	IRF4	215
AOR	ENSG00000211942	IGHV3-13	215
AOR	ENSG00000240382	IGKV1-17	215
AOR	ENSG00000132465	JCHAIN	215
LIV	ENSG00000180389	ATP5EP2	215
LIV	ENSG00000282651	CH17-224D4.2	215
LIV	ENSG00000282639	CH17-224D4.1	215
SF	ENSG00000108375	RNF43	215
SF	ENSG00000254154	RP4-798P15.3	215
SF	ENSG00000236200	KDM4A-AS1	215
SF	ENSG00000172476	RAB40A	215
SF	ENSG00000272305	RP11-894J14.5	215
