tissue	ensembl	gene_symbol	clust
AOR	ENSG00000145242	EPHA5	217
AOR	ENSG00000203780	FANK1	217
AOR	ENSG00000259628	RP11-467H10.2	217
AOR	ENSG00000187134	AKR1C1	217
AOR	ENSG00000167992	VWCE	217
AOR	ENSG00000176788	BASP1	217
AOR	ENSG00000120158	RCL1	217
AOR	ENSG00000196569	LAMA2	217
AOR	ENSG00000160716	CHRNB2	217
AOR	ENSG00000092621	PHGDH	217
AOR	ENSG00000261103	RP11-298D21.3	217
AOR	ENSG00000177721	ANXA2R	217
AOR	ENSG00000267787	RP11-35G9.5	217
AOR	ENSG00000063761	ADCK1	217
AOR	ENSG00000111291	GPRC5D	217
AOR	ENSG00000165935	SMCO2	217
AOR	ENSG00000101019	UQCC1	217
AOR	ENSG00000255435	RP11-770J1.3	217
AOR	ENSG00000151164	RAD9B	217
AOR	ENSG00000102174	PHEX	217
AOR	ENSG00000228223	HCG11	217
AOR	ENSG00000229780	UBE2Q1-AS1	217
AOR	ENSG00000171448	ZBTB26	217
AOR	ENSG00000115474	KCNJ13	217
AOR	ENSG00000266283	RP11-627G18.1	217
AOR	ENSG00000172785	CBWD1	217
AOR	ENSG00000215386	MIR99AHG	217
AOR	ENSG00000170837	GPR27	217
AOR	ENSG00000236549	AC079807.3	217
AOR	ENSG00000256339	RP11-233G1.4	217
AOR	ENSG00000260228	RP11-483P21.2	217
AOR	ENSG00000029639	TFB1M	217
AOR	ENSG00000117834	SLC5A9	217
AOR	ENSG00000005302	MSL3	217
AOR	ENSG00000182771	GRID1	217
AOR	ENSG00000141505	ASGR1	217
AOR	ENSG00000130055	GDPD2	217
AOR	ENSG00000254582	PSMA2P1	217
AOR	ENSG00000241479	RP11-641D5.2	217
AOR	ENSG00000178222	RNF212	217
AOR	ENSG00000263400	TMEM220-AS1	217
AOR	ENSG00000165806	CASP7	217
AOR	ENSG00000176054	RPL23P2	217
AOR	ENSG00000263155	MYZAP	217
AOR	ENSG00000223343	RP13-131K19.2	217
AOR	ENSG00000158764	ITLN2	217
AOR	ENSG00000143512	HHIPL2	217
AOR	ENSG00000170293	CMTM8	217
AOR	ENSG00000102010	BMX	217
AOR	ENSG00000149485	FADS1	217
AOR	ENSG00000274317	RP11-93G5.1	217
AOR	ENSG00000230333	AC004538.3	217
AOR	ENSG00000176749	CDK5R1	217
AOR	ENSG00000166450	PRTG	217
AOR	ENSG00000260400	RP11-119F7.5	217
AOR	ENSG00000204920	ZNF155	217
AOR	ENSG00000143631	FLG	217
AOR	ENSG00000222011	FAM185A	217
AOR	ENSG00000278255	RP1-53O8.2	217
AOR	ENSG00000134962	KLB	217
AOR	ENSG00000128422	KRT17	217
AOR	ENSG00000160602	NEK8	217
AOR	ENSG00000221886	ZBED8	217
AOR	ENSG00000188916	FAM196A	217
AOR	ENSG00000272789	RP11-286H15.1	217
AOR	ENSG00000127903	ZNF835	217
AOR	ENSG00000198039	ZNF273	217
AOR	ENSG00000005513	SOX8	217
AOR	ENSG00000246323	RP11-325L7.1	217
AOR	ENSG00000232630	PRPS1P2	217
AOR	ENSG00000279968	GVQW2	217
AOR	ENSG00000033122	LRRC7	217
AOR	ENSG00000082146	STRADB	217
AOR	ENSG00000211818	TRAV39	217
AOR	ENSG00000134539	KLRD1	217
AOR	ENSG00000135111	TBX3	217
AOR	ENSG00000153107	ANAPC1	217
AOR	ENSG00000188931	CFAP126	217
AOR	ENSG00000267724	RP11-49K24.8	217
AOR	ENSG00000111186	WNT5B	217
AOR	ENSG00000196396	PTPN1	217
AOR	ENSG00000171291	ZNF439	217
AOR	ENSG00000231298	LINC00704	217
AOR	ENSG00000275905	KB-1433G4.1	217
AOR	ENSG00000232284	GNG12-AS1	217
AOR	ENSG00000204241	RP11-713P17.3	217
AOR	ENSG00000139174	PRICKLE1	217
AOR	ENSG00000162552	WNT4	217
AOR	ENSG00000231616	RP11-575L7.4	217
AOR	ENSG00000144230	GPR17	217
AOR	ENSG00000198546	ZNF511	217
AOR	ENSG00000151665	PIGF	217
AOR	ENSG00000245534	RORA-AS1	217
AOR	ENSG00000184619	KRBA2	217
AOR	ENSG00000077935	SMC1B	217
