ensembl	tissue	gene	P	FDR
ENSG00000162772	MAM	ATF3	2.03E-304	3.53E-304
ENSG00000144655	MAM	CSRNP1	2.03E-304	3.53E-304
ENSG00000120738	MAM	EGR1	2.03E-304	3.53E-304
ENSG00000122877	MAM	EGR2	2.03E-304	3.53E-304
ENSG00000179388	MAM	EGR3	2.03E-304	3.53E-304
ENSG00000170345	MAM	FOS	2.03E-304	3.53E-304
ENSG00000125740	MAM	FOSB	2.03E-304	3.53E-304
ENSG00000075426	MAM	FOSL2	2.03E-304	3.53E-304
ENSG00000177606	MAM	JUN	2.03E-304	3.53E-304
ENSG00000171223	MAM	JUNB	2.03E-304	3.53E-304
ENSG00000130522	MAM	JUND	2.03E-304	3.53E-304
ENSG00000127528	MAM	KLF2	2.03E-304	3.53E-304
ENSG00000136826	MAM	KLF4	2.03E-304	3.53E-304
ENSG00000186594	MAM	MIR22HG	2.03E-304	3.53E-304
ENSG00000123358	MAM	NR4A1	2.03E-304	3.53E-304
ENSG00000153234	MAM	NR4A2	2.03E-304	3.53E-304
ENSG00000119508	MAM	NR4A3	2.03E-304	3.53E-304
ENSG00000087074	MAM	PPP1R15A	2.03E-304	3.53E-304
ENSG00000155090	MAM	KLF10	1.58E-275	2.66E-275
ENSG00000221869	MAM	CEBPD	1.64E-226	2.64E-226
ENSG00000134107	MAM	BHLHE40	9.45E-218	1.51E-217
ENSG00000060138	MAM	YBX3	0.10358	0.10434
