ensembl	tissue	gene	P	FDR
ENSG00000239713	SF	APOBEC3G	2.03E-304	3.53E-304
ENSG00000204252	SF	HLA-DOA	2.03E-304	3.53E-304
ENSG00000172543	SF	CTSW	2.03E-304	3.53E-304
ENSG00000167984	SF	NLRC3	2.03E-304	3.53E-304
ENSG00000163508	SF	EOMES	2.03E-304	3.53E-304
ENSG00000161405	SF	IKZF3	2.03E-304	3.53E-304
ENSG00000160856	SF	FCRL3	2.03E-304	3.53E-304
ENSG00000146285	SF	SCML4	2.03E-304	3.53E-304
ENSG00000138795	SF	LEF1	2.03E-304	3.53E-304
ENSG00000134539	SF	KLRD1	2.03E-304	3.53E-304
ENSG00000127152	SF	BCL11B	2.03E-304	3.53E-304
ENSG00000124203	SF	ZNF831	2.03E-304	3.53E-304
ENSG00000115523	SF	GNLY	2.03E-304	3.53E-304
ENSG00000079263	SF	SP140	2.03E-304	3.53E-304
ENSG00000073861	SF	TBX21	2.03E-304	3.53E-304
ENSG00000020633	SF	RUNX3	2.03E-304	3.53E-304
ENSG00000009790	SF	TRAF3IP3	2.03E-304	3.53E-304
ENSG00000176083	SF	ZNF683	3.72E-207	5.92E-207
ENSG00000269404	SF	SPIB	8.31E-99	1.17E-98
ENSG00000143185	SF	XCL2	5.45E-58	7.06E-58
ENSG00000241106	SF	HLA-DOB	4.98E-43	6.20E-43
ENSG00000226025	SF	LGALS17A	3.21E-32	3.86E-32
ENSG00000134539	VAF	KLRD1	6.29E-11	6.88E-11
ENSG00000226025	VAF	LGALS17A	7.55E-09	8.13E-09
ENSG00000146250	LIV	PRSS35	1.83E-08	1.96E-08
ENSG00000172197	LIV	MBOAT1	5.7216E-06	6.0169E-06
