ensembl	tissue	gene	P	FDR
ENSG00000170653	LIV	ATF7	2.03E-304	3.53E-304
ENSG00000068650	LIV	ATP11A	2.03E-304	3.53E-304
ENSG00000163820	LIV	FYCO1	2.03E-304	3.53E-304
ENSG00000263001	LIV	GTF2I	2.03E-304	3.53E-304
ENSG00000198646	LIV	NCOA6	2.03E-304	3.53E-304
ENSG00000186951	LIV	PPARA	2.03E-304	3.53E-304
ENSG00000100207	LIV	TCF20	2.03E-304	3.53E-304
ENSG00000187605	LIV	TET3	2.03E-304	3.53E-304
ENSG00000038382	LIV	TRIO	2.03E-304	3.53E-304
ENSG00000100154	LIV	TTC28	2.03E-304	3.53E-304
ENSG00000171467	LIV	ZNF318	2.03E-304	3.53E-304
ENSG00000185219	LIV	ZNF445	2.03E-304	3.53E-304
ENSG00000180357	LIV	ZNF609	2.03E-304	3.53E-304
ENSG00000123411	LIV	IKZF4	4.17E-287	7.12E-287
ENSG00000170322	LIV	NFRKB	2.23E-168	3.44E-168
ENSG00000134250	LIV	NOTCH2	7.74E-149	1.16E-148
ENSG00000160007	LIV	ARHGAP35	2.04E-134	3.01E-134
ENSG00000143379	LIV	SETDB1	1.63E-131	2.40E-131
ENSG00000184677	LIV	ZBTB40	1.76E-52	2.26E-52
ENSG00000100201	LIV	DDX17	3.87E-35	4.69E-35
ENSG00000085982	LIV	USP40	5.73E-29	6.79E-29
ENSG00000087303	LIV	NID2	9.59E-24	1.12E-23
ENSG00000169856	LIV	ONECUT1	6.14E-22	7.12E-22
ENSG00000124496	LIV	TRERF1	3.81E-18	4.33E-18
ENSG00000179981	LIV	TSHZ1	1.23E-17	1.40E-17
ENSG00000178385	LIV	PLEKHM3	1.13E-07	1.21E-07
ENSG00000188786	LIV	MTF1	0.000001408	1.4892E-06
ENSG00000143614	LIV	GATAD2B	0.000033675	0.000035172
ENSG00000093217	LIV	XYLB	0.00012034	0.00012487
ENSG00000160710	LIV	ADAR	0.00014677	0.00015221
ENSG00000166224	LIV	SGPL1	0.00016243	0.00016836
ENSG00000183309	LIV	ZNF623	0.76812	0.76832
