ensembl	tissue	gene	P	FDR
ENSG00000188157	LIV	AGRN	2.03E-304	3.53E-304
ENSG00000126705	LIV	AHDC1	2.03E-304	3.53E-304
ENSG00000196961	LIV	AP2A1	2.03E-304	3.53E-304
ENSG00000108509	LIV	CAMTA2	2.03E-304	3.53E-304
ENSG00000079432	LIV	CIC	2.03E-304	3.53E-304
ENSG00000103249	LIV	CLCN7	2.03E-304	3.53E-304
ENSG00000137166	LIV	FOXP4	2.03E-304	3.53E-304
ENSG00000141905	LIV	NFIC	2.03E-304	3.53E-304
ENSG00000008441	LIV	NFIX	2.03E-304	3.53E-304
ENSG00000126464	LIV	PRR12	2.03E-304	3.53E-304
ENSG00000108557	LIV	RAI1	2.03E-304	3.53E-304
ENSG00000173039	LIV	RELA	2.03E-304	3.53E-304
ENSG00000125844	LIV	RRBP1	2.03E-304	3.53E-304
ENSG00000157933	LIV	SKI	2.03E-304	3.53E-304
ENSG00000167323	LIV	STIM1	2.03E-304	3.53E-304
ENSG00000125755	LIV	SYMPK	2.03E-304	3.53E-304
ENSG00000071564	LIV	TCF3	2.03E-304	3.53E-304
ENSG00000175662	LIV	TOM1L2	2.03E-304	3.53E-304
ENSG00000011451	LIV	WIZ	2.03E-304	3.53E-304
ENSG00000178951	LIV	ZBTB7A	2.03E-304	3.53E-304
ENSG00000205250	LIV	E2F4	7.78E-289	1.33E-288
ENSG00000149499	LIV	EML3	8.06E-257	1.34E-256
ENSG00000171161	LIV	ZNF672	6.52E-228	1.05E-227
ENSG00000148411	LIV	NACC2	1.04E-154	1.58E-154
ENSG00000104885	LIV	DOT1L	3.51E-144	5.25E-144
ENSG00000089351	LIV	GRAMD1A	8.00E-120	1.16E-119
ENSG00000130816	LIV	DNMT1	1.54E-119	2.23E-119
ENSG00000068323	LIV	TFE3	1.69E-98	2.37E-98
ENSG00000099991	LIV	CABIN1	1.33E-62	1.75E-62
ENSG00000114554	LIV	PLXNA1	4.55E-60	5.94E-60
ENSG00000080618	LIV	CPB2	1.22E-09	1.32E-09
ENSG00000186716	LIV	BCR	7.29E-09	7.86E-09
ENSG00000248333	LIV	CDK11B	0.00026107	0.00026973
ENSG00000106049	LIV	HIBADH	0.0035884	0.0036669
ENSG00000177302	LIV	TOP3A	0.41694	0.4177
