ensembl	tissue	gene	P	FDR
ENSG00000216937	MAM	CCDC7	2.03E-304	3.53E-304
ENSG00000268362	MAM	CTD-2017D11.1	2.03E-304	3.53E-304
ENSG00000057608	MAM	GDI2	2.03E-304	3.53E-304
ENSG00000143353	MAM	LYPLAL1	2.03E-304	3.53E-304
ENSG00000170322	MAM	NFRKB	2.03E-304	3.53E-304
ENSG00000079332	MAM	SAR1A	2.03E-304	3.53E-304
ENSG00000198252	MAM	STYX	2.03E-304	3.53E-304
ENSG00000160908	MAM	ZNF394	2.03E-304	3.53E-304
ENSG00000170581	MAM	STAT2	1.28E-297	2.21E-297
ENSG00000063587	MAM	ZNF275	1.46E-221	2.35E-221
ENSG00000070476	MAM	ZXDC	2.93E-182	4.55E-182
ENSG00000137494	MAM	ANKRD42	2.14E-155	3.23E-155
ENSG00000127337	MAM	YEATS4	4.34E-149	6.53E-149
ENSG00000137500	MAM	CCDC90B	2.85E-121	4.14E-121
ENSG00000110435	MAM	PDHX	5.96E-98	8.39E-98
ENSG00000176463	MAM	SLCO3A1	3.00E-97	4.21E-97
ENSG00000075239	MAM	ACAT1	2.38E-74	3.22E-74
ENSG00000176407	MAM	KCMF1	1.21E-73	1.63E-73
ENSG00000137947	MAM	GTF2B	1.50E-64	1.98E-64
ENSG00000152219	MAM	ARL14EP	1.13E-62	1.49E-62
ENSG00000172775	MAM	FAM192A	2.15E-57	2.78E-57
ENSG00000178852	MAM	EFCAB13	8.81E-50	1.12E-49
ENSG00000118418	MAM	HMGN3	6.66E-49	8.45E-49
ENSG00000204381	MAM	LAYN	6.98E-39	8.59E-39
ENSG00000109381	MAM	ELF2	3.63E-31	4.34E-31
ENSG00000232677	MAM	LINC00665	1.44E-09	1.56E-09
ENSG00000117481	MAM	NSUN4	0.19495	0.19582
