ensembl	tissue	gene	P	FDR
ENSG00000101126	SKLM	ADNP	2.03E-304	3.53E-304
ENSG00000021776	SKLM	AQR	2.03E-304	3.53E-304
ENSG00000117036	SKLM	ETV3	2.03E-304	3.53E-304
ENSG00000198815	SKLM	FOXJ3	2.03E-304	3.53E-304
ENSG00000053254	SKLM	FOXN3	2.03E-304	3.53E-304
ENSG00000082701	SKLM	GSK3B	2.03E-304	3.53E-304
ENSG00000263001	SKLM	GTF2I	2.03E-304	3.53E-304
ENSG00000105856	SKLM	HBP1	2.03E-304	3.53E-304
ENSG00000010818	SKLM	HIVEP2	2.03E-304	3.53E-304
ENSG00000068305	SKLM	MEF2A	2.03E-304	3.53E-304
ENSG00000188786	SKLM	MTF1	2.03E-304	3.53E-304
ENSG00000084676	SKLM	NCOA1	2.03E-304	3.53E-304
ENSG00000072736	SKLM	NFATC3	2.03E-304	3.53E-304
ENSG00000177463	SKLM	NR2C2	2.03E-304	3.53E-304
ENSG00000182568	SKLM	SATB1	2.03E-304	3.53E-304
ENSG00000152217	SKLM	SETBP1	2.03E-304	3.53E-304
ENSG00000110693	SKLM	SOX6	2.03E-304	3.53E-304
ENSG00000140262	SKLM	TCF12	2.03E-304	3.53E-304
ENSG00000169946	SKLM	ZFPM2	2.03E-304	3.53E-304
ENSG00000198315	SKLM	ZKSCAN8	2.03E-304	3.53E-304
ENSG00000147124	SKLM	ZNF41	2.03E-304	3.53E-304
ENSG00000074657	SKLM	ZNF532	2.03E-304	3.53E-304
ENSG00000198146	SKLM	ZNF770	2.03E-304	3.53E-304
ENSG00000169155	SKLM	ZBTB43	8.31E-197	1.31E-196
ENSG00000085433	SKLM	WDR47	7.57E-107	1.08E-106
ENSG00000140265	SKLM	ZSCAN29	2.74E-79	3.75E-79
ENSG00000130856	SKLM	ZNF236	3.02E-46	3.79E-46
ENSG00000186951	SKLM	PPARA	3.22E-24	3.77E-24
ENSG00000110756	SKLM	HPS5	8.22E-23	9.55E-23
ENSG00000124459	SKLM	ZNF45	1.08E-19	1.23E-19
ENSG00000171467	SKLM	ZNF318	3.63E-17	4.10E-17
ENSG00000011523	SKLM	CEP68	0.00045612	0.00047062
ENSG00000066084	SKLM	DIP2B	0.0028721	0.0029404
ENSG00000100207	SKLM	TCF20	0.013056	0.01326
