ensembl	tissue	gene	P	FDR
ENSG00000198826	LIV	ARHGAP11A	2.03E-304	3.53E-304
ENSG00000105011	LIV	ASF1B	2.03E-304	3.53E-304
ENSG00000151725	LIV	CENPU	2.03E-304	3.53E-304
ENSG00000169607	LIV	CKAP2L	2.03E-304	3.53E-304
ENSG00000101412	LIV	E2F1	2.03E-304	3.53E-304
ENSG00000007968	LIV	E2F2	2.03E-304	3.53E-304
ENSG00000165891	LIV	E2F7	2.03E-304	3.53E-304
ENSG00000129173	LIV	E2F8	2.03E-304	3.53E-304
ENSG00000111206	LIV	FOXM1	2.03E-304	3.53E-304
ENSG00000147536	LIV	GINS4	2.03E-304	3.53E-304
ENSG00000101057	LIV	MYBL2	2.03E-304	3.53E-304
ENSG00000146918	LIV	NCAPG2	2.03E-304	3.53E-304
ENSG00000175643	LIV	RMI2	2.03E-304	3.53E-304
ENSG00000165480	LIV	SKA3	2.03E-304	3.53E-304
ENSG00000152253	LIV	SPC25	2.03E-304	3.53E-304
ENSG00000179750	LIV	APOBEC3B	2.81E-16	3.16E-16
ENSG00000163918	LIV	RFC4	4.64E-11	5.09E-11
ENSG00000203760	LIV	CENPW	1.81E-09	1.95E-09
ENSG00000078900	LIV	TP73	0.0044871	0.0045792
ENSG00000115163	LIV	CENPA	0.0057443	0.0058528
ENSG00000164045	LIV	CDC25A	0.10127	0.10207
ENSG00000171320	LIV	ESCO2	0.37082	0.3716
