ensembl	tissue	gene	P	FDR
ENSG00000079432	SKLM	CIC	2.03E-304	3.53E-304
ENSG00000166987	SKLM	MBD6	2.03E-304	3.53E-304
ENSG00000116604	SKLM	MEF2D	2.03E-304	3.53E-304
ENSG00000196498	SKLM	NCOR2	2.03E-304	3.53E-304
ENSG00000008441	SKLM	NFIX	2.03E-304	3.53E-304
ENSG00000126464	SKLM	PRR12	2.03E-304	3.53E-304
ENSG00000115568	SKLM	ZNF142	2.03E-304	3.53E-304
ENSG00000166188	SKLM	ZNF319	2.03E-304	3.53E-304
ENSG00000198026	SKLM	ZNF335	2.03E-304	3.53E-304
ENSG00000196700	SKLM	ZNF512B	2.03E-304	3.53E-304
ENSG00000167395	SKLM	ZNF646	2.03E-304	3.53E-304
ENSG00000175662	SKLM	TOM1L2	5.39E-245	8.83E-245
ENSG00000157933	SKLM	SKI	2.05E-88	2.84E-88
ENSG00000129467	SKLM	ADCY4	3.08E-76	4.19E-76
ENSG00000141030	SKLM	COPS3	2.41E-66	3.20E-66
ENSG00000011451	SKLM	WIZ	7.75E-59	1.01E-58
ENSG00000103168	SKLM	TAF1C	1.81E-54	2.33E-54
ENSG00000100023	SKLM	PPIL2	1.04E-42	1.29E-42
ENSG00000106948	SKLM	AKNA	7.59E-41	9.38E-41
ENSG00000178252	SKLM	WDR6	3.05E-36	3.71E-36
ENSG00000106852	SKLM	LHX6	3.23E-30	3.85E-30
ENSG00000272636	SKLM	DOC2B	6.02E-30	7.17E-30
ENSG00000272333	SKLM	KMT2B	4.59E-28	5.43E-28
ENSG00000198911	SKLM	SREBF2	4.14E-21	4.78E-21
ENSG00000110514	SKLM	MADD	3.45E-18	3.91E-18
ENSG00000161940	SKLM	BCL6B	5.64E-13	6.23E-13
ENSG00000111077	SKLM	TNS2	6.86E-13	7.58E-13
ENSG00000126746	SKLM	ZNF384	1.13E-08	1.22E-08
ENSG00000130940	SKLM	CASZ1	1.94E-07	2.07E-07
ENSG00000080603	SKLM	SRCAP	0.000003284	3.4621E-06
ENSG00000173757	SKLM	STAT5B	0.0031173	0.0031897
ENSG00000102935	SKLM	ZNF423	0.025144	0.025463
ENSG00000104885	SKLM	DOT1L	0.029361	0.02971
