ensembl	tissue	gene	P	FDR
ENSG00000263503	AOR	RP11-707O23.5	2.03E-304	3.53E-304
ENSG00000264070	LIV	DND1P1	2.03E-304	3.53E-304
ENSG00000262539	LIV	RP11-259G18.3	2.03E-304	3.53E-304
ENSG00000264070	SKLM	DND1P1	2.03E-304	3.53E-304
ENSG00000263503	SKLM	RP11-707O23.5	4.67E-299	8.07E-299
ENSG00000214401	VAF	KANSL1-AS1	8.03E-242	1.31E-241
ENSG00000263503	SF	RP11-707O23.5	3.83E-179	5.94E-179
ENSG00000214401	SF	KANSL1-AS1	3.86E-167	5.93E-167
ENSG00000263503	VAF	RP11-707O23.5	4.40E-141	6.58E-141
ENSG00000263503	MAM	RP11-707O23.5	1.66E-110	2.38E-110
ENSG00000214401	SKLM	KANSL1-AS1	1.93E-102	2.73E-102
ENSG00000204650	SF	CRHR1-IT1	3.27E-102	4.62E-102
ENSG00000262539	SKLM	RP11-259G18.3	7.99E-71	1.07E-70
ENSG00000262539	VAF	RP11-259G18.3	4.56E-63	6.00E-63
ENSG00000204650	MAM	CRHR1-IT1	7.81E-26	9.18E-26
ENSG00000214401	LIV	KANSL1-AS1	2.76E-21	3.19E-21
ENSG00000214425	BLOOD	LRRC37A4P	8.52E-18	9.65E-18
ENSG00000214425	VAF	LRRC37A4P	1.28E-17	1.45E-17
ENSG00000262881	LIV	RP11-669E14.4	8.96E-17	1.01E-16
ENSG00000214401	MAM	KANSL1-AS1	5.20E-13	5.75E-13
ENSG00000120071	AOR	KANSL1	9.69E-13	1.07E-12
ENSG00000263503	BLOOD	RP11-707O23.5	4.56E-11	4.99E-11
ENSG00000214425	AOR	LRRC37A4P	5.83E-11	6.39E-11
ENSG00000204650	AOR	CRHR1-IT1	9.10E-10	9.87E-10
ENSG00000120071	MAM	KANSL1	1.9067E-06	2.0146E-06
ENSG00000214425	MAM	LRRC37A4P	0.000008293	8.7043E-06
ENSG00000238083	AOR	LRRC37A2	0.000057896	0.000060322
