ensembl	tissue	gene	P	FDR
ENSG00000148484	LIV	RSU1	2.03E-304	3.53E-304
ENSG00000122729	SF	ACO1	2.03E-304	3.53E-304
ENSG00000181092	SF	ADIPOQ	2.03E-304	3.53E-304
ENSG00000006831	SF	ADIPOR2	2.03E-304	3.53E-304
ENSG00000164904	SF	ALDH7A1	2.03E-304	3.53E-304
ENSG00000129596	SF	CDO1	2.03E-304	3.53E-304
ENSG00000165959	SF	CLMN	2.03E-304	3.53E-304
ENSG00000021826	SF	CPS1	2.03E-304	3.53E-304
ENSG00000250961	SF	CTD-2023N9.1	2.03E-304	3.53E-304
ENSG00000249436	SF	CTD-2023N9.3	2.03E-304	3.53E-304
ENSG00000186458	SF	DEFB132	2.03E-304	3.53E-304
ENSG00000140009	SF	ESR2	2.03E-304	3.53E-304
ENSG00000186188	SF	FFAR4	2.03E-304	3.53E-304
ENSG00000138413	SF	IDH1	2.03E-304	3.53E-304
ENSG00000134962	SF	KLB	2.03E-304	3.53E-304
ENSG00000189362	SF	NEMP2	2.03E-304	3.53E-304
ENSG00000132170	SF	PPARG	2.03E-304	3.53E-304
ENSG00000137713	SF	PPP2R1B	2.03E-304	3.53E-304
ENSG00000113319	SF	RASGRF2	2.03E-304	3.53E-304
ENSG00000148484	SF	RSU1	2.03E-304	3.53E-304
ENSG00000155542	SF	SETD9	2.03E-304	3.53E-304
ENSG00000185669	SF	SNAI3	2.03E-304	3.53E-304
ENSG00000179930	LIV	ZNF648	4.75E-64	6.27E-64
ENSG00000101115	VAF	SALL4	6.67E-18	7.56E-18
ENSG00000130173	VAF	C19orf80	3.04E-15	3.39E-15
ENSG00000198075	SF	SULT1C4	1.04E-10	1.13E-10
