ensembl	tissue	gene	P	FDR
ENSG00000029153	MAM	ARNTL2	2.03E-304	3.53E-304
ENSG00000198842	MAM	DUSP27	2.03E-304	3.53E-304
ENSG00000182963	MAM	GJC1	2.03E-304	3.53E-304
ENSG00000143341	MAM	HMCN1	2.03E-304	3.53E-304
ENSG00000136153	MAM	LMO7	2.03E-304	3.53E-304
ENSG00000102802	MAM	MEDAG	2.03E-304	3.53E-304
ENSG00000167306	MAM	MYO5B	2.03E-304	3.53E-304
ENSG00000061455	MAM	PRDM6	2.03E-304	3.53E-304
ENSG00000182732	MAM	RGS6	2.03E-304	3.53E-304
ENSG00000167642	MAM	SPINT2	2.03E-304	3.53E-304
ENSG00000151090	MAM	THRB	2.03E-304	3.53E-304
ENSG00000006042	MAM	TMEM98	2.03E-304	3.53E-304
ENSG00000143514	MAM	TP53BP2	2.03E-304	3.53E-304
ENSG00000169554	MAM	ZEB2	2.03E-304	3.53E-304
ENSG00000164684	MAM	ZNF704	2.03E-304	3.53E-304
ENSG00000165929	MAM	TC2N	4.82E-299	8.33E-299
ENSG00000102804	MAM	TSC22D1	1.65E-277	2.79E-277
ENSG00000112837	MAM	TBX18	1.98E-277	3.34E-277
ENSG00000131778	MAM	CHD1L	4.09E-265	6.83E-265
ENSG00000171729	MAM	TMEM51	3.75E-254	6.21E-254
ENSG00000185022	MAM	MAFF	1.57E-243	2.57E-243
ENSG00000169083	MAM	AR	2.19E-243	3.58E-243
ENSG00000068305	MAM	MEF2A	2.82E-227	4.56E-227
ENSG00000166401	MAM	SERPINB8	7.89E-213	1.26E-212
ENSG00000185630	MAM	PBX1	1.42E-182	2.21E-182
ENSG00000146592	MAM	CREB5	8.14E-163	1.24E-162
ENSG00000116473	MAM	RAP1A	4.58E-133	6.76E-133
ENSG00000196843	MAM	ARID5A	2.45E-130	3.61E-130
ENSG00000110693	MAM	SOX6	6.45E-118	9.32E-118
ENSG00000138193	MAM	PLCE1	2.07E-113	2.97E-113
ENSG00000157554	MAM	ERG	1.73E-106	2.46E-106
ENSG00000116199	MAM	FAM20B	2.46E-103	3.49E-103
ENSG00000196628	MAM	TCF4	4.38E-84	6.02E-84
ENSG00000081189	MAM	MEF2C	7.35E-51	9.37E-51
ENSG00000143867	MAM	OSR1	1.44E-46	1.81E-46
ENSG00000103404	MAM	USP31	2.21E-46	2.78E-46
ENSG00000112182	MAM	BACH2	9.26E-43	1.15E-42
ENSG00000154229	MAM	PRKCA	2.29E-39	2.83E-39
ENSG00000196557	MAM	CACNA1H	3.42E-28	4.05E-28
ENSG00000163531	MAM	NFASC	7.24E-20	8.29E-20
ENSG00000102781	MAM	KATNAL1	4.37E-19	4.98E-19
ENSG00000121898	MAM	CPXM2	6.46E-17	7.29E-17
ENSG00000257923	MAM	CUX1	1.83E-13	2.03E-13
ENSG00000165959	MAM	CLMN	4.37E-09	4.71E-09
ENSG00000168916	MAM	ZNF608	7.75E-08	8.26E-08
ENSG00000118729	MAM	CASQ2	2.3525E-06	2.4842E-06
ENSG00000203685	MAM	C1orf95	0.000089892	0.000093454
ENSG00000065320	MAM	NTN1	0.00023459	0.00024263
