ensembl	tissue	gene	P	FDR
ENSG00000185513	MAM	L3MBTL1	1.46E-220	2.35E-220
ENSG00000237135	MAM	DDX10P1	3.21E-198	5.06E-198
ENSG00000259158	MAM	ADAM20P1	1.60E-180	2.48E-180
ENSG00000212127	MAM	TAS2R14	1.18E-91	1.65E-91
ENSG00000256188	MAM	TAS2R30	1.33E-91	1.86E-91
ENSG00000137504	MAM	CREBZF	3.04E-90	4.22E-90
ENSG00000212128	MAM	TAS2R13	4.80E-89	6.65E-89
ENSG00000111215	MAM	PRR4	2.72E-88	3.77E-88
ENSG00000089775	MAM	ZBTB25	2.37E-85	3.27E-85
ENSG00000010244	MAM	ZNF207	3.63E-85	5.01E-85
ENSG00000139668	MAM	WDFY2	1.97E-82	2.71E-82
ENSG00000179532	MAM	DNHD1	3.90E-75	5.28E-75
ENSG00000198466	MAM	ZNF587	1.60E-73	2.15E-73
ENSG00000272983	MAM	RP11-508N22.12	4.46E-69	5.96E-69
ENSG00000166436	MAM	TRIM66	8.59E-68	1.14E-67
ENSG00000118495	MAM	PLAGL1	4.46E-65	5.90E-65
ENSG00000264538	MAM	SUZ12P1	1.91E-57	2.48E-57
ENSG00000256981	MAM	TAS2R18	9.01E-51	1.15E-50
ENSG00000259972	MAM	AC009120.6	3.94E-49	5.00E-49
ENSG00000178127	MAM	NDUFV2	2.86E-41	3.54E-41
ENSG00000175106	MAM	TVP23C	2.98E-41	3.69E-41
ENSG00000198393	MAM	ZNF26	1.83E-40	2.26E-40
ENSG00000256436	MAM	TAS2R31	1.34E-39	1.65E-39
ENSG00000185684	MAM	EP400NL	1.87E-36	2.27E-36
ENSG00000176700	MAM	SCAND2P	1.18E-34	1.43E-34
ENSG00000132199	MAM	ENOSF1	2.37E-33	2.86E-33
ENSG00000260855	MAM	RP11-439E19.10	3.49E-33	4.20E-33
ENSG00000126226	MAM	PCID2	7.21E-33	8.67E-33
ENSG00000226419	MAM	SLC16A1-AS1	3.25E-32	3.89E-32
ENSG00000255837	MAM	TAS2R20	4.41E-32	5.28E-32
ENSG00000234444	MAM	ZNF736	4.33E-31	5.18E-31
ENSG00000248483	MAM	POU5F2	1.82E-27	2.15E-27
ENSG00000182983	MAM	ZNF662	2.31E-25	2.71E-25
ENSG00000120963	MAM	ZNF706	5.6301E-06	0.000005924
ENSG00000065665	MAM	SEC61A2	0.0039805	0.0040654
