ensembl	tissue	gene	P	FDR
ENSG00000187134	SKLM	AKR1C1	2.03E-304	3.53E-304
ENSG00000176720	SKLM	BOK	2.03E-304	3.53E-304
ENSG00000245848	SKLM	CEBPA	2.03E-304	3.53E-304
ENSG00000161243	SKLM	FBXO27	2.03E-304	3.53E-304
ENSG00000147676	SKLM	MAL2	2.03E-304	3.53E-304
ENSG00000186205	SKLM	MARC1	2.03E-304	3.53E-304
ENSG00000105088	SKLM	OLFM2	2.03E-304	3.53E-304
ENSG00000132170	SKLM	PPARG	2.03E-304	3.53E-304
ENSG00000100504	SKLM	PYGL	2.03E-304	3.53E-304
ENSG00000106538	SKLM	RARRES2	2.03E-304	3.53E-304
ENSG00000160307	SKLM	S100B	2.03E-304	3.53E-304
ENSG00000185561	SKLM	TLCD2	2.03E-304	3.53E-304
ENSG00000233608	SKLM	TWIST2	2.03E-304	3.53E-304
ENSG00000042445	SKLM	RETSAT	3.79E-288	6.48E-288
ENSG00000135437	SKLM	RDH5	1.01E-262	1.69E-262
ENSG00000197256	SKLM	KANK2	8.23E-257	1.37E-256
ENSG00000101280	SKLM	ANGPT4	1.63E-245	2.68E-245
ENSG00000171596	SKLM	NMUR1	1.19E-166	1.83E-166
ENSG00000181690	MAM	PLAG1	1.14E-80	1.57E-80
ENSG00000187105	MAM	HEATR4	2.55E-65	3.38E-65
ENSG00000163879	MAM	DNALI1	1.02E-37	1.25E-37
ENSG00000163879	SF	DNALI1	1.14E-23	1.33E-23
ENSG00000235884	AOR	LINC00941	1.88E-14	2.10E-14
ENSG00000122691	SKLM	TWIST1	1.18E-13	1.31E-13
ENSG00000186417	SKLM	GLDN	4.23E-11	4.64E-11
ENSG00000006747	SKLM	SCIN	2.44E-08	2.61E-08
ENSG00000162444	SKLM	RBP7	0.0036891	0.0037688
