ensembl	tissue	gene	P	FDR
ENSG00000097007	LIV	ABL1	2.03E-304	3.53E-304
ENSG00000173918	LIV	C1QTNF1	2.03E-304	3.53E-304
ENSG00000135736	LIV	CCDC102A	2.03E-304	3.53E-304
ENSG00000142156	LIV	COL6A1	2.03E-304	3.53E-304
ENSG00000113758	LIV	DBN1	2.03E-304	3.53E-304
ENSG00000126603	LIV	GLIS2	2.03E-304	3.53E-304
ENSG00000164107	LIV	HAND2	2.03E-304	3.53E-304
ENSG00000163909	LIV	HEYL	2.03E-304	3.53E-304
ENSG00000173917	LIV	HOXB2	2.03E-304	3.53E-304
ENSG00000120093	LIV	HOXB3	2.03E-304	3.53E-304
ENSG00000182742	LIV	HOXB4	2.03E-304	3.53E-304
ENSG00000135916	LIV	ITM2C	2.03E-304	3.53E-304
ENSG00000131899	LIV	LLGL1	2.03E-304	3.53E-304
ENSG00000169057	LIV	MECP2	2.03E-304	3.53E-304
ENSG00000162591	LIV	MEGF6	2.03E-304	3.53E-304
ENSG00000131196	LIV	NFATC1	2.03E-304	3.53E-304
ENSG00000100968	LIV	NFATC4	2.03E-304	3.53E-304
ENSG00000168268	LIV	NT5DC2	2.03E-304	3.53E-304
ENSG00000100034	LIV	PPM1F	2.03E-304	3.53E-304
ENSG00000107819	LIV	SFXN3	2.03E-304	3.53E-304
ENSG00000167182	LIV	SP2	2.03E-304	3.53E-304
ENSG00000179954	LIV	SSC5D	2.03E-304	3.53E-304
ENSG00000121068	LIV	TBX2	2.03E-304	3.53E-304
ENSG00000105329	LIV	TGFB1	2.03E-304	3.53E-304
ENSG00000092445	LIV	TYRO3	2.03E-304	3.53E-304
ENSG00000174282	LIV	ZBTB4	2.03E-304	3.53E-304
ENSG00000114853	LIV	ZBTB47	2.03E-304	3.53E-304
ENSG00000102935	LIV	ZNF423	2.03E-304	3.53E-304
ENSG00000225614	LIV	ZNF469	2.03E-304	3.53E-304
ENSG00000277258	LIV	PCGF2	9.20E-194	1.44E-193
ENSG00000160991	LIV	ORAI2	1.13E-162	1.73E-162
ENSG00000183779	LIV	ZNF703	6.89E-162	1.05E-161
ENSG00000122642	LIV	FKBP9	2.94E-12	3.23E-12
ENSG00000099994	LIV	SUSD2	0.000013447	0.000014095
