ensembl	tissue	gene	P	FDR
ENSG00000134265	MAM	NAPG	6.34E-167	9.73E-167
ENSG00000134852	MAM	CLOCK	5.29E-163	8.06E-163
ENSG00000119661	MAM	DNAL1	4.18E-161	6.34E-161
ENSG00000067704	MAM	IARS2	2.37E-132	3.50E-132
ENSG00000198146	MAM	ZNF770	2.37E-107	3.37E-107
ENSG00000177888	MAM	ZBTB41	6.84E-104	9.70E-104
ENSG00000121864	MAM	ZNF639	4.57E-99	6.44E-99
ENSG00000120093	MAM	HOXB3	2.18E-96	3.05E-96
ENSG00000153879	MAM	CEBPG	1.70E-68	2.27E-68
ENSG00000186130	MAM	ZBTB6	6.74E-68	8.97E-68
ENSG00000166479	MAM	TMX3	5.11E-62	6.70E-62
ENSG00000067533	MAM	RRP15	1.11E-53	1.43E-53
ENSG00000118260	MAM	CREB1	2.67E-51	3.40E-51
ENSG00000156273	MAM	BACH1	4.94E-51	6.30E-51
ENSG00000172466	MAM	ZNF24	7.02E-49	8.91E-49
ENSG00000139505	MAM	MTMR6	1.07E-43	1.34E-43
ENSG00000151135	MAM	TMEM263	1.47E-37	1.80E-37
ENSG00000154727	MAM	GABPA	1.24E-36	1.51E-36
ENSG00000150054	MAM	MPP7	2.71E-30	3.23E-30
ENSG00000141429	MAM	GALNT1	2.06E-29	2.44E-29
ENSG00000213366	MAM	GSTM2	8.55E-27	1.01E-26
ENSG00000108064	MAM	TFAM	2.19E-22	2.55E-22
ENSG00000085274	MAM	MYNN	5.60E-20	6.42E-20
ENSG00000180776	MAM	ZDHHC20	2.98E-19	3.41E-19
ENSG00000106554	MAM	CHCHD3	2.51E-18	2.85E-18
ENSG00000116406	MAM	EDEM3	1.11E-16	1.25E-16
ENSG00000143379	MAM	SETDB1	0.0002481	0.00025647
ENSG00000185344	MAM	ATP6V0A2	0.00099373	0.0010228
ENSG00000131931	MAM	THAP1	0.0025396	0.0026028
ENSG00000087263	MAM	OGFOD1	0.008553	0.0087007
ENSG00000136146	MAM	MED4	0.01393	0.014136
