ensembl	tissue	gene	P	FDR
ENSG00000100412	VAF	ACO2	2.03E-304	3.53E-304
ENSG00000204463	VAF	BAG6	2.03E-304	3.53E-304
ENSG00000108509	VAF	CAMTA2	2.03E-304	3.53E-304
ENSG00000130940	VAF	CASZ1	2.03E-304	3.53E-304
ENSG00000104853	VAF	CLPTM1	2.03E-304	3.53E-304
ENSG00000003249	VAF	DBNDD1	2.03E-304	3.53E-304
ENSG00000144596	VAF	GRIP2	2.03E-304	3.53E-304
ENSG00000006704	VAF	GTF2IRD1	2.03E-304	3.53E-304
ENSG00000141401	VAF	IMPA2	2.03E-304	3.53E-304
ENSG00000084764	VAF	MAPRE3	2.03E-304	3.53E-304
ENSG00000116604	VAF	MEF2D	2.03E-304	3.53E-304
ENSG00000099957	VAF	P2RX6	2.03E-304	3.53E-304
ENSG00000188677	VAF	PARVB	2.03E-304	3.53E-304
ENSG00000169299	VAF	PGM2	2.03E-304	3.53E-304
ENSG00000069011	VAF	PITX1	2.03E-304	3.53E-304
ENSG00000214022	VAF	REPIN1	2.03E-304	3.53E-304
ENSG00000143365	VAF	RORC	2.03E-304	3.53E-304
ENSG00000186350	VAF	RXRA	2.03E-304	3.53E-304
ENSG00000260428	VAF	SCX	2.03E-304	3.53E-304
ENSG00000184058	VAF	TBX1	2.03E-304	3.53E-304
ENSG00000197905	VAF	TEAD4	2.03E-304	3.53E-304
ENSG00000204396	VAF	VWA7	2.03E-304	3.53E-304
ENSG00000065029	VAF	ZNF76	2.03E-304	3.53E-304
ENSG00000179922	VAF	ZNF784	2.03E-304	3.53E-304
ENSG00000236609	VAF	ZNF853	2.03E-304	3.53E-304
ENSG00000245532	SKLM	NEAT1	1.48E-165	2.27E-165
ENSG00000242086	SKLM	LINC00969	2.27E-137	3.38E-137
ENSG00000244879	SKLM	GABPB1-AS1	5.53E-114	7.94E-114
ENSG00000127364	SKLM	TAS2R4	4.77E-45	5.98E-45
ENSG00000239415	SKLM	AP001469.9	3.28E-43	4.09E-43
