ensembl	tissue	gene	P	FDR
ENSG00000151917	SF	BEND6	2.03E-304	3.53E-304
ENSG00000124749	SF	COL21A1	2.03E-304	3.53E-304
ENSG00000071967	SF	CYBRD1	2.03E-304	3.53E-304
ENSG00000134874	SF	DZIP1	2.03E-304	3.53E-304
ENSG00000144278	SF	GALNT13	2.03E-304	3.53E-304
ENSG00000164120	SF	HPGD	2.03E-304	3.53E-304
ENSG00000084764	SF	MAPRE3	2.03E-304	3.53E-304
ENSG00000156103	SF	MMP16	2.03E-304	3.53E-304
ENSG00000137675	SF	MMP27	2.03E-304	3.53E-304
ENSG00000149534	SF	MS4A2	2.03E-304	3.53E-304
ENSG00000165966	SF	PDZRN4	2.03E-304	3.53E-304
ENSG00000061455	SF	PRDM6	2.03E-304	3.53E-304
ENSG00000116132	SF	PRRX1	2.03E-304	3.53E-304
ENSG00000170381	SF	SEMA3E	2.03E-304	3.53E-304
ENSG00000180440	SF	SERTM1	2.03E-304	3.53E-304
ENSG00000168679	SF	SLC16A4	2.03E-304	3.53E-304
ENSG00000070214	SF	SLC44A1	2.03E-304	3.53E-304
ENSG00000072041	SF	SLC6A15	2.03E-304	3.53E-304
ENSG00000064692	SF	SNCAIP	2.03E-304	3.53E-304
ENSG00000111728	SF	ST8SIA1	2.03E-304	3.53E-304
ENSG00000165914	SF	TTC7B	2.03E-304	3.53E-304
ENSG00000112290	SF	WASF1	2.03E-304	3.53E-304
ENSG00000144331	SF	ZNF385B	2.03E-304	3.53E-304
ENSG00000198795	SF	ZNF521	2.03E-304	3.53E-304
ENSG00000187676	SF	B3GLCT	3.70E-08	3.95E-08
ENSG00000185565	SF	LSAMP	0.0016358	0.001681
ENSG00000186684	SF	CYP27C1	0.34126	0.34215
